t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,13.787,29.500,29.500,48.70
0.020,10.500,110.000,13.787,29.500,29.500,48.70
0.030,10.500,110.000,13.787,29.500,29.500,48.70
0.040,10.500,110.000,13.787,29.500,29.500,48.70
0.050,10.500,110.000,13.787,29.500,29.500,48.70
0.060,10.500,110.000,13.787,29.500,29.500,48.70
0.070,10.500,110.000,13.787,29.500,29.500,48.70
0.080,10.500,110.000,13.787,29.500,29.500,48.70
0.090,10.500,110.000,13.787,29.500,29.500,48.70
0.100,10.556,109.998,24.054,25.479,29.500,48.70
0.110,10.556,109.998,24.056,25.480,29.500,48.71
0.120,10.555,109.998,24.061,25.486,29.500,48.72
0.130,10.555,109.998,24.069,25.496,29.500,48.74
0.140,10.555,109.998,24.081,25.509,29.500,48.78
0.150,10.554,109.998,24.096,25.527,29.500,48.82
0.160,10.554,109.998,24.114,25.548,29.500,48.87
0.170,10.553,109.998,24.135,25.572,29.500,48.93
0.180,10.553,109.998,24.160,25.600,29.500,49.00
0.190,10.552,109.998,24.187,25.632,29.500,49.08
0.200,10.551,109.997,24.218,25.667,29.500,49.16
0.210,10.550,109.997,24.251,25.706,29.500,49.26
0.220,10.549,109.997,24.287,25.748,29.500,49.36
0.230,10.548,109.997,24.326,25.793,29.500,49.47
0.240,10.547,109.997,24.368,25.841,29.500,49.59
0.250,10.545,109.996,24.413,25.893,29.500,49.72
0.260,10.544,109.996,24.460,25.947,29.500,49.86
0.270,10.543,109.996,24.510,26.005,29.500,50.00
0.280,10.541,109.995,24.562,26.065,29.500,50.15
0.290,10.540,109.995,24.616,26.128,29.500,50.31
0.300,10.538,109.995,24.673,26.194,29.500,50.47
0.310,10.536,109.994,24.732,26.262,29.500,50.65
0.320,10.534,109.994,24.793,26.333,29.500,50.83
0.330,10.532,109.994,24.856,26.407,29.500,51.01
0.340,10.530,109.993,24.922,26.483,29.500,51.20
0.350,10.528,109.993,24.988,26.561,29.500,51.40
0.360,10.526,109.992,25.057,26.641,29.500,51.61
0.370,10.524,109.992,25.128,26.723,29.500,51.82
0.380,10.522,109.991,25.200,26.807,29.500,52.04
0.390,10.519,109.991,25.273,26.893,29.500,52.26
0.400,10.517,109.990,25.348,26.981,29.500,52.49
0.410,10.515,109.990,25.424,27.070,29.500,52.72
0.420,10.512,109.989,25.501,27.161,29.500,52.96
0.430,10.509,109.989,25.580,27.254,29.500,53.20
0.440,10.507,109.988,25.659,27.347,29.500,53.45
0.450,10.504,109.988,25.740,27.442,29.500,53.70
0.460,10.501,109.987,25.821,27.538,29.500,53.96
0.470,10.498,109.987,25.903,27.635,29.500,54.22
0.480,10.496,109.986,25.985,27.733,29.500,54.48
