t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,17.357,38.400,38.400,68.66
0.020,10.500,110.000,17.357,38.400,38.400,68.66
0.030,10.500,110.000,17.357,38.400,38.400,68.66
0.040,10.500,110.000,17.357,38.400,38.400,68.66
0.050,10.500,110.000,17.357,38.400,38.400,68.66
0.060,10.500,110.000,17.357,38.400,38.400,68.66
0.070,10.500,110.000,17.357,38.400,38.400,68.66
0.080,10.500,110.000,17.357,38.400,38.400,68.66
0.090,10.500,110.000,17.357,38.400,38.400,68.66
0.100,10.500,110.000,17.357,38.400,38.400,68.66
0.100,10.597,110.005,30.501,33.226,38.400,68.66
0.110,10.597,110.005,30.502,33.227,38.400,68.67
0.120,10.597,110.005,30.505,33.232,38.400,68.69
0.130,10.597,110.005,30.511,33.240,38.400,68.72
0.140,10.596,110.005,30.520,33.251,38.400,68.76
0.150,10.595,110.005,30.530,33.265,38.400,68.81
0.160,10.594,110.005,30.543,33.283,38.400,68.88
0.170,10.593,110.005,30.558,33.303,38.400,68.96
0.180,10.592,110.004,30.575,33.326,38.400,69.05
0.190,10.591,110.004,30.594,33.353,38.400,69.15
0.200,10.589,110.004,30.616,33.381,38.400,69.26
0.210,10.588,110.004,30.639,33.413,38.400,69.38
0.220,10.586,110.003,30.664,33.448,38.400,69.52
0.230,10.584,110.003,30.691,33.485,38.400,69.66
0.240,10.582,110.002,30.720,33.524,38.400,69.82
0.250,10.580,110.002,30.751,33.566,38.400,69.98
0.260,10.577,110.002,30.783,33.611,38.400,70.16
0.270,10.575,110.001,30.817,33.658,38.400,70.35
0.280,10.572,110.001,30.852,33.707,38.400,70.54
0.290,10.569,110.000,30.889,33.758,38.400,70.75
0.300,10.566,110.000,30.927,33.811,38.400,70.97
0.310,10.563,109.999,30.967,33.866,38.400,71.20
0.320,10.560,109.998,31.007,33.923,38.400,71.44
0.330,10.557,109.998,31.049,33.982,38.400,71.68
0.340,10.553,109.997,31.092,34.043,38.400,71.94
0.350,10.549,109.996,31.135,34.105,38.400,72.21
