t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,16.682,36.600,36.600,64.03
0.020,10.500,110.000,16.682,36.600,36.600,64.03
0.030,10.500,110.000,16.682,36.600,36.600,64.03
0.040,10.500,110.000,16.682,36.600,36.600,64.03
0.050,10.500,110.000,16.682,36.600,36.600,64.03
0.060,10.500,110.000,16.682,36.600,36.600,64.03
0.070,10.500,110.000,16.682,36.600,36.600,64.03
0.080,10.500,110.000,16.682,36.600,36.600,64.03
0.090,10.500,110.000,16.682,36.600,36.600,64.03
0.100,10.587,110.004,29.261,31.653,36.600,64.03
0.110,10.586,110.004,29.262,31.655,36.600,64.04
0.120,10.586,110.004,29.266,31.660,36.600,64.05
0.130,10.586,110.003,29.273,31.669,36.600,64.08
0.140,10.585,110.003,29.282,31.681,36.600,64.12
0.150,10.585,110.003,29.295,31.697,36.600,64.18
0.160,10.584,110.003,29.309,31.716,36.600,64.24
0.170,10.583,110.003,29.327,31.738,36.600,64.31
0.180,10.582,110.003,29.347,31.764,36.600,64.40
0.190,10.581,110.002,29.369,31.792,36.600,64.49
0.200,10.579,110.002,29.394,31.824,36.600,64.60
0.210,10.578,110.002,29.421,31.859,36.600,64.72
0.220,10.576,110.002,29.450,31.896,36.600,64.85
0.230,10.575,110.001,29.482,31.937,36.600,64.98
0.240,10.573,110.001,29.516,31.981,36.600,65.13
0.250,10.571,110.001,29.551,32.027,36.600,65.29
0.260,10.568,110.000,29.589,32.076,36.600,65.46
0.270,10.566,110.000,29.629,32.127,36.600,65.64
0.280,10.564,109.999,29.671,32.182,36.600,65.83
0.290,10.561,109.999,29.714,32.238,36.600,66.02
0.300,10.559,109.998,29.759,32.297,36.600,66.23
0.310,10.556,109.998,29.806,32.358,36.600,66.45
0.320,10.553,109.997,29.854,32.421,36.600,66.67
0.330,10.550,109.997,29.903,32.486,36.600,66.91
0.340,10.547,109.996,29.954,32.554,36.600,67.15
0.350,10.543,109.995,30.006,32.623,36.600,67.40
0.360,10.540,109.995,30.060,32.693,36.600,67.66
0.370,10.536,109.994,30.114,32.766,36.600,67.93
0.380,10.533,109.993,30.169,32.840,36.600,68.21
0.390,10.529,109.993,30.225,32.915,36.600,68.49
0.400,10.525,109.992,30.282,32.992,36.600,68.78
0.410,10.521,109.991,30.340,33.070,36.600,69.08
0.420,10.517,109.990,30.398,33.149,36.600,69.39
0.430,10.513,109.990,30.457,33.229,36.600,69.71
0.440,10.508,109.989,30.515,33.310,36.600,70.03
0.450,10.504,109.988,30.575,33.391,36.600,70.36
0.460,10.499,109.987,30.634,33.474,36.600,70.69
0.470,10.495,109.986,30.693,33.557,36.600,71.03
0.480,10.490,109.985,30.753,33.640,36.600,71.38
0.490,10.485,109.985,30.812,33.724,36.600,71.73
0.500,10.480,109.984,30.871,33.808,36.600,72.09
0.510,10.475,109.983,30.930,33.892,36.600,72.46
0.520,10.470,109.982,30.988,33.976,36.600,72.83
0.530,10.465,109.981,31.046,34.060,36.600,73.21
0.540,10.460,109.980,31.104,34.144,36.600,73.59
0.550,10.454,109.979,31.160,34.227,36.600,73.98
0.560,10.449,109.978,31.216,34.311,36.600,74.37
0.570,10.443,109.977,31.271,34.394,36.600,74.77
0.580,10.438,109.976,31.325,34.476,36.600,75.17
0.590,10.432,109.975,31.378,34.558,36.600,75.57
0.600,10.426,109.974,31.431,34.639,36.600,75.98
0.610,10.420,109.973,31.482,34.719,36.600,76.39
0.620,10.414,109.972,31.531,34.798,36.600,76.81
0.630,10.408,109.971,31.580,34.876,36.600,77.23
0.640,10.402,109.969,31.627,34.954,36.600,77.65
0.650,10.396,109.968,31.673,35.030,36.600,78.08
0.660,10.390,109.967,31.717,35.105,36.600,78.51
0.670,10.383,109.966,31.760,35.178,36.600,78.94
0.680,10.377,109.965,31.801,35.251,36.600,79.38
0.690,10.371,109.964,31.841,35.322,36.600,79.82
0.700,10.364,109.963,31.879,35.391,36.600,80.26
0.710,10.358,109.962,31.915,35.460,36.600,80.70
0.720,10.351,109.960,31.950,35.526,36.600,81.15
0.730,10.345,109.959,31.983,35.591,36.600,81.60
0.740,10.338,109.958,32.014,35.654,36.600,82.05
0.750,10.331,109.957,32.043,35.716,36.600,82.50
0.760,10.324,109.956,32.070,35.776,36.600,82.95
0.770,10.318,109.955,32.095,35.834,36.600,83.40
0.780,10.311,109.953,32.118,35.890,36.600,83.86
0.790,10.304,109.952,32.140,35.944,36.600,84.32
0.800,10.297,109.951,32.159,35.997,36.600,84.77
0.810,10.290,109.950,32.176,36.047,36.600,85.23
0.820,10.283,109.949,32.191,36.096,36.600,85.69
0.830,10.276,109.948,32.205,36.142,36.600,86.15
