t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,17.247,38.100,38.100,67.86
0.020,10.500,110.000,17.247,38.100,38.100,67.86
0.030,10.500,110.000,17.247,38.100,38.100,67.86
0.040,10.500,110.000,17.247,38.100,38.100,67.86
0.050,10.500,110.000,17.247,38.100,38.100,67.86
0.060,10.500,110.000,17.247,38.100,38.100,67.86
0.070,10.500,110.000,17.247,38.100,38.100,67.86
0.080,10.500,110.000,17.247,38.100,38.100,67.86
0.090,10.500,110.000,17.247,38.100,38.100,67.86
0.100,10.595,110.005,30.297,32.963,38.100,67.86
0.110,10.595,110.005,30.298,32.965,38.100,67.86
0.120,10.595,110.005,30.302,32.970,38.100,67.88
0.130,10.595,110.005,30.308,32.978,38.100,67.91
0.140,10.594,110.005,30.317,32.989,38.100,67.95
0.150,10.593,110.005,30.328,33.004,38.100,68.01
0.160,10.593,110.005,30.341,33.022,38.100,68.07
0.170,10.592,110.004,30.356,33.042,38.100,68.15
0.180,10.590,110.004,30.374,33.066,38.100,68.24
0.190,10.589,110.004,30.394,33.092,38.100,68.34
0.200,10.588,110.004,30.416,33.122,38.100,68.45
0.210,10.586,110.003,30.440,33.154,38.100,68.57
0.220,10.584,110.003,30.466,33.189,38.100,68.70
0.230,10.582,110.003,30.494,33.227,38.100,68.85
0.240,10.580,110.002,30.524,33.268,38.100,69.00
0.250,10.578,110.002,30.555,33.310,38.100,69.17
0.260,10.576,110.001,30.589,33.356,38.100,69.34
0.270,10.573,110.001,30.624,33.404,38.100,69.53
0.280,10.571,110.000,30.660,33.454,38.100,69.73
0.290,10.568,110.000,30.698,33.506,38.100,69.93
0.300,10.565,109.999,30.738,33.560,38.100,70.15
0.310,10.562,109.999,30.778,33.616,38.100,70.37
0.320,10.559,109.998,30.820,33.675,38.100,70.61
0.330,10.555,109.998,30.864,33.735,38.100,70.85
0.340,10.552,109.997,30.908,33.797,38.100,71.11
0.350,10.548,109.996,30.953,33.860,38.100,71.37
0.360,10.545,109.996,30.999,33.925,38.100,71.64
0.370,10.541,109.995,31.046,33.991,38.100,71.93
0.380,10.537,109.994,31.093,34.059,38.100,72.22
0.390,10.533,109.993,31.141,34.128,38.100,72.51
0.400,10.528,109.993,31.190,34.198,38.100,72.82
0.410,10.524,109.992,31.239,34.269,38.100,73.14
0.420,10.520,109.991,31.288,34.340,38.100,73.46
0.430,10.515,109.990,31.337,34.413,38.100,73.79
0.440,10.510,109.989,31.386,34.486,38.100,74.13
0.450,10.505,109.988,31.436,34.560,38.100,74.48
0.460,10.500,109.987,31.485,34.634,38.100,74.83
0.470,10.495,109.986,31.534,34.708,38.100,75.19
0.480,10.490,109.986,31.582,34.783,38.100,75.56
0.490,10.485,109.985,31.630,34.858,38.100,75.94
0.500,10.479,109.984,31.678,34.933,38.100,76.32
0.510,10.474,109.983,31.725,35.007,38.100,76.71
0.520,10.468,109.982,31.771,35.082,38.100,77.10
0.530,10.462,109.981,31.817,35.156,38.100,77.50
0.540,10.456,109.979,31.862,35.230,38.100,77.91
0.550,10.450,109.978,31.905,35.303,38.100,78.32
0.560,10.444,109.977,31.948,35.375,38.100,78.74
0.570,10.438,109.976,31.989,35.447,38.100,79.17
