t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,16.986,37.400,37.400,66.03
0.020,10.500,110.000,16.986,37.400,37.400,66.03
0.030,10.500,110.000,16.986,37.400,37.400,66.03
0.040,10.500,110.000,16.986,37.400,37.400,66.03
0.050,10.500,110.000,16.986,37.400,37.400,66.03
0.060,10.500,110.000,16.986,37.400,37.400,66.03
0.070,10.500,110.000,16.986,37.400,37.400,66.03
0.080,10.500,110.000,16.986,37.400,37.400,66.03
0.090,10.500,110.000,16.986,37.400,37.400,66.03
0.100,10.591,110.004,29.817,32.352,37.400,66.03
0.110,10.591,110.004,29.819,32.353,37.400,66.04
0.120,10.591,110.004,29.822,32.358,37.400,66.06
0.130,10.590,110.004,29.829,32.367,37.400,66.09
0.140,10.590,110.004,29.838,32.379,37.400,66.13
0.150,10.589,110.004,29.850,32.394,37.400,66.18
0.160,10.588,110.004,29.864,32.412,37.400,66.25
0.170,10.587,110.004,29.880,32.434,37.400,66.32
0.180,10.586,110.003,29.899,32.458,37.400,66.41
0.190,10.585,110.003,29.920,32.486,37.400,66.51
0.200,10.584,110.003,29.943,32.516,37.400,66.62
0.210,10.582,110.003,29.969,32.550,37.400,66.74
0.220,10.580,110.002,29.996,32.586,37.400,66.87
0.230,10.579,110.002,30.026,32.626,37.400,67.01
0.240,10.577,110.002,30.058,32.668,37.400,67.16
0.250,10.574,110.001,30.092,32.712,37.400,67.32
0.260,10.572,110.001,30.127,32.759,37.400,67.49
0.270,10.570,110.000,30.165,32.809,37.400,67.67
0.280,10.567,110.000,30.204,32.861,37.400,67.87
0.290,10.565,109.999,30.244,32.916,37.400,68.07
0.300,10.562,109.999,30.287,32.972,37.400,68.28
0.310,10.559,109.998,30.330,33.031,37.400,68.50
0.320,10.556,109.998,30.375,33.092,37.400,68.73
0.330,10.553,109.997,30.422,33.154,37.400,68.97
0.340,10.549,109.996,30.469,33.219,37.400,69.22
0.350,10.546,109.996,30.518,33.285,37.400,69.48
0.360,10.542,109.995,30.568,33.353,37.400,69.75
0.370,10.539,109.994,30.618,33.422,37.400,70.02
0.380,10.535,109.994,30.670,33.493,37.400,70.31
0.390,10.531,109.993,30.722,33.565,37.400,70.60
0.400,10.527,109.992,30.774,33.639,37.400,70.90
0.410,10.523,109.991,30.828,33.713,37.400,71.21
0.420,10.518,109.991,30.881,33.789,37.400,71.52
0.430,10.514,109.990,30.935,33.865,37.400,71.85
0.440,10.509,109.989,30.989,33.942,37.400,72.18
0.450,10.505,109.988,31.043,34.020,37.400,72.51
0.460,10.500,109.987,31.098,34.098,37.400,72.86
0.470,10.495,109.986,31.152,34.177,37.400,73.21
0.480,10.490,109.985,31.206,34.256,37.400,73.57
0.490,10.485,109.985,31.260,34.335,37.400,73.94
0.500,10.480,109.984,31.313,34.415,37.400,74.31
0.510,10.474,109.983,31.366,34.494,37.400,74.68
0.520,10.469,109.982,31.418,34.574,37.400,75.07
0.530,10.463,109.981,31.470,34.653,37.400,75.46
0.540,10.458,109.980,31.521,34.732,37.400,75.85
0.550,10.452,109.979,31.571,34.810,37.400,76.25
0.560,10.446,109.978,31.620,34.888,37.400,76.66
0.570,10.441,109.977,31.668,34.965,37.400,77.07
0.580,10.435,109.975,31.716,35.042,37.400,77.49
0.590,10.428,109.974,31.762,35.118,37.400,77.91
0.600,10.422,109.973,31.806,35.193,37.400,78.33
0.610,10.416,109.972,31.850,35.267,37.400,78.76
0.620,10.410,109.971,31.892,35.341,37.400,79.20
0.630,10.403,109.970,31.932,35.412,37.400,79.64
0.640,10.397,109.969,31.971,35.483,37.400,80.08
0.650,10.390,109.968,32.009,35.553,37.400,80.53
0.660,10.384,109.966,32.044,35.621,37.400,80.98
0.670,10.377,109.965,32.079,35.688,37.400,81.43
0.680,10.370,109.964,32.111,35.753,37.400,81.89
0.690,10.364,109.963,32.141,35.817,37.400,82.35
0.700,10.357,109.962,32.170,35.879,37.400,82.81
0.710,10.350,109.961,32.196,35.939,37.400,83.28
0.720,10.343,109.959,32.221,35.998,37.400,83.75
0.730,10.336,109.958,32.244,36.054,37.400,84.22
0.740,10.328,109.957,32.264,36.109,37.400,84.69
0.750,10.321,109.956,32.282,36.162,37.400,85.17
0.760,10.314,109.954,32.299,36.213,37.400,85.65
0.770,10.307,109.953,32.313,36.262,37.400,86.13
0.780,10.299,109.952,32.324,36.309,37.400,86.61
0.790,10.292,109.951,32.334,36.354,37.400,87.10
0.800,10.285,109.949,32.341,36.397,37.400,87.59
0.810,10.277,109.948,32.346,36.437,37.400,88.08
0.820,10.270,109.947,32.348,36.476,37.400,88.57
0.830,10.262,109.946,32.348,36.512,37.400,89.07
0.840,10.254,109.944,32.346,36.546,37.400,89.56
0.850,10.247,109.943,32.341,36.577,37.400,90.06
0.860,10.239,109.942,32.334,36.606,37.400,90.56
0.870,10.231,109.940,32.324,36.633,37.400,91.06
0.880,10.224,109.939,32.312,36.657,37.400,91.56
0.890,10.216,109.938,32.297,36.679,37.400,92.06
0.900,10.208,109.937,32.280,36.698,37.400,92.57
0.910,10.200,109.935,32.260,36.715,37.400,93.07
0.920,10.192,109.934,32.237,36.730,37.400,93.58
0.930,10.184,109.933,32.212,36.742,37.400,94.09
0.940,10.176,109.931,32.185,36.751,37.400,94.60
0.950,10.168,109.930,32.154,36.758,37.400,95.11
0.960,10.160,109.929,32.121,36.762,37.400,95.62
0.970,10.152,109.928,32.086,36.764,37.400,96.13
0.980,10.144,109.926,32.048,36.763,37.400,96.65
0.990,10.136,109.925,32.007,36.759,37.400,97.16
1.000,10.128,109.924,31.963,36.753,37.400,97.68
1.010,10.120,109.922,31.916,36.744,37.400,98.20
1.020,10.112,109.921,31.867,36.732,37.400,98.72
1.030,10.103,109.920,31.815,36.718,37.400,99.24
1.040,10.095,109.918,31.761,36.700,37.400,99.76
1.050,10.087,109.917,31.703,36.680,37.400,100.29
1.060,10.079,109.916,31.643,36.658,37.400,100.81
1.070,10.070,109.915,31.580,36.632,37.400,101.34
1.080,10.062,109.913,31.514,36.604,37.400,101.87
1.090,10.054,109.912,31.445,36.573,37.400,102.40
1.100,10.045,109.911,31.373,36.538,37.400,102.93
1.110,10.037,109.909,31.298,36.501,37.400,103.46
1.120,10.029,109.908,31.220,36.461,37.400,104.00
1.130,10.020,109.907,31.139,36.418,37.400,104.54
