t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.497,20.500,20.500,59.43
0.020,10.500,110.000,9.497,20.500,20.500,59.43
0.030,10.500,110.000,9.497,20.500,20.500,59.43
0.040,10.500,110.000,9.497,20.500,20.500,59.43
0.050,10.500,110.000,9.497,20.500,20.500,59.43
0.060,10.500,110.000,9.497,20.500,20.500,59.43
0.070,10.500,110.000,9.497,20.500,20.500,59.43
0.080,10.500,110.000,9.497,20.500,20.500,59.43
0.090,10.500,110.000,9.497,20.500,20.500,59.43
0.100,10.500,110.000,9.497,20.500,20.500,59.43
0.110,10.500,110.000,9.497,20.500,20.500,59.43
0.120,10.500,110.000,9.497,20.500,20.500,59.43
0.130,10.500,110.000,9.497,20.500,20.500,59.43
0.140,10.500,110.000,9.497,20.500,20.500,59.43
0.150,10.500,110.000,9.497,20.500,20.500,59.43
0.160,10.500,110.000,9.497,20.500,20.500,59.43
0.170,10.500,110.000,9.497,20.500,20.500,59.43
0.180,10.500,110.000,9.497,20.500,20.500,59.43
0.190,10.500,110.000,9.497,20.500,20.500,59.43
0.200,10.551,109.999,16.429,17.516,20.500,59.43
0.210,10.551,109.999,16.430,17.517,20.500,59.44
0.220,10.551,109.999,16.432,17.519,20.500,59.45
0.230,10.551,109.999,16.434,17.523,20.500,59.46
0.240,10.550,109.999,16.438,17.527,20.500,59.49
0.250,10.550,109.999,16.444,17.534,20.500,59.52
0.260,10.550,109.998,16.450,17.541,20.500,59.56
0.270,10.550,109.998,16.457,17.550,20.500,59.60
0.280,10.549,109.998,16.466,17.560,20.500,59.65
0.290,10.549,109.998,16.475,17.571,20.500,59.71
0.300,10.548,109.998,16.486,17.584,20.500,59.78
0.310,10.548,109.998,16.497,17.598,20.500,59.85
0.320,10.547,109.998,16.510,17.613,20.500,59.92
0.330,10.547,109.998,16.523,17.629,20.500,60.01
0.340,10.546,109.998,16.538,17.647,20.500,60.10
0.350,10.545,109.998,16.553,17.666,20.500,60.20
0.360,10.544,109.997,16.570,17.685,20.500,60.30
0.370,10.544,109.997,16.587,17.706,20.500,60.41
0.380,10.543,109.997,16.605,17.728,20.500,60.52
0.390,10.542,109.997,16.624,17.752,20.500,60.64
0.400,10.541,109.997,16.645,17.776,20.500,60.77
0.410,10.540,109.997,16.665,17.801,20.500,60.90
0.420,10.539,109.996,16.687,17.827,20.500,61.04
0.430,10.538,109.996,16.710,17.855,20.500,61.19
0.440,10.537,109.996,16.733,17.883,20.500,61.34
0.450,10.535,109.996,16.757,17.912,20.500,61.49
0.460,10.534,109.996,16.782,17.942,20.500,61.65
