t,U,U,Pij,Pg,Pgt,delta
0.460,10.536,109.996,17.128,18.362,21.000,63.75
0.470,10.535,109.996,17.152,18.392,21.000,63.92
0.480,10.534,109.995,17.177,18.423,21.000,64.10
0.490,10.532,109.995,17.203,18.455,21.000,64.28
0.500,10.531,109.995,17.229,18.488,21.000,64.47
0.510,10.529,109.995,17.255,18.521,21.000,64.66
0.520,10.528,109.994,17.283,18.555,21.000,64.86
0.530,10.526,109.994,17.310,18.590,21.000,65.06
0.540,10.524,109.994,17.338,18.625,21.000,65.27
0.550,10.523,109.993,17.367,18.661,21.000,65.48
0.560,10.521,109.993,17.396,18.698,21.000,65.70
0.570,10.519,109.993,17.425,18.735,21.000,65.93
0.580,10.518,109.993,17.455,18.773,21.000,66.15
0.590,10.516,109.992,17.485,18.811,21.000,66.39
0.600,10.514,109.992,17.516,18.849,21.000,66.62
0.610,10.512,109.991,17.546,18.889,21.000,66.87
0.620,10.510,109.991,17.577,18.928,21.000,67.11
0.630,10.508,109.991,17.608,18.968,21.000,67.36
0.640,10.506,109.990,17.640,19.008,21.000,67.62
0.650,10.504,109.990,17.671,19.049,21.000,67.88
0.660,10.502,109.990,17.703,19.090,21.000,68.14
0.670,10.499,109.989,17.735,19.131,21.000,68.41
0.680,10.497,109.989,17.766,19.172,21.000,68.68
0.690,10.495,109.988,17.798,19.214,21.000,68.95
0.700,10.493,109.988,17.830,19.256,21.000,69.23
0.710,10.490,109.988,17.862,19.298,21.000,69.51
0.720,10.488,109.987,17.893,19.340,21.000,69.80
0.730,10.486,109.987,17.925,19.382,21.000,70.09
0.740,10.483,109.986,17.957,19.424,21.000,70.38
0.750,10.481,109.986,17.988,19.466,21.000,70.68
0.760,10.478,109.985,18.020,19.508,21.000,70.98
0.770,10.476,109.985,18.051,19.550,21.000,71.28
0.780,10.473,109.985,18.082,19.592,21.000,71.58
0.790,10.471,109.984,18.112,19.634,21.000,71.89
0.800,10.468,109.984,18.143,19.675,21.000,72.20
0.810,10.465,109.983,18.173,19.717,21.000,72.51
0.820,10.463,109.983,18.203,19.758,21.000,72.83
0.830,10.460,109.982,18.233,19.800,21.000,73.15
0.840,10.457,109.982,18.262,19.840,21.000,73.47
0.850,10.454,109.981,18.291,19.881,21.000,73.79
0.860,10.452,109.981,18.319,19.922,21.000,74.12
0.870,10.449,109.980,18.347,19.962,21.000,74.45
0.880,10.446,109.980,18.375,20.001,21.000,74.78
0.890,10.443,109.979,18.402,20.041,21.000,75.11
0.900,10.440,109.979,18.429,20.080,21.000,75.44
0.910,10.437,109.978,18.455,20.119,21.000,75.78
0.920,10.434,109.978,18.481,20.157,21.000,76.11
0.930,10.432,109.977,18.506,20.195,21.000,76.45
0.940,10.429,109.977,18.531,20.232,21.000,76.79
0.950,10.426,109.976,18.555,20.269,21.000,77.14
0.960,10.423,109.976,18.579,20.305,21.000,77.48
0.970,10.420,109.975,18.602,20.341,21.000,77.82
0.980,10.417,109.975,18.625,20.377,21.000,78.17
0.990,10.413,109.974,18.646,20.411,21.000,78.52
1.000,10.410,109.974,18.668,20.446,21.000,78.87
1.010,10.407,109.973,18.688,20.479,21.000,79.21
1.020,10.404,109.973,18.708,20.512,21.000,79.56
1.030,10.401,109.972,18.728,20.545,21.000,79.92
1.040,10.398,109.972,18.746,20.577,21.000,80.27
1.050,10.395,109.971,18.764,20.608,21.000,80.62
1.060,10.392,109.971,18.782,20.639,21.000,80.98
1.070,10.388,109.970,18.798,20.669,21.000,81.33
1.080,10.385,109.970,18.814,20.698,21.000,81.68
1.090,10.382,109.969,18.830,20.727,21.000,82.04
1.100,10.379,109.968,18.844,20.755,21.000,82.40
1.110,10.376,109.968,18.858,20.782,21.000,82.75
1.120,10.372,109.967,18.871,20.809,21.000,83.11
1.130,10.369,109.967,18.884,20.834,21.000,83.47
1.140,10.366,109.966,18.895,20.860,21.000,83.82
1.150,10.363,109.966,18.906,20.884,21.000,84.18
1.160,10.359,109.965,18.917,20.908,21.000,84.54
1.170,10.356,109.965,18.926,20.931,21.000,84.90
1.180,10.353,109.964,18.935,20.953,21.000,85.25
1.190,10.350,109.964,18.943,20.975,21.000,85.61
1.200,10.346,109.963,18.950,20.996,21.000,85.97
1.210,10.343,109.963,18.957,21.016,21.000,86.33
1.220,10.340,109.962,18.963,21.035,21.000,86.68
1.230,10.336,109.961,18.968,21.054,21.000,87.04
1.240,10.333,109.961,18.972,21.072,21.000,87.40
1.250,10.330,109.960,18.976,21.089,21.000,87.75
1.260,10.326,109.960,18.979,21.106,21.000,88.11
1.270,10.323,109.959,18.981,21.121,21.000,88.47
1.280,10.320,109.959,18.982,21.136,21.000,88.82
1.290,10.317,109.958,18.983,21.151,21.000,89.18
1.300,10.313,109.958,18.983,21.164,21.000,89.53
1.310,10.310,109.957,18.982,21.177,21.000,89.89
1.320,10.307,109.957,18.981,21.189,21.000,90.24
1.330,10.303,109.956,18.979,21.200,21.000,90.59
1.340,10.300,109.956,18.976,21.211,21.000,90.95
1.350,10.297,109.955,18.972,21.220,21.000,91.30
1.360,10.294,109.955,18.968,21.229,21.000,91.65
1.370,10.290,109.954,18.963,21.238,21.000,92.00
1.380,10.287,109.953,18.957,21.245,21.000,92.35
1.390,10.284,109.953,18.951,21.252,21.000,92.70
1.400,10.280,109.952,18.943,21.258,21.000,93.05
1.410,10.277,109.952,18.936,21.264,21.000,93.40
1.420,10.274,109.951,18.927,21.269,21.000,93.75
1.430,10.271,109.951,18.918,21.273,21.000,94.10
1.440,10.267,109.950,18.908,21.276,21.000,94.45
1.450,10.264,109.950,18.898,21.278,21.000,94.79
1.460,10.261,109.949,18.886,21.280,21.000,95.14
1.470,10.258,109.949,18.875,21.282,21.000,95.48
1.480,10.254,109.948,18.862,21.282,21.000,95.83
1.490,10.251,109.948,18.849,21.282,21.000,96.17
1.500,10.248,109.947,18.835,21.281,21.000,96.52
1.510,10.245,109.947,18.821,21.280,21.000,96.86
1.520,10.241,109.946,18.806,21.277,21.000,97.20
1.530,10.238,109.946,18.790,21.275,21.000,97.54
1.540,10.235,109.945,18.773,21.271,21.000,97.88
1.550,10.232,109.945,18.756,21.267,21.000,98.22
1.560,10.229,109.944,18.739,21.262,21.000,98.56
1.570,10.225,109.944,18.721,21.257,21.000,98.90
1.580,10.222,109.943,18.702,21.250,21.000,99.24
1.590,10.219,109.943,18.682,21.244,21.000,99.58
1.600,10.216,109.942,18.662,21.236,21.000,99.92
1.610,10.213,109.942,18.641,21.228,21.000,100.25
1.620,10.209,109.941,18.620,21.219,21.000,100.59
1.630,10.206,109.941,18.598,21.210,21.000,100.93
1.640,10.203,109.940,18.576,21.200,21.000,101.26
1.650,10.200,109.940,18.552,21.189,21.000,101.60
1.660,10.197,109.939,18.529,21.178,21.000,101.93
1.670,10.194,109.939,18.504,21.166,21.000,102.26
1.680,10.190,109.938,18.479,21.153,21.000,102.60
1.690,10.187,109.938,18.454,21.140,21.000,102.93
1.700,10.184,109.938,18.428,21.126,21.000,103.27
1.710,10.181,109.937,18.401,21.112,21.000,103.60
1.720,10.178,109.937,18.373,21.097,21.000,103.93
1.730,10.175,109.936,18.346,21.081,21.000,104.26
1.740,10.172,109.936,18.317,21.065,21.000,104.60
1.750,10.169,109.935,18.288,21.048,21.000,104.93
1.760,10.165,109.935,18.258,21.030,21.000,105.26
1.770,10.162,109.934,18.228,21.012,21.000,105.59
1.780,10.159,109.934,18.197,20.993,21.000,105.93
1.790,10.156,109.933,18.165,20.974,21.000,106.26
1.800,10.153,109.933,18.133,20.954,21.000,106.59
1.810,10.150,109.932,18.100,20.933,21.000,106.92
1.820,10.147,109.932,18.066,20.911,21.000,107.26
1.830,10.144,109.931,18.032,20.889,21.000,107.59
1.840,10.141,109.931,17.998,20.867,21.000,107.92
1.850,10.137,109.931,17.962,20.843,21.000,108.26
1.860,10.134,109.930,17.926,20.819,21.000,108.59
1.870,10.131,109.930,17.889,20.795,21.000,108.93
1.880,10.128,109.929,17.852,20.769,21.000,109.26
1.890,10.125,109.929,17.814,20.743,21.000,109.60
1.900,10.122,109.928,17.775,20.717,21.000,109.93
1.910,10.119,109.928,17.736,20.689,21.000,110.27
1.920,10.116,109.927,17.696,20.661,21.000,110.61
1.930,10.112,109.927,17.655,20.632,21.000,110.95
1.940,10.109,109.926,17.614,20.603,21.000,111.28
1.950,10.106,109.926,17.571,20.573,21.000,111.62
1.960,10.103,109.926,17.528,20.542,21.000,111.97
1.970,10.100,109.925,17.484,20.510,21.000,112.31
1.980,10.097,109.925,17.440,20.477,21.000,112.65
1.990,10.094,109.924,17.395,20.444,21.000,113.00
2.000,10.090,109.924,17.349,20.410,21.000,113.34


