t,U,U,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.856,21.400,21.400,63.21
0.020,10.500,110.000,9.856,21.400,21.400,63.21
0.030,10.500,110.000,9.856,21.400,21.400,63.21
0.040,10.500,110.000,9.856,21.400,21.400,63.21
0.050,10.500,110.000,9.856,21.400,21.400,63.21
0.060,10.500,110.000,9.856,21.400,21.400,63.21
0.070,10.500,110.000,9.856,21.400,21.400,63.21
0.080,10.500,110.000,9.856,21.400,21.400,63.21
0.090,10.500,110.000,9.856,21.400,21.400,63.21
0.100,10.500,110.000,9.856,21.400,21.400,63.21
0.110,10.500,110.000,9.856,21.400,21.400,63.21
0.120,10.500,110.000,9.856,21.400,21.400,63.21
0.130,10.500,110.000,9.856,21.400,21.400,63.21
0.140,10.500,110.000,9.856,21.400,21.400,63.21
0.150,10.500,110.000,9.856,21.400,21.400,63.21
0.160,10.500,110.000,9.856,21.400,21.400,63.21
0.170,10.500,110.000,9.856,21.400,21.400,63.21
0.180,10.500,110.000,9.856,21.400,21.400,63.21
0.190,10.500,110.000,9.856,21.400,21.400,63.21
0.200,10.500,110.000,9.856,21.400,21.400,63.21
0.200,10.556,110.000,17.074,18.292,21.400,63.21
0.210,10.556,110.000,17.075,18.293,21.400,63.22
0.220,10.556,110.000,17.076,18.294,21.400,63.23
0.230,10.556,109.999,17.079,18.298,21.400,63.25
0.240,10.556,109.999,17.083,18.302,21.400,63.27
0.250,10.555,109.999,17.087,18.308,21.400,63.30
0.260,10.555,109.999,17.093,18.315,21.400,63.34
0.270,10.555,109.999,17.100,18.324,21.400,63.39
0.280,10.554,109.999,17.108,18.333,21.400,63.44
0.290,10.554,109.999,17.116,18.344,21.400,63.50
0.300,10.553,109.999,17.126,18.356,21.400,63.57
0.310,10.553,109.999,17.137,18.369,21.400,63.65
0.320,10.552,109.999,17.148,18.383,21.400,63.73
0.330,10.552,109.999,17.161,18.399,21.400,63.81
0.340,10.551,109.999,17.174,18.416,21.400,63.91
0.350,10.550,109.998,17.188,18.433,21.400,64.01
0.360,10.549,109.998,17.203,18.452,21.400,64.12
0.370,10.548,109.998,17.219,18.472,21.400,64.23
0.380,10.547,109.998,17.236,18.493,21.400,64.35
0.390,10.546,109.998,17.254,18.515,21.400,64.48
0.400,10.545,109.998,17.272,18.538,21.400,64.61
0.410,10.544,109.997,17.291,18.562,21.400,64.75
0.420,10.543,109.997,17.311,18.587,21.400,64.89
0.430,10.542,109.997,17.332,18.612,21.400,65.04
0.440,10.541,109.997,17.353,18.639,21.400,65.20
0.450,10.539,109.996,17.375,18.667,21.400,65.36
0.460,10.538,109.996,17.398,18.695,21.400,65.53
0.470,10.537,109.996,17.421,18.724,21.400,65.71
0.480,10.535,109.996,17.445,18.754,21.400,65.89
0.490,10.534,109.995,17.469,18.785,21.400,66.07
0.500,10.532,109.995,17.494,18.817,21.400,66.26
0.510,10.531,109.995,17.519,18.849,21.400,66.46
0.520,10.529,109.995,17.545,18.882,21.400,66.66
0.530,10.527,109.994,17.572,18.916,21.400,66.87
0.540,10.526,109.994,17.598,18.950,21.400,67.08
0.550,10.524,109.994,17.626,18.985,21.400,67.30
0.560,10.522,109.993,17.653,19.020,21.400,67.53
0.570,10.520,109.993,17.681,19.056,21.400,67.75
0.580,10.518,109.993,17.709,19.093,21.400,67.99
0.590,10.517,109.992,17.738,19.130,21.400,68.23
0.600,10.515,109.992,17.767,19.167,21.400,68.47
0.610,10.513,109.992,17.796,19.205,21.400,68.72
0.620,10.510,109.991,17.825,19.243,21.400,68.97
0.630,10.508,109.991,17.854,19.282,21.400,69.23
