t,U,U,Pij,Pg,Pgt,delta
0.640,10.506,109.991,17.884,19.320,21.400,69.49
0.650,10.504,109.990,17.913,19.360,21.400,69.75
0.660,10.502,109.990,17.943,19.399,21.400,70.02
0.670,10.500,109.989,17.973,19.438,21.400,70.30
0.680,10.497,109.989,18.003,19.478,21.400,70.57
0.690,10.495,109.989,18.033,19.518,21.400,70.86
0.700,10.493,109.988,18.062,19.558,21.400,71.14
0.710,10.490,109.988,18.092,19.598,21.400,71.43
0.720,10.488,109.987,18.122,19.639,21.400,71.73
0.730,10.485,109.987,18.151,19.679,21.400,72.02
0.740,10.483,109.986,18.181,19.719,21.400,72.33
0.750,10.480,109.986,18.210,19.760,21.400,72.63
0.760,10.477,109.985,18.239,19.800,21.400,72.94
0.770,10.475,109.985,18.267,19.840,21.400,73.25
0.780,10.472,109.985,18.296,19.880,21.400,73.56
0.790,10.469,109.984,18.324,19.920,21.400,73.88
0.800,10.467,109.984,18.352,19.959,21.400,74.20
0.810,10.464,109.983,18.380,19.999,21.400,74.52
0.820,10.461,109.983,18.407,20.038,21.400,74.85
0.830,10.458,109.982,18.434,20.077,21.400,75.18
0.840,10.455,109.982,18.461,20.116,21.400,75.51
0.850,10.452,109.981,18.487,20.155,21.400,75.85
0.860,10.450,109.981,18.512,20.193,21.400,76.18
0.870,10.447,109.980,18.538,20.230,21.400,76.52
0.880,10.444,109.980,18.562,20.268,21.400,76.87
0.890,10.441,109.979,18.587,20.305,21.400,77.21
0.900,10.438,109.979,18.610,20.342,21.400,77.56
0.910,10.435,109.978,18.634,20.378,21.400,77.90
0.920,10.431,109.977,18.656,20.413,21.400,78.25
0.930,10.428,109.977,18.678,20.449,21.400,78.61
0.940,10.425,109.976,18.700,20.483,21.400,78.96
0.950,10.422,109.976,18.721,20.517,21.400,79.32
0.960,10.419,109.975,18.741,20.551,21.400,79.68
0.970,10.416,109.975,18.761,20.584,21.400,80.04
0.980,10.412,109.974,18.780,20.617,21.400,80.40
0.990,10.409,109.974,18.798,20.649,21.400,80.76
1.000,10.406,109.973,18.815,20.680,21.400,81.12
1.010,10.403,109.973,18.832,20.711,21.400,81.49
1.020,10.399,109.972,18.849,20.741,21.400,81.86
1.030,10.396,109.972,18.864,20.770,21.400,82.23
1.040,10.393,109.971,18.879,20.799,21.400,82.60
1.050,10.389,109.970,18.893,20.827,21.400,82.97
1.060,10.386,109.970,18.906,20.854,21.400,83.34
1.070,10.383,109.969,18.919,20.881,21.400,83.71
1.080,10.379,109.969,18.930,20.907,21.400,84.09
1.090,10.376,109.968,18.941,20.932,21.400,84.46
1.100,10.372,109.968,18.951,20.956,21.400,84.84
1.110,10.369,109.967,18.961,20.980,21.400,85.21
1.120,10.365,109.966,18.969,21.003,21.400,85.59
1.130,10.362,109.966,18.977,21.025,21.400,85.97
1.140,10.358,109.965,18.984,21.046,21.400,86.35
1.150,10.355,109.965,18.990,21.067,21.400,86.73
1.160,10.351,109.964,18.996,21.087,21.400,87.11
1.170,10.348,109.964,19.000,21.106,21.400,87.49
1.180,10.344,109.963,19.004,21.124,21.400,87.87
1.190,10.341,109.962,19.007,21.141,21.400,88.25
1.200,10.337,109.962,19.009,21.158,21.400,88.63
1.210,10.334,109.961,19.010,21.173,21.400,89.02
1.220,10.330,109.961,19.010,21.188,21.400,89.40
1.230,10.327,109.960,19.010,21.202,21.400,89.78
1.240,10.323,109.960,19.008,21.215,21.400,90.17
1.250,10.319,109.959,19.006,21.228,21.400,90.55
1.260,10.316,109.958,19.003,21.239,21.400,90.94
1.270,10.312,109.958,18.999,21.250,21.400,91.32
1.280,10.309,109.957,18.994,21.260,21.400,91.71
1.290,10.305,109.957,18.988,21.269,21.400,92.09
1.300,10.301,109.956,18.982,21.277,21.400,92.48
1.310,10.298,109.956,18.974,21.284,21.400,92.86
1.320,10.294,109.955,18.966,21.291,21.400,93.25
1.330,10.291,109.954,18.957,21.296,21.400,93.63
1.340,10.287,109.954,18.947,21.301,21.400,94.02
1.350,10.283,109.953,18.936,21.305,21.400,94.41
1.360,10.280,109.953,18.925,21.308,21.400,94.79
1.370,10.276,109.952,18.912,21.310,21.400,95.18
1.380,10.272,109.951,18.899,21.311,21.400,95.57
1.390,10.269,109.951,18.884,21.311,21.400,95.95
1.400,10.265,109.950,18.869,21.311,21.400,96.34
1.410,10.262,109.950,18.853,21.309,21.400,96.73
1.420,10.258,109.949,18.836,21.307,21.400,97.12
1.430,10.254,109.949,18.819,21.304,21.400,97.50
1.440,10.251,109.948,18.800,21.300,21.400,97.89
1.450,10.247,109.947,18.780,21.295,21.400,98.28
1.460,10.243,109.947,18.760,21.290,21.400,98.67
1.470,10.240,109.946,18.739,21.283,21.400,99.06
1.480,10.236,109.946,18.717,21.275,21.400,99.44
1.490,10.232,109.945,18.694,21.267,21.400,99.83
1.500,10.229,109.945,18.670,21.258,21.400,100.22
1.510,10.225,109.944,18.645,21.248,21.400,100.61
1.520,10.221,109.944,18.620,21.237,21.400,101.00
1.530,10.218,109.943,18.593,21.225,21.400,101.39
1.540,10.214,109.942,18.566,21.212,21.400,101.78
1.550,10.210,109.942,18.538,21.198,21.400,102.17
1.560,10.206,109.941,18.509,21.184,21.400,102.56
1.570,10.203,109.941,18.478,21.168,21.400,102.96
1.580,10.199,109.940,18.448,21.152,21.400,103.35
1.590,10.195,109.940,18.416,21.134,21.400,103.74
1.600,10.192,109.939,18.383,21.116,21.400,104.14
1.610,10.188,109.938,18.349,21.097,21.400,104.53
1.620,10.184,109.938,18.315,21.077,21.400,104.92
1.630,10.181,109.937,18.279,21.056,21.400,105.32
1.640,10.177,109.937,18.243,21.034,21.400,105.72
1.650,10.173,109.936,18.205,21.011,21.400,106.11
1.660,10.169,109.936,18.167,20.987,21.400,106.51
1.670,10.166,109.935,18.127,20.962,21.400,106.91
1.680,10.162,109.935,18.087,20.936,21.400,107.31
1.690,10.158,109.934,18.046,20.910,21.400,107.71
1.700,10.154,109.933,18.003,20.882,21.400,108.11
1.710,10.151,109.933,17.960,20.853,21.400,108.52
1.720,10.147,109.932,17.916,20.823,21.400,108.92
1.730,10.143,109.932,17.870,20.792,21.400,109.33
1.740,10.139,109.931,17.824,20.761,21.400,109.73
1.750,10.136,109.931,17.776,20.728,21.400,110.14
1.760,10.132,109.930,17.728,20.694,21.400,110.55
1.770,10.128,109.930,17.678,20.659,21.400,110.97
1.780,10.124,109.929,17.627,20.623,21.400,111.38
1.790,10.120,109.928,17.575,20.585,21.400,111.79
1.800,10.116,109.928,17.522,20.547,21.400,112.21
1.810,10.113,109.927,17.468,20.507,21.400,112.63
1.820,10.109,109.927,17.413,20.467,21.400,113.05
1.830,10.105,109.926,17.356,20.425,21.400,113.47
1.840,10.101,109.926,17.298,20.381,21.400,113.90
1.850,10.097,109.925,17.239,20.337,21.400,114.33
1.860,10.093,109.925,17.178,20.291,21.400,114.76
1.870,10.089,109.924,17.116,20.244,21.400,115.19
1.880,10.085,109.923,17.053,20.196,21.400,115.63
1.890,10.081,109.923,16.989,20.147,21.400,116.06
1.900,10.077,109.922,16.923,20.096,21.400,116.50
1.910,10.073,109.922,16.855,20.043,21.400,116.95
1.920,10.069,109.921,16.786,19.989,21.400,117.40
1.930,10.065,109.921,16.716,19.934,21.400,117.85
1.940,10.061,109.920,16.644,19.877,21.400,118.30
1.950,10.057,109.919,16.570,19.819,21.400,118.76
1.960,10.053,109.919,16.495,19.759,21.400,119.22
1.970,10.049,109.918,16.418,19.697,21.400,119.68
1.980,10.045,109.918,16.339,19.634,21.400,120.15
1.990,10.041,109.917,16.259,19.569,21.400,120.62
2.000,10.037,109.917,16.177,19.503,21.400,121.10


