t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.738,21.100,21.100,61.90
0.020,10.500,110.000,9.738,21.100,21.100,61.90
0.030,10.500,110.000,9.738,21.100,21.100,61.90
0.040,10.500,110.000,9.738,21.100,21.100,61.90
0.050,10.500,110.000,9.738,21.100,21.100,61.90
0.060,10.500,110.000,9.738,21.100,21.100,61.90
0.070,10.500,110.000,9.738,21.100,21.100,61.90
0.080,10.500,110.000,9.738,21.100,21.100,61.90
0.090,10.500,110.000,9.738,21.100,21.100,61.90
0.100,10.500,110.000,9.738,21.100,21.100,61.90
0.110,10.500,110.000,9.738,21.100,21.100,61.90
0.120,10.500,110.000,9.738,21.100,21.100,61.90
0.130,10.500,110.000,9.738,21.100,21.100,61.90
0.140,10.500,110.000,9.738,21.100,21.100,61.90
0.150,10.500,110.000,9.738,21.100,21.100,61.90
0.160,10.500,110.000,9.738,21.100,21.100,61.90
0.170,10.500,110.000,9.738,21.100,21.100,61.90
0.180,10.500,110.000,9.738,21.100,21.100,61.90
0.190,10.500,110.000,9.738,21.100,21.100,61.90
0.200,10.554,109.999,16.862,18.034,21.100,61.90
0.210,10.554,109.999,16.862,18.035,21.100,61.90
0.220,10.554,109.999,16.864,18.037,21.100,61.91
0.230,10.554,109.999,16.867,18.040,21.100,61.93
0.240,10.554,109.999,16.871,18.045,21.100,61.95
0.250,10.554,109.999,16.876,18.051,21.100,61.99
0.260,10.553,109.999,16.881,18.058,21.100,62.02
0.270,10.553,109.999,16.888,18.066,21.100,62.07
0.280,10.553,109.999,16.896,18.076,21.100,62.12
0.290,10.552,109.999,16.905,18.087,21.100,62.18
0.300,10.552,109.999,16.915,18.099,21.100,62.25
0.310,10.551,109.999,16.926,18.113,21.100,62.32
0.320,10.550,109.999,16.938,18.128,21.100,62.40
0.330,10.550,109.998,16.951,18.143,21.100,62.49
0.340,10.549,109.998,16.965,18.160,21.100,62.58
0.350,10.548,109.998,16.980,18.178,21.100,62.68
0.360,10.548,109.998,16.995,18.198,21.100,62.79
0.370,10.547,109.998,17.012,18.218,21.100,62.90
0.380,10.546,109.998,17.029,18.239,21.100,63.02
0.390,10.545,109.997,17.047,18.262,21.100,63.14
0.400,10.544,109.997,17.066,18.285,21.100,63.27
0.410,10.543,109.997,17.086,18.310,21.100,63.41
0.420,10.542,109.997,17.107,18.335,21.100,63.55
0.430,10.541,109.997,17.128,18.361,21.100,63.70
0.440,10.539,109.996,17.150,18.389,21.100,63.85
0.450,10.538,109.996,17.173,18.417,21.100,64.01
0.460,10.537,109.996,17.196,18.446,21.100,64.18
0.470,10.535,109.996,17.220,18.476,21.100,64.35
0.480,10.534,109.996,17.245,18.507,21.100,64.53
0.490,10.533,109.995,17.270,18.538,21.100,64.71
0.500,10.531,109.995,17.296,18.571,21.100,64.90
0.510,10.530,109.995,17.322,18.604,21.100,65.10
0.520,10.528,109.994,17.349,18.637,21.100,65.29
0.530,10.526,109.994,17.377,18.672,21.100,65.50
0.540,10.525,109.994,17.405,18.707,21.100,65.71
0.550,10.523,109.994,17.433,18.743,21.100,65.92
0.560,10.521,109.993,17.462,18.779,21.100,66.14
0.570,10.520,109.993,17.491,18.816,21.100,66.37
0.580,10.518,109.993,17.520,18.853,21.100,66.60
0.590,10.516,109.992,17.550,18.891,21.100,66.83
0.600,10.514,109.992,17.580,18.930,21.100,67.07
0.610,10.512,109.992,17.610,18.969,21.100,67.31
0.620,10.510,109.991,17.641,19.008,21.100,67.56
0.630,10.508,109.991,17.671,19.047,21.100,67.81
0.640,10.506,109.990,17.702,19.087,21.100,68.07
0.650,10.504,109.990,17.733,19.128,21.100,68.33
0.660,10.502,109.990,17.764,19.168,21.100,68.59
0.670,10.499,109.989,17.796,19.209,21.100,68.86
0.680,10.497,109.989,17.827,19.250,21.100,69.14
0.690,10.495,109.988,17.858,19.291,21.100,69.41
0.700,10.493,109.988,17.890,19.333,21.100,69.69
0.710,10.490,109.988,17.921,19.374,21.100,69.98
0.720,10.488,109.987,17.952,19.416,21.100,70.26
0.730,10.486,109.987,17.983,19.457,21.100,70.56
0.740,10.483,109.986,18.014,19.499,21.100,70.85
0.750,10.481,109.986,18.045,19.541,21.100,71.15
0.760,10.478,109.985,18.076,19.582,21.100,71.45
0.770,10.476,109.985,18.107,19.624,21.100,71.75
0.780,10.473,109.985,18.137,19.665,21.100,72.06
0.790,10.470,109.984,18.167,19.707,21.100,72.37
0.800,10.468,109.984,18.197,19.748,21.100,72.68
0.810,10.465,109.983,18.227,19.789,21.100,73.00
0.820,10.462,109.983,18.256,19.830,21.100,73.32
0.830,10.460,109.982,18.285,19.871,21.100,73.64
0.840,10.457,109.982,18.314,19.911,21.100,73.96
0.850,10.454,109.981,18.342,19.951,21.100,74.29
0.860,10.451,109.981,18.370,19.991,21.100,74.62
0.870,10.448,109.980,18.397,20.031,21.100,74.95
0.880,10.445,109.980,18.424,20.070,21.100,75.28
0.890,10.443,109.979,18.451,20.109,21.100,75.61
0.900,10.440,109.979,18.477,20.147,21.100,75.95
0.910,10.437,109.978,18.502,20.186,21.100,76.29
0.920,10.434,109.978,18.528,20.223,21.100,76.63
0.930,10.431,109.977,18.552,20.260,21.100,76.97
0.940,10.428,109.977,18.576,20.297,21.100,77.32
0.950,10.425,109.976,18.599,20.333,21.100,77.66
0.960,10.422,109.976,18.622,20.369,21.100,78.01
0.970,10.419,109.975,18.645,20.404,21.100,78.36
0.980,10.416,109.975,18.666,20.439,21.100,78.71
0.990,10.412,109.974,18.687,20.473,21.100,79.06
