t,U,U,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.578,20.700,20.700,60.24
0.020,10.500,110.000,9.578,20.700,20.700,60.24
0.030,10.500,110.000,9.578,20.700,20.700,60.24
0.040,10.500,110.000,9.578,20.700,20.700,60.24
0.050,10.500,110.000,9.578,20.700,20.700,60.24
0.060,10.500,110.000,9.578,20.700,20.700,60.24
0.070,10.500,110.000,9.578,20.700,20.700,60.24
0.080,10.500,110.000,9.578,20.700,20.700,60.24
0.090,10.500,110.000,9.578,20.700,20.700,60.24
0.100,10.500,110.000,9.578,20.700,20.700,60.24
0.110,10.500,110.000,9.578,20.700,20.700,60.24
0.120,10.500,110.000,9.578,20.700,20.700,60.24
0.130,10.500,110.000,9.578,20.700,20.700,60.24
0.140,10.500,110.000,9.578,20.700,20.700,60.24
0.150,10.500,110.000,9.578,20.700,20.700,60.24
0.160,10.500,110.000,9.578,20.700,20.700,60.24
0.170,10.500,110.000,9.578,20.700,20.700,60.24
0.180,10.500,110.000,9.578,20.700,20.700,60.24
0.190,10.500,110.000,9.578,20.700,20.700,60.24
0.200,10.500,110.000,9.578,20.700,20.700,60.24
0.200,10.552,109.999,16.574,17.689,20.700,60.24
0.210,10.552,109.999,16.575,17.690,20.700,60.24
0.220,10.552,109.999,16.576,17.692,20.700,60.25
0.230,10.552,109.999,16.579,17.695,20.700,60.27
0.240,10.551,109.999,16.583,17.700,20.700,60.30
0.250,10.551,109.999,16.588,17.706,20.700,60.33
0.260,10.551,109.999,16.594,17.713,20.700,60.37
0.270,10.551,109.999,16.602,17.722,20.700,60.41
0.280,10.550,109.999,16.610,17.732,20.700,60.46
0.290,10.550,109.998,16.619,17.743,20.700,60.52
0.300,10.549,109.998,16.630,17.756,20.700,60.59
0.310,10.549,109.998,16.641,17.770,20.700,60.66
0.320,10.548,109.998,16.653,17.785,20.700,60.74
0.330,10.548,109.998,16.667,17.801,20.700,60.82
0.340,10.547,109.998,16.681,17.818,20.700,60.91
0.350,10.546,109.998,16.696,17.837,20.700,61.01
0.360,10.545,109.998,16.712,17.856,20.700,61.11
0.370,10.545,109.997,16.729,17.877,20.700,61.22
0.380,10.544,109.997,16.747,17.899,20.700,61.34
0.390,10.543,109.997,16.766,17.922,20.700,61.46
0.400,10.542,109.997,16.786,17.946,20.700,61.59
0.410,10.541,109.997,16.807,17.971,20.700,61.72
0.420,10.540,109.997,16.828,17.997,20.700,61.86
0.430,10.539,109.996,16.850,18.024,20.700,62.01
0.440,10.538,109.996,16.873,18.052,20.700,62.16
0.450,10.536,109.996,16.897,18.081,20.700,62.32
0.460,10.535,109.996,16.921,18.111,20.700,62.48
0.470,10.534,109.995,16.946,18.141,20.700,62.65
0.480,10.532,109.995,16.972,18.173,20.700,62.82
0.490,10.531,109.995,16.998,18.205,20.700,63.00
0.500,10.530,109.995,17.025,18.238,20.700,63.19
0.510,10.528,109.994,17.052,18.272,20.700,63.38
0.520,10.527,109.994,17.080,18.307,20.700,63.57
0.530,10.525,109.994,17.109,18.342,20.700,63.77
0.540,10.524,109.994,17.138,18.378,20.700,63.98
0.550,10.522,109.993,17.167,18.415,20.700,64.19
0.560,10.520,109.993,17.197,18.452,20.700,64.40
0.570,10.519,109.993,17.228,18.490,20.700,64.62
0.580,10.517,109.992,17.259,18.529,20.700,64.85
0.590,10.515,109.992,17.290,18.568,20.700,65.08
0.600,10.513,109.992,17.321,18.607,20.700,65.31
0.610,10.511,109.991,17.353,18.647,20.700,65.55
0.620,10.509,109.991,17.385,18.688,20.700,65.79
0.630,10.507,109.991,17.417,18.729,20.700,66.03
0.640,10.505,109.990,17.450,18.770,20.700,66.28
0.650,10.503,109.990,17.482,18.811,20.700,66.54
0.660,10.501,109.990,17.515,18.853,20.700,66.80
0.670,10.499,109.989,17.548,18.895,20.700,67.06
0.680,10.497,109.989,17.581,18.938,20.700,67.32
0.690,10.495,109.988,17.614,18.980,20.700,67.59
0.700,10.493,109.988,17.648,19.023,20.700,67.87
0.710,10.491,109.988,17.681,19.066,20.700,68.14
0.720,10.488,109.987,17.714,19.109,20.700,68.42
0.730,10.486,109.987,17.747,19.152,20.700,68.71
0.740,10.484,109.986,17.780,19.195,20.700,68.99
0.750,10.481,109.986,17.813,19.239,20.700,69.28
0.760,10.479,109.986,17.846,19.282,20.700,69.58
0.770,10.476,109.985,17.879,19.325,20.700,69.87
0.780,10.474,109.985,17.911,19.368,20.700,70.17
0.790,10.471,109.984,17.943,19.411,20.700,70.47
0.800,10.469,109.984,17.976,19.454,20.700,70.77
0.810,10.466,109.983,18.007,19.497,20.700,71.08
0.820,10.464,109.983,18.039,19.540,20.700,71.39
0.830,10.461,109.982,18.070,19.583,20.700,71.70
0.840,10.459,109.982,18.101,19.625,20.700,72.01
0.850,10.456,109.982,18.132,19.667,20.700,72.33
0.860,10.453,109.981,18.162,19.709,20.700,72.65
0.870,10.451,109.981,18.192,19.750,20.700,72.96
0.880,10.448,109.980,18.222,19.792,20.700,73.29
0.890,10.445,109.980,18.251,19.833,20.700,73.61
0.900,10.442,109.979,18.280,19.873,20.700,73.93
0.910,10.440,109.979,18.308,19.914,20.700,74.26
0.920,10.437,109.978,18.336,19.953,20.700,74.59
0.930,10.434,109.978,18.363,19.993,20.700,74.92
0.940,10.431,109.977,18.390,20.032,20.700,75.25
0.950,10.428,109.977,18.417,20.070,20.700,75.58
0.960,10.425,109.976,18.442,20.108,20.700,75.91
0.970,10.422,109.976,18.468,20.146,20.700,76.25
