t,U,U,Pij,Pg,Pgt,delta
0.980,10.419,109.975,18.492,20.183,20.700,76.58
0.990,10.416,109.975,18.517,20.220,20.700,76.92
1.000,10.414,109.974,18.540,20.256,20.700,77.26
1.010,10.411,109.974,18.563,20.292,20.700,77.59
1.020,10.408,109.973,18.586,20.327,20.700,77.93
1.030,10.405,109.973,18.608,20.361,20.700,78.27
1.040,10.402,109.972,18.629,20.395,20.700,78.61
1.050,10.399,109.972,18.649,20.428,20.700,78.95
1.060,10.396,109.971,18.669,20.461,20.700,79.29
1.070,10.393,109.971,18.689,20.493,20.700,79.64
1.080,10.390,109.970,18.707,20.524,20.700,79.98
1.090,10.386,109.970,18.725,20.555,20.700,80.32
1.100,10.383,109.969,18.743,20.585,20.700,80.66
1.110,10.380,109.969,18.759,20.615,20.700,81.00
1.120,10.377,109.968,18.775,20.644,20.700,81.35
1.130,10.374,109.968,18.791,20.672,20.700,81.69
1.140,10.371,109.967,18.805,20.700,20.700,82.03
1.150,10.368,109.967,18.819,20.726,20.700,82.37
1.160,10.365,109.966,18.833,20.753,20.700,82.71
1.170,10.362,109.965,18.845,20.778,20.700,83.06
1.180,10.359,109.965,18.857,20.803,20.700,83.40
1.190,10.356,109.964,18.869,20.827,20.700,83.74
1.200,10.353,109.964,18.879,20.851,20.700,84.08
1.210,10.349,109.963,18.889,20.874,20.700,84.42
1.220,10.346,109.963,18.899,20.896,20.700,84.76
1.230,10.343,109.962,18.907,20.917,20.700,85.10
1.240,10.340,109.962,18.915,20.938,20.700,85.44
1.250,10.337,109.961,18.922,20.958,20.700,85.78
1.260,10.334,109.961,18.929,20.977,20.700,86.11
1.270,10.331,109.960,18.935,20.996,20.700,86.45
1.280,10.328,109.960,18.940,21.014,20.700,86.79
1.290,10.325,109.959,18.945,21.031,20.700,87.12
1.300,10.322,109.959,18.949,21.048,20.700,87.45
1.310,10.318,109.958,18.952,21.064,20.700,87.79
1.320,10.315,109.958,18.955,21.079,20.700,88.12
1.330,10.312,109.957,18.957,21.094,20.700,88.45
1.340,10.309,109.957,18.958,21.108,20.700,88.78
1.350,10.306,109.956,18.959,21.121,20.700,89.11
1.360,10.303,109.956,18.959,21.134,20.700,89.44
1.370,10.300,109.955,18.959,21.146,20.700,89.77
1.380,10.297,109.955,18.957,21.157,20.700,90.10
1.390,10.294,109.954,18.956,21.168,20.700,90.42
1.400,10.291,109.954,18.953,21.178,20.700,90.75
1.410,10.288,109.953,18.951,21.187,20.700,91.07
1.420,10.285,109.953,18.947,21.196,20.700,91.39
1.430,10.282,109.952,18.943,21.204,20.700,91.72
1.440,10.279,109.952,18.938,21.211,20.700,92.04
1.450,10.276,109.952,18.933,21.218,20.700,92.35
1.460,10.273,109.951,18.927,21.225,20.700,92.67
1.470,10.270,109.951,18.921,21.230,20.700,92.99
1.480,10.267,109.950,18.914,21.235,20.700,93.30
1.490,10.264,109.950,18.907,21.240,20.700,93.62
1.500,10.261,109.949,18.899,21.244,20.700,93.93
1.510,10.258,109.949,18.890,21.247,20.700,94.24
1.520,10.255,109.948,18.881,21.250,20.700,94.55
1.530,10.252,109.948,18.872,21.252,20.700,94.86
1.540,10.250,109.947,18.862,21.254,20.700,95.17
1.550,10.247,109.947,18.851,21.255,20.700,95.48
1.560,10.244,109.946,18.840,21.255,20.700,95.78
1.570,10.241,109.946,18.828,21.255,20.700,96.09
1.580,10.238,109.946,18.816,21.255,20.700,96.39
1.590,10.235,109.945,18.804,21.253,20.700,96.69
1.600,10.232,109.945,18.791,21.252,20.700,97.00
1.610,10.229,109.944,18.778,21.250,20.700,97.30
1.620,10.227,109.944,18.764,21.247,20.700,97.59
1.630,10.224,109.943,18.749,21.244,20.700,97.89
1.640,10.221,109.943,18.735,21.240,20.700,98.19
1.650,10.218,109.942,18.719,21.236,20.700,98.48
1.660,10.216,109.942,18.704,21.232,20.700,98.78
1.670,10.213,109.942,18.688,21.227,20.700,99.07
1.680,10.210,109.941,18.671,21.221,20.700,99.36
1.690,10.207,109.941,18.654,21.215,20.700,99.65
1.700,10.205,109.940,18.637,21.209,20.700,99.94
1.710,10.202,109.940,18.619,21.202,20.700,100.23
1.720,10.199,109.940,18.601,21.194,20.700,100.51
1.730,10.196,109.939,18.583,21.186,20.700,100.80
1.740,10.194,109.939,18.564,21.178,20.700,101.09
1.750,10.191,109.938,18.545,21.169,20.700,101.37
1.760,10.188,109.938,18.525,21.160,20.700,101.65
1.770,10.186,109.937,18.505,21.151,20.700,101.93
1.780,10.183,109.937,18.485,21.141,20.700,102.22
1.790,10.180,109.937,18.464,21.130,20.700,102.50
1.800,10.178,109.936,18.443,21.120,20.700,102.77
1.810,10.175,109.936,18.421,21.108,20.700,103.05
1.820,10.173,109.935,18.399,21.097,20.700,103.33
1.830,10.170,109.935,18.377,21.085,20.700,103.61
1.840,10.167,109.935,18.354,21.072,20.700,103.88
1.850,10.165,109.934,18.331,21.059,20.700,104.16
1.860,10.162,109.934,18.308,21.046,20.700,104.43
1.870,10.160,109.934,18.285,21.033,20.700,104.70
1.880,10.157,109.933,18.260,21.019,20.700,104.98
1.890,10.155,109.933,18.236,21.004,20.700,105.25
1.900,10.152,109.932,18.211,20.989,20.700,105.52
1.910,10.149,109.932,18.186,20.974,20.700,105.79
1.920,10.147,109.932,18.161,20.959,20.700,106.06
1.930,10.144,109.931,18.135,20.943,20.700,106.33
1.940,10.142,109.931,18.109,20.926,20.700,106.60
1.950,10.139,109.931,18.082,20.910,20.700,106.87
1.960,10.137,109.930,18.056,20.892,20.700,107.14
1.970,10.134,109.930,18.028,20.875,20.700,107.41
1.980,10.132,109.929,18.001,20.857,20.700,107.67
1.990,10.129,109.929,17.973,20.839,20.700,107.94
2.000,10.127,109.929,17.945,20.820,20.700,108.21


