t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.456,20.400,20.400,59.03
0.020,10.500,110.000,9.456,20.400,20.400,59.03
0.030,10.500,110.000,9.456,20.400,20.400,59.03
0.040,10.500,110.000,9.456,20.400,20.400,59.03
0.050,10.500,110.000,9.456,20.400,20.400,59.03
0.060,10.500,110.000,9.456,20.400,20.400,59.03
0.070,10.500,110.000,9.456,20.400,20.400,59.03
0.080,10.500,110.000,9.456,20.400,20.400,59.03
0.090,10.500,110.000,9.456,20.400,20.400,59.03
0.100,10.500,110.000,9.456,20.400,20.400,59.03
0.110,10.500,110.000,9.456,20.400,20.400,59.03
0.120,10.500,110.000,9.456,20.400,20.400,59.03
0.130,10.500,110.000,9.456,20.400,20.400,59.03
0.140,10.500,110.000,9.456,20.400,20.400,59.03
0.150,10.500,110.000,9.456,20.400,20.400,59.03
0.160,10.500,110.000,9.456,20.400,20.400,59.03
0.170,10.500,110.000,9.456,20.400,20.400,59.03
0.180,10.500,110.000,9.456,20.400,20.400,59.03
0.190,10.500,110.000,9.456,20.400,20.400,59.03
0.200,10.500,110.000,9.456,20.400,20.400,59.03
0.200,10.550,109.999,16.357,17.430,20.400,59.03
0.210,10.550,109.999,16.357,17.431,20.400,59.04
0.220,10.550,109.999,16.359,17.433,20.400,59.05
0.230,10.550,109.999,16.362,17.437,20.400,59.06
0.240,10.550,109.998,16.366,17.441,20.400,59.09
0.250,10.550,109.998,16.371,17.448,20.400,59.12
0.260,10.549,109.998,16.377,17.455,20.400,59.16
0.270,10.549,109.998,16.385,17.464,20.400,59.20
0.280,10.549,109.998,16.393,17.474,20.400,59.25
0.290,10.548,109.998,16.403,17.485,20.400,59.31
0.300,10.548,109.998,16.413,17.498,20.400,59.38
0.310,10.547,109.998,16.425,17.512,20.400,59.45
0.320,10.547,109.998,16.438,17.527,20.400,59.52
0.330,10.546,109.998,16.451,17.544,20.400,59.61
0.340,10.545,109.998,16.466,17.561,20.400,59.70
0.350,10.545,109.998,16.481,17.580,20.400,59.79
0.360,10.544,109.997,16.498,17.600,20.400,59.89
0.370,10.543,109.997,16.516,17.621,20.400,60.00
0.380,10.542,109.997,16.534,17.643,20.400,60.12
0.390,10.541,109.997,16.553,17.666,20.400,60.24
0.400,10.540,109.997,16.573,17.691,20.400,60.36
0.410,10.539,109.997,16.594,17.716,20.400,60.50
0.420,10.538,109.996,16.616,17.743,20.400,60.63
0.430,10.537,109.996,16.639,17.770,20.400,60.78
0.440,10.536,109.996,16.662,17.798,20.400,60.93
0.450,10.535,109.996,16.687,17.828,20.400,61.08
0.460,10.534,109.996,16.712,17.858,20.400,61.24
0.470,10.533,109.995,16.737,17.889,20.400,61.41
0.480,10.531,109.995,16.764,17.921,20.400,61.58
0.490,10.530,109.995,16.791,17.954,20.400,61.76
0.500,10.529,109.995,16.818,17.988,20.400,61.94
0.510,10.527,109.994,16.846,18.022,20.400,62.12
0.520,10.526,109.994,16.875,18.058,20.400,62.32
0.530,10.524,109.994,16.905,18.094,20.400,62.51
0.540,10.523,109.993,16.934,18.130,20.400,62.71
0.550,10.521,109.993,16.965,18.168,20.400,62.92
0.560,10.520,109.993,16.996,18.206,20.400,63.13
0.570,10.518,109.993,17.027,18.244,20.400,63.35
0.580,10.516,109.992,17.059,18.284,20.400,63.57
0.590,10.514,109.992,17.091,18.323,20.400,63.79
0.600,10.513,109.992,17.123,18.363,20.400,64.02
0.610,10.511,109.991,17.156,18.404,20.400,64.26
0.620,10.509,109.991,17.189,18.445,20.400,64.49
0.630,10.507,109.991,17.222,18.487,20.400,64.73
0.640,10.505,109.990,17.256,18.529,20.400,64.98
0.650,10.503,109.990,17.290,18.571,20.400,65.23
0.660,10.501,109.990,17.323,18.614,20.400,65.48
0.670,10.499,109.989,17.358,18.657,20.400,65.74
0.680,10.497,109.989,17.392,18.700,20.400,66.00
0.690,10.495,109.988,17.426,18.744,20.400,66.27
0.700,10.493,109.988,17.460,18.787,20.400,66.53
0.710,10.491,109.988,17.495,18.831,20.400,66.80
0.720,10.489,109.987,17.529,18.875,20.400,67.08
0.730,10.486,109.987,17.564,18.919,20.400,67.36
0.740,10.484,109.986,17.598,18.964,20.400,67.64
0.750,10.482,109.986,17.632,19.008,20.400,67.92
0.760,10.479,109.986,17.667,19.052,20.400,68.21
0.770,10.477,109.985,17.701,19.097,20.400,68.50
0.780,10.475,109.985,17.735,19.141,20.400,68.79
0.790,10.472,109.984,17.768,19.185,20.400,69.08
0.800,10.470,109.984,17.802,19.229,20.400,69.38
0.810,10.467,109.983,17.835,19.273,20.400,69.68
0.820,10.465,109.983,17.869,19.317,20.400,69.98
0.830,10.462,109.983,17.901,19.361,20.400,70.28
0.840,10.460,109.982,17.934,19.404,20.400,70.59
0.850,10.457,109.982,17.966,19.448,20.400,70.90
0.860,10.455,109.981,17.998,19.491,20.400,71.21
0.870,10.452,109.981,18.030,19.534,20.400,71.52
0.880,10.450,109.980,18.061,19.576,20.400,71.83
0.890,10.447,109.980,18.092,19.619,20.400,72.14
0.900,10.444,109.979,18.123,19.660,20.400,72.46
0.910,10.442,109.979,18.153,19.702,20.400,72.78
0.920,10.439,109.978,18.183,19.743,20.400,73.10
0.930,10.436,109.978,18.212,19.784,20.400,73.42
0.940,10.433,109.978,18.241,19.825,20.400,73.74
0.950,10.431,109.977,18.269,19.865,20.400,74.06
0.960,10.428,109.977,18.297,19.904,20.400,74.38
0.970,10.425,109.976,18.324,19.943,20.400,74.71
0.980,10.422,109.976,18.351,19.982,20.400,75.03
0.990,10.420,109.975,18.377,20.020,20.400,75.36
1.000,10.417,109.975,18.403,20.058,20.400,75.69
1.010,10.414,109.974,18.428,20.095,20.400,76.01
1.020,10.411,109.974,18.452,20.132,20.400,76.34
1.030,10.408,109.973,18.476,20.168,20.400,76.67
1.040,10.405,109.973,18.500,20.204,20.400,77.00
1.050,10.402,109.972,18.523,20.239,20.400,77.33
1.060,10.400,109.972,18.545,20.273,20.400,77.65
1.070,10.397,109.971,18.567,20.307,20.400,77.98
1.080,10.394,109.971,18.588,20.340,20.400,78.31
1.090,10.391,109.970,18.608,20.373,20.400,78.64
1.100,10.388,109.970,18.628,20.405,20.400,78.97
1.110,10.385,109.969,18.647,20.436,20.400,79.30
1.120,10.382,109.969,18.666,20.467,20.400,79.63
1.130,10.379,109.968,18.684,20.497,20.400,79.96
1.140,10.376,109.968,18.701,20.527,20.400,80.29
1.150,10.373,109.967,18.718,20.556,20.400,80.61
1.160,10.370,109.967,18.734,20.584,20.400,80.94
1.170,10.367,109.966,18.749,20.612,20.400,81.27
1.180,10.364,109.966,18.764,20.639,20.400,81.59
1.190,10.362,109.965,18.778,20.665,20.400,81.92
1.200,10.359,109.965,18.791,20.691,20.400,82.24
1.210,10.356,109.964,18.804,20.716,20.400,82.57
1.220,10.353,109.964,18.817,20.741,20.400,82.89
1.230,10.350,109.963,18.828,20.764,20.400,83.21
1.240,10.347,109.963,18.839,20.788,20.400,83.53
1.250,10.344,109.962,18.850,20.810,20.400,83.85
1.260,10.341,109.962,18.859,20.832,20.400,84.17
1.270,10.338,109.961,18.869,20.853,20.400,84.49
1.280,10.335,109.961,18.877,20.874,20.400,84.81
1.290,10.332,109.960,18.885,20.893,20.400,85.13
1.300,10.330,109.960,18.892,20.913,20.400,85.44
1.310,10.327,109.960,18.899,20.931,20.400,85.75
1.320,10.324,109.959,18.905,20.949,20.400,86.07
1.330,10.321,109.959,18.911,20.967,20.400,86.38
1.340,10.318,109.958,18.916,20.983,20.400,86.69
1.350,10.315,109.958,18.920,21.000,20.400,87.00
1.360,10.312,109.957,18.924,21.015,20.400,87.30
1.370,10.310,109.957,18.928,21.030,20.400,87.61
1.380,10.307,109.956,18.930,21.044,20.400,87.92
1.390,10.304,109.956,18.933,21.058,20.400,88.22
1.400,10.301,109.955,18.934,21.071,20.400,88.52
1.410,10.298,109.955,18.936,21.084,20.400,88.82
1.420,10.296,109.954,18.936,21.096,20.400,89.12
1.430,10.293,109.954,18.936,21.107,20.400,89.42
1.440,10.290,109.954,18.936,21.118,20.400,89.71
1.450,10.287,109.953,18.935,21.128,20.400,90.00
1.460,10.285,109.953,18.934,21.138,20.400,90.30
1.470,10.282,109.952,18.932,21.147,20.400,90.59
1.480,10.279,109.952,18.930,21.156,20.400,90.88
1.490,10.277,109.951,18.927,21.164,20.400,91.16
1.500,10.274,109.951,18.924,21.172,20.400,91.45
1.510,10.271,109.951,18.920,21.179,20.400,91.73
1.520,10.269,109.950,18.916,21.185,20.400,92.01
1.530,10.266,109.950,18.911,21.191,20.400,92.29
1.540,10.263,109.949,18.906,21.197,20.400,92.57
1.550,10.261,109.949,18.901,21.202,20.400,92.85
1.560,10.258,109.948,18.895,21.207,20.400,93.12
1.570,10.256,109.948,18.889,21.211,20.400,93.40
1.580,10.253,109.948,18.883,21.215,20.400,93.67
1.590,10.251,109.947,18.876,21.218,20.400,93.94
1.600,10.248,109.947,18.869,21.221,20.400,94.21
1.610,10.246,109.946,18.861,21.223,20.400,94.47
1.620,10.243,109.946,18.853,21.225,20.400,94.74
1.630,10.241,109.946,18.845,21.227,20.400,95.00
1.640,10.238,109.945,18.836,21.228,20.400,95.26
1.650,10.236,109.945,18.827,21.229,20.400,95.52
1.660,10.233,109.945,18.818,21.229,20.400,95.77
1.670,10.231,109.944,18.808,21.229,20.400,96.03
1.680,10.229,109.944,18.798,21.229,20.400,96.28
1.690,10.226,109.943,18.788,21.228,20.400,96.53
1.700,10.224,109.943,18.778,21.227,20.400,96.78
1.710,10.221,109.943,18.767,21.226,20.400,97.03
1.720,10.219,109.942,18.756,21.224,20.400,97.28
1.730,10.217,109.942,18.745,21.222,20.400,97.52
1.740,10.215,109.942,18.733,21.220,20.400,97.76
1.750,10.212,109.941,18.721,21.217,20.400,98.00
1.760,10.210,109.941,18.709,21.214,20.400,98.24
1.770,10.208,109.941,18.697,21.211,20.400,98.48
1.780,10.206,109.940,18.685,21.207,20.400,98.72
1.790,10.203,109.940,18.672,21.203,20.400,98.95
1.800,10.201,109.940,18.659,21.199,20.400,99.18
1.810,10.199,109.939,18.646,21.194,20.400,99.41
1.820,10.197,109.939,18.633,21.190,20.400,99.64
1.830,10.195,109.939,18.619,21.185,20.400,99.87
1.840,10.193,109.938,18.605,21.179,20.400,100.09
1.850,10.190,109.938,18.592,21.174,20.400,100.32
1.860,10.188,109.938,18.578,21.168,20.400,100.54
1.870,10.186,109.937,18.563,21.162,20.400,100.76
1.880,10.184,109.937,18.549,21.156,20.400,100.98
1.890,10.182,109.937,18.534,21.149,20.400,101.19
1.900,10.180,109.936,18.520,21.143,20.400,101.41
1.910,10.178,109.936,18.505,21.136,20.400,101.62
1.920,10.176,109.936,18.490,21.129,20.400,101.83
1.930,10.174,109.935,18.475,21.121,20.400,102.04
1.940,10.172,109.935,18.460,21.114,20.400,102.25
1.950,10.170,109.935,18.444,21.106,20.400,102.46
1.960,10.168,109.935,18.429,21.098,20.400,102.67
1.970,10.166,109.934,18.413,21.090,20.400,102.87
1.980,10.164,109.934,18.397,21.082,20.400,103.07
1.990,10.163,109.934,18.382,21.073,20.400,103.28
2.000,10.161,109.933,18.366,21.065,20.400,103.48


