t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.817,21.300,21.300,62.78
0.020,10.500,110.000,9.817,21.300,21.300,62.78
0.030,10.500,110.000,9.817,21.300,21.300,62.78
0.040,10.500,110.000,9.817,21.300,21.300,62.78
0.050,10.500,110.000,9.817,21.300,21.300,62.78
0.060,10.500,110.000,9.817,21.300,21.300,62.78
0.070,10.500,110.000,9.817,21.300,21.300,62.78
0.080,10.500,110.000,9.817,21.300,21.300,62.78
0.090,10.500,110.000,9.817,21.300,21.300,62.78
0.100,10.500,110.000,9.817,21.300,21.300,62.78
0.110,10.500,110.000,9.817,21.300,21.300,62.78
0.120,10.500,110.000,9.817,21.300,21.300,62.78
0.130,10.500,110.000,9.817,21.300,21.300,62.78
0.140,10.500,110.000,9.817,21.300,21.300,62.78
0.150,10.500,110.000,9.817,21.300,21.300,62.78
0.160,10.500,110.000,9.817,21.300,21.300,62.78
0.170,10.500,110.000,9.817,21.300,21.300,62.78
0.180,10.500,110.000,9.817,21.300,21.300,62.78
0.190,10.500,110.000,9.817,21.300,21.300,62.78
0.200,10.556,109.999,17.003,18.206,21.300,62.78
0.210,10.555,109.999,17.004,18.206,21.300,62.78
0.220,10.555,109.999,17.005,18.208,21.300,62.79
0.230,10.555,109.999,17.008,18.211,21.300,62.81
0.240,10.555,109.999,17.012,18.216,21.300,62.84
0.250,10.555,109.999,17.016,18.222,21.300,62.87
0.260,10.555,109.999,17.022,18.229,21.300,62.91
0.270,10.554,109.999,17.029,18.238,21.300,62.96
0.280,10.554,109.999,17.037,18.247,21.300,63.01
0.290,10.553,109.999,17.046,18.258,21.300,63.07
0.300,10.553,109.999,17.056,18.270,21.300,63.14
0.310,10.552,109.999,17.066,18.283,21.300,63.21
0.320,10.552,109.999,17.078,18.298,21.300,63.29
0.330,10.551,109.999,17.091,18.313,21.300,63.38
0.340,10.550,109.998,17.104,18.330,21.300,63.47
0.350,10.549,109.998,17.119,18.348,21.300,63.57
0.360,10.549,109.998,17.134,18.367,21.300,63.68
0.370,10.548,109.998,17.150,18.387,21.300,63.79
0.380,10.547,109.998,17.167,18.408,21.300,63.91
0.390,10.546,109.998,17.185,18.430,21.300,64.04
0.400,10.545,109.997,17.203,18.453,21.300,64.17
0.410,10.544,109.997,17.223,18.477,21.300,64.31
0.420,10.543,109.997,17.243,18.502,21.300,64.45
0.430,10.541,109.997,17.264,18.528,21.300,64.60
0.440,10.540,109.997,17.285,18.555,21.300,64.76
0.450,10.539,109.996,17.307,18.583,21.300,64.92
0.460,10.538,109.996,17.330,18.612,21.300,65.09
0.470,10.536,109.996,17.354,18.641,21.300,65.26
0.480,10.535,109.996,17.378,18.671,21.300,65.44
0.490,10.533,109.995,17.403,18.703,21.300,65.63
0.500,10.532,109.995,17.428,18.734,21.300,65.82
0.510,10.530,109.995,17.453,18.767,21.300,66.01
0.520,10.529,109.995,17.480,18.800,21.300,66.21
0.530,10.527,109.994,17.506,18.834,21.300,66.42
0.540,10.525,109.994,17.534,18.869,21.300,66.63
0.550,10.524,109.994,17.561,18.904,21.300,66.85
0.560,10.522,109.993,17.589,18.940,21.300,67.07
0.570,10.520,109.993,17.617,18.976,21.300,67.30
0.580,10.518,109.993,17.646,19.013,21.300,67.53
0.590,10.516,109.992,17.675,19.050,21.300,67.77
0.600,10.514,109.992,17.704,19.088,21.300,68.01
0.610,10.512,109.992,17.734,19.126,21.300,68.25
0.620,10.510,109.991,17.763,19.164,21.300,68.51
0.630,10.508,109.991,17.793,19.203,21.300,68.76
0.640,10.506,109.990,17.823,19.242,21.300,69.02
