t,U,U,Pij,Pg,Pgt,delta
1.180,10.246,109.942,24.668,26.630,25.600,86.12
1.190,10.241,109.942,24.682,26.658,25.600,86.53
1.200,10.237,109.941,24.694,26.685,25.600,86.93
1.210,10.232,109.940,24.705,26.710,25.600,87.33
1.220,10.227,109.939,24.715,26.734,25.600,87.72
1.230,10.223,109.939,24.723,26.757,25.600,88.12
1.240,10.218,109.938,24.731,26.779,25.600,88.51
1.250,10.214,109.937,24.737,26.799,25.600,88.90
1.260,10.209,109.936,24.742,26.818,25.600,89.28
1.270,10.205,109.936,24.746,26.836,25.600,89.66
1.280,10.200,109.935,24.749,26.853,25.600,90.04
1.290,10.196,109.934,24.751,26.868,25.600,90.42
1.300,10.191,109.933,24.752,26.883,25.600,90.79
1.310,10.187,109.933,24.752,26.896,25.600,91.17
1.320,10.183,109.932,24.750,26.908,25.600,91.53
1.330,10.178,109.931,24.748,26.919,25.600,91.90
1.340,10.174,109.931,24.745,26.929,25.600,92.26
1.350,10.170,109.930,24.741,26.938,25.600,92.62
1.360,10.166,109.929,24.736,26.946,25.600,92.98
1.370,10.161,109.929,24.730,26.953,25.600,93.33
1.380,10.157,109.928,24.724,26.959,25.600,93.68
1.390,10.153,109.927,24.716,26.964,25.600,94.03
1.400,10.149,109.927,24.708,26.969,25.600,94.37
1.410,10.145,109.926,24.699,26.972,25.600,94.72
1.420,10.141,109.925,24.689,26.974,25.600,95.05
1.430,10.137,109.925,24.678,26.976,25.600,95.39
1.440,10.133,109.924,24.667,26.976,25.600,95.72
1.450,10.129,109.923,24.655,26.976,25.600,96.05
1.460,10.125,109.923,24.642,26.975,25.600,96.38
1.470,10.121,109.922,24.629,26.974,25.600,96.70
1.480,10.118,109.922,24.615,26.971,25.600,97.02
1.490,10.114,109.921,24.600,26.968,25.600,97.34
1.500,10.110,109.920,24.585,26.965,25.600,97.65
1.510,10.106,109.920,24.570,26.960,25.600,97.97
1.520,10.103,109.919,24.553,26.955,25.600,98.27
1.530,10.099,109.919,24.537,26.949,25.600,98.58
1.540,10.095,109.918,24.519,26.943,25.600,98.88
1.550,10.092,109.918,24.502,26.936,25.600,99.18
1.560,10.088,109.917,24.483,26.928,25.600,99.48
1.570,10.085,109.917,24.465,26.920,25.600,99.77
1.580,10.081,109.916,24.446,26.911,25.600,100.07
1.590,10.078,109.915,24.426,26.902,25.600,100.35
1.600,10.074,109.915,24.406,26.892,25.600,100.64
1.610,10.071,109.914,24.386,26.882,25.600,100.92
1.620,10.068,109.914,24.365,26.871,25.600,101.20
1.630,10.064,109.913,24.344,26.860,25.600,101.48
1.640,10.061,109.913,24.323,26.849,25.600,101.75
1.650,10.058,109.912,24.301,26.836,25.600,102.03
1.660,10.055,109.912,24.279,26.824,25.600,102.29
1.670,10.051,109.911,24.257,26.811,25.600,102.56
1.680,10.048,109.911,24.234,26.798,25.600,102.83
1.690,10.045,109.911,24.211,26.784,25.600,103.09
1.700,10.042,109.910,24.188,26.770,25.600,103.35
1.710,10.039,109.910,24.165,26.756,25.600,103.60
1.720,10.036,109.909,24.141,26.741,25.600,103.86
1.730,10.033,109.909,24.117,26.726,25.600,104.11
1.740,10.030,109.908,24.093,26.711,25.600,104.36
1.750,10.027,109.908,24.069,26.695,25.600,104.60
1.760,10.024,109.907,24.045,26.680,25.600,104.85
1.770,10.021,109.907,24.020,26.663,25.600,105.09
1.780,10.018,109.906,23.995,26.647,25.600,105.33
1.790,10.016,109.906,23.970,26.630,25.600,105.57
1.800,10.013,109.906,23.945,26.613,25.600,105.80
1.810,10.010,109.905,23.920,26.596,25.600,106.04
1.820,10.007,109.905,23.894,26.579,25.600,106.27
1.830,10.005,109.904,23.868,26.561,25.600,106.50
1.840,10.002,109.904,23.843,26.543,25.600,106.72
1.850,9.999,109.904,23.817,26.525,25.600,106.95
1.860,9.997,109.903,23.791,26.507,25.600,107.17
1.870,9.994,109.903,23.765,26.489,25.600,107.39
1.880,9.991,109.902,23.738,26.470,25.600,107.61
1.890,9.989,109.902,23.712,26.451,25.600,107.83
1.900,9.986,109.902,23.686,26.432,25.600,108.04
1.910,9.984,109.901,23.659,26.413,25.600,108.26
1.920,9.981,109.901,23.632,26.393,25.600,108.47
1.930,9.979,109.901,23.606,26.374,25.600,108.68
1.940,9.976,109.900,23.579,26.354,25.600,108.89
1.950,9.974,109.900,23.552,26.334,25.600,109.10
1.960,9.971,109.899,23.525,26.314,25.600,109.30
1.970,9.969,109.899,23.497,26.294,25.600,109.51
1.980,9.967,109.899,23.470,26.274,25.600,109.71
1.990,9.964,109.898,23.443,26.253,25.600,109.91
2.000,9.962,109.898,23.415,26.233,25.600,110.11


