t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,6.266,13.400,13.400,70.91
0.020,6.300,110.000,6.266,13.400,13.400,70.91
0.030,6.300,110.000,6.266,13.400,13.400,70.91
0.040,6.300,110.000,6.266,13.400,13.400,70.91
0.050,6.300,110.000,6.266,13.400,13.400,70.91
0.060,6.300,110.000,6.266,13.400,13.400,70.91
0.070,6.300,110.000,6.266,13.400,13.400,70.91
0.080,6.300,110.000,6.266,13.400,13.400,70.91
0.090,6.300,110.000,6.266,13.400,13.400,70.91
0.100,6.300,110.000,6.266,13.400,13.400,70.91
0.100,6.334,109.995,11.694,12.429,13.400,70.91
0.110,6.334,109.995,11.695,12.429,13.400,70.91
0.120,6.333,109.995,11.695,12.429,13.400,70.92
0.130,6.333,109.995,11.696,12.430,13.400,70.93
0.140,6.333,109.995,11.697,12.432,13.400,70.95
0.150,6.333,109.995,11.698,12.433,13.400,70.97
0.160,6.333,109.995,11.700,12.435,13.400,70.99
0.170,6.333,109.995,11.702,12.438,13.400,71.02
0.180,6.333,109.995,11.704,12.441,13.400,71.05
0.190,6.332,109.994,11.706,12.444,13.400,71.09
0.200,6.332,109.994,11.709,12.447,13.400,71.13
0.210,6.332,109.994,11.712,12.451,13.400,71.18
0.220,6.331,109.994,11.715,12.455,13.400,71.23
0.230,6.331,109.994,11.719,12.460,13.400,71.28
0.240,6.330,109.994,11.723,12.465,13.400,71.34
0.250,6.330,109.994,11.727,12.470,13.400,71.40
0.260,6.329,109.994,11.731,12.475,13.400,71.47
0.270,6.329,109.994,11.736,12.481,13.400,71.54
0.280,6.328,109.994,11.741,12.487,13.400,71.61
0.290,6.328,109.994,11.746,12.494,13.400,71.69
0.300,6.327,109.994,11.751,12.500,13.400,71.77
0.310,6.327,109.994,11.756,12.507,13.400,71.86
0.320,6.326,109.994,11.762,12.515,13.400,71.95
0.330,6.325,109.994,11.768,12.522,13.400,72.04
0.340,6.324,109.993,11.774,12.530,13.400,72.14
0.350,6.324,109.993,11.781,12.538,13.400,72.24
0.360,6.323,109.993,11.787,12.547,13.400,72.34
0.370,6.322,109.993,11.794,12.556,13.400,72.45
0.380,6.321,109.993,11.801,12.564,13.400,72.57
0.390,6.320,109.993,11.808,12.574,13.400,72.68
0.400,6.319,109.993,11.815,12.583,13.400,72.80
0.410,6.319,109.993,11.823,12.593,13.400,72.92
0.420,6.318,109.993,11.830,12.602,13.400,73.05
0.430,6.317,109.992,11.838,12.613,13.400,73.18
0.440,6.316,109.992,11.846,12.623,13.400,73.31
0.450,6.315,109.992,11.854,12.633,13.400,73.45
0.460,6.314,109.992,11.862,12.644,13.400,73.59
0.470,6.312,109.992,11.870,12.655,13.400,73.73
0.480,6.311,109.992,11.878,12.666,13.400,73.88
0.490,6.310,109.992,11.887,12.677,13.400,74.03
0.500,6.309,109.992,11.895,12.688,13.400,74.18
0.510,6.308,109.991,11.904,12.699,13.400,74.34
0.520,6.307,109.991,11.913,12.711,13.400,74.50
0.530,6.305,109.991,11.921,12.723,13.400,74.66
0.540,6.304,109.991,11.930,12.734,13.400,74.82
0.550,6.303,109.991,11.939,12.746,13.400,74.99
0.560,6.302,109.991,11.948,12.758,13.400,75.16
0.570,6.300,109.990,11.957,12.770,13.400,75.33
0.580,6.299,109.990,11.966,12.782,13.400,75.51
0.590,6.298,109.990,11.975,12.795,13.400,75.69
0.600,6.296,109.990,11.984,12.807,13.400,75.87
0.610,6.295,109.990,11.993,12.819,13.400,76.05
0.620,6.293,109.990,12.002,12.831,13.400,76.24
