t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,11.249,24.600,24.600,61.17
0.020,10.500,110.000,11.249,24.600,24.600,61.17
0.030,10.500,110.000,11.249,24.600,24.600,61.17
0.040,10.500,110.000,11.249,24.600,24.600,61.17
0.050,10.500,110.000,11.249,24.600,24.600,61.17
0.060,10.500,110.000,11.249,24.600,24.600,61.17
0.070,10.500,110.000,11.249,24.600,24.600,61.17
0.080,10.500,110.000,11.249,24.600,24.600,61.17
0.090,10.500,110.000,11.249,24.600,24.600,61.17
0.100,9.919,109.328,-0.001,3.085,24.600,61.17
0.110,9.919,109.328,-0.001,3.085,24.600,61.20
0.120,9.919,109.328,-0.001,3.085,24.600,61.27
0.130,9.919,109.328,-0.001,3.085,24.600,61.40
0.140,9.919,109.328,-0.001,3.085,24.600,61.57
0.150,9.919,109.328,-0.001,3.085,24.600,61.80
0.160,9.919,109.328,-0.001,3.085,24.600,62.08
0.170,9.919,109.328,-0.001,3.085,24.600,62.40
0.180,9.919,109.328,-0.001,3.085,24.600,62.77
0.190,9.919,109.328,-0.001,3.085,24.600,63.19
0.200,9.919,109.328,-0.001,3.085,24.600,63.66
0.210,9.919,109.328,-0.001,3.085,24.600,64.18
0.220,9.919,109.328,-0.001,3.085,24.600,64.75
0.230,9.919,109.328,-0.001,3.085,24.600,65.36
0.240,9.919,109.328,-0.001,3.085,24.600,66.02
0.250,9.919,109.328,-0.001,3.085,24.600,66.73
0.260,10.489,109.989,20.914,22.823,24.600,67.48
0.270,10.482,109.987,21.019,22.967,24.600,68.26
0.280,10.474,109.986,21.121,23.107,24.600,69.04
0.290,10.466,109.984,21.218,23.243,24.600,69.82
0.300,10.458,109.983,21.311,23.375,24.600,70.60
0.310,10.451,109.982,21.400,23.504,24.600,71.38
0.320,10.443,109.980,21.485,23.628,24.600,72.16
0.330,10.435,109.979,21.566,23.749,24.600,72.94
0.340,10.427,109.978,21.643,23.865,24.600,73.72
0.350,10.419,109.976,21.715,23.978,24.600,74.49
0.360,10.410,109.975,21.784,24.086,24.600,75.27
0.370,10.402,109.973,21.848,24.191,24.600,76.05
0.380,10.394,109.972,21.908,24.291,24.600,76.83
0.390,10.386,109.970,21.964,24.387,24.600,77.61
0.400,10.378,109.969,22.016,24.479,24.600,78.38
