t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.169,19.700,19.700,60.13
0.020,6.300,110.000,9.169,19.700,19.700,60.13
0.030,6.300,110.000,9.169,19.700,19.700,60.13
0.040,6.300,110.000,9.169,19.700,19.700,60.13
0.050,6.300,110.000,9.169,19.700,19.700,60.13
0.060,6.300,110.000,9.169,19.700,19.700,60.13
0.070,6.300,110.000,9.169,19.700,19.700,60.13
0.080,6.300,110.000,9.169,19.700,19.700,60.13
0.090,6.300,110.000,9.169,19.700,19.700,60.13
0.100,6.300,110.000,9.169,19.700,19.700,60.13
0.110,6.300,110.000,9.169,19.700,19.700,60.13
0.120,6.300,110.000,9.169,19.700,19.700,60.13
0.130,6.300,110.000,9.169,19.700,19.700,60.13
0.140,6.300,110.000,9.169,19.700,19.700,60.13
0.150,6.300,110.000,9.169,19.700,19.700,60.13
0.160,6.300,110.000,9.169,19.700,19.700,60.13
0.170,6.300,110.000,9.169,19.700,19.700,60.13
0.180,6.300,110.000,9.169,19.700,19.700,60.13
0.190,6.300,110.000,9.169,19.700,19.700,60.13
0.200,6.362,109.997,16.044,17.052,19.700,60.13
0.210,6.362,109.997,16.045,17.053,19.700,60.13
0.220,6.361,109.997,16.048,17.057,19.700,60.15
0.230,6.361,109.997,16.053,17.062,19.700,60.18
0.240,6.361,109.997,16.059,17.070,19.700,60.22
0.250,6.360,109.997,16.068,17.080,19.700,60.28
0.260,6.360,109.997,16.078,17.092,19.700,60.34
0.270,6.359,109.997,16.090,17.106,19.700,60.42
0.280,6.358,109.997,16.104,17.123,19.700,60.51
0.290,6.357,109.997,16.119,17.141,19.700,60.61
0.300,6.356,109.997,16.136,17.162,19.700,60.72
0.310,6.355,109.997,16.155,17.184,19.700,60.85
0.320,6.354,109.996,16.175,17.208,19.700,60.98
0.330,6.352,109.996,16.197,17.235,19.700,61.12
0.340,6.351,109.996,16.221,17.263,19.700,61.28
0.350,6.349,109.996,16.246,17.293,19.700,61.45
0.360,6.348,109.995,16.272,17.324,19.700,61.62
0.370,6.346,109.995,16.300,17.358,19.700,61.81
0.380,6.344,109.995,16.329,17.393,19.700,62.01
0.390,6.342,109.995,16.359,17.429,19.700,62.22
0.400,6.340,109.994,16.390,17.467,19.700,62.43
0.410,6.338,109.994,16.423,17.507,19.700,62.66
0.420,6.336,109.994,16.457,17.548,19.700,62.90
0.430,6.333,109.993,16.491,17.590,19.700,63.14
0.440,6.331,109.993,16.527,17.633,19.700,63.40
0.450,6.328,109.993,16.564,17.678,19.700,63.66
0.460,6.326,109.992,16.601,17.724,19.700,63.93
0.470,6.323,109.992,16.639,17.771,19.700,64.21
0.480,6.320,109.992,16.678,17.818,19.700,64.50
0.490,6.317,109.991,16.718,17.867,19.700,64.80
0.500,6.314,109.991,16.758,17.917,19.700,65.11
0.510,6.311,109.990,16.799,17.967,19.700,65.42
0.520,6.308,109.990,16.840,18.018,19.700,65.74
0.530,6.305,109.989,16.881,18.070,19.700,66.06
0.540,6.301,109.989,16.923,18.122,19.700,66.40
0.550,6.298,109.989,16.965,18.175,19.700,66.74
0.560,6.295,109.988,17.007,18.228,19.700,67.08
0.570,6.291,109.988,17.049,18.281,19.700,67.44
0.580,6.287,109.987,17.092,18.335,19.700,67.80
0.590,6.284,109.987,17.134,18.389,19.700,68.16
0.600,6.280,109.986,17.176,18.443,19.700,68.53
0.610,6.276,109.985,17.219,18.497,19.700,68.91
0.620,6.272,109.985,17.261,18.551,19.700,69.29
0.630,6.268,109.984,17.302,18.605,19.700,69.67
0.640,6.264,109.984,17.344,18.659,19.700,70.06
0.650,6.260,109.983,17.385,18.713,19.700,70.45
0.660,6.256,109.983,17.425,18.766,19.700,70.85
0.670,6.252,109.982,17.466,18.819,19.700,71.25
0.680,6.247,109.982,17.505,18.872,19.700,71.66
0.690,6.243,109.981,17.544,18.924,19.700,72.07
0.700,6.239,109.980,17.583,18.976,19.700,72.48
0.710,6.234,109.980,17.621,19.028,19.700,72.89
0.720,6.230,109.979,17.658,19.079,19.700,73.31
0.730,6.225,109.979,17.695,19.129,19.700,73.73
0.740,6.221,109.978,17.730,19.178,19.700,74.15
0.750,6.216,109.977,17.765,19.227,19.700,74.57
0.760,6.212,109.977,17.799,19.275,19.700,75.00
0.770,6.207,109.976,17.833,19.323,19.700,75.42
0.780,6.202,109.976,17.865,19.369,19.700,75.85
0.790,6.197,109.975,17.897,19.415,19.700,76.28
0.800,6.193,109.974,17.927,19.460,19.700,76.71
0.810,6.188,109.974,17.957,19.504,19.700,77.14
0.820,6.183,109.973,17.985,19.547,19.700,77.58
0.830,6.178,109.973,18.013,19.589,19.700,78.01
0.840,6.174,109.972,18.040,19.630,19.700,78.44
0.850,6.169,109.971,18.065,19.670,19.700,78.87
0.860,6.164,109.971,18.090,19.709,19.700,79.30
0.870,6.159,109.970,18.113,19.747,19.700,79.74
0.880,6.154,109.969,18.136,19.784,19.700,80.17
0.890,6.149,109.969,18.157,19.820,19.700,80.60
0.900,6.144,109.968,18.178,19.855,19.700,81.03
0.910,6.139,109.968,18.197,19.889,19.700,81.46
0.920,6.134,109.967,18.215,19.922,19.700,81.89
0.930,6.130,109.966,18.233,19.954,19.700,82.31
0.940,6.125,109.966,18.249,19.984,19.700,82.74
0.950,6.120,109.965,18.264,20.014,19.700,83.16
0.960,6.115,109.964,18.278,20.042,19.700,83.59
0.970,6.110,109.964,18.291,20.069,19.700,84.01
0.980,6.105,109.963,18.303,20.096,19.700,84.43
0.990,6.100,109.963,18.314,20.121,19.700,84.85
1.000,6.095,109.962,18.324,20.145,19.700,85.26
1.010,6.091,109.961,18.333,20.168,19.700,85.67
1.020,6.086,109.961,18.341,20.190,19.700,86.08
1.030,6.081,109.960,18.348,20.211,19.700,86.49
1.040,6.076,109.960,18.354,20.231,19.700,86.90
1.050,6.071,109.959,18.359,20.250,19.700,87.30
1.060,6.067,109.958,18.363,20.268,19.700,87.71
1.070,6.062,109.958,18.367,20.285,19.700,88.10
1.080,6.057,109.957,18.369,20.300,19.700,88.50
1.090,6.053,109.957,18.371,20.315,19.700,88.89
1.100,6.048,109.956,18.371,20.329,19.700,89.28
1.110,6.043,109.956,18.371,20.342,19.700,89.67
1.120,6.039,109.955,18.370,20.354,19.700,90.06
1.130,6.034,109.954,18.368,20.366,19.700,90.44
1.140,6.030,109.954,18.365,20.376,19.700,90.82
1.150,6.025,109.953,18.362,20.385,19.700,91.19
1.160,6.021,109.953,18.358,20.394,19.700,91.56
1.170,6.016,109.952,18.353,20.402,19.700,91.93
1.180,6.012,109.952,18.348,20.409,19.700,92.30
1.190,6.007,109.951,18.341,20.415,19.700,92.66
1.200,6.003,109.951,18.334,20.420,19.700,93.02
1.210,5.999,109.950,18.327,20.425,19.700,93.38
1.220,5.994,109.950,18.319,20.428,19.700,93.73
1.230,5.990,109.949,18.310,20.432,19.700,94.08
1.240,5.986,109.949,18.300,20.434,19.700,94.43
1.250,5.982,109.948,18.290,20.436,19.700,94.77
1.260,5.978,109.948,18.280,20.437,19.700,95.11
1.270,5.974,109.947,18.269,20.437,19.700,95.45
1.280,5.970,109.947,18.257,20.437,19.700,95.78
