t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,12.301,26.000,26.000,55.29
0.020,10.500,110.000,12.301,26.000,26.000,55.29
0.030,10.500,110.000,12.301,26.000,26.000,55.29
0.040,10.500,110.000,12.301,26.000,26.000,55.29
0.050,10.500,110.000,12.301,26.000,26.000,55.29
0.060,10.500,110.000,12.301,26.000,26.000,55.29
0.070,10.500,110.000,12.301,26.000,26.000,55.29
0.080,10.500,110.000,12.301,26.000,26.000,55.29
0.090,10.500,110.000,12.301,26.000,26.000,55.29
0.100,10.500,110.000,12.301,26.000,26.000,55.29
0.110,10.500,110.000,12.301,26.000,26.000,55.29
0.120,10.500,110.000,12.301,26.000,26.000,55.29
0.130,10.500,110.000,12.301,26.000,26.000,55.29
0.140,10.500,110.000,12.301,26.000,26.000,55.29
0.150,10.500,110.000,12.301,26.000,26.000,55.29
0.160,10.500,110.000,12.301,26.000,26.000,55.29
0.170,10.500,110.000,12.301,26.000,26.000,55.29
0.180,10.500,110.000,12.301,26.000,26.000,55.29
0.190,10.500,110.000,12.301,26.000,26.000,55.29
0.200,10.576,110.001,20.291,21.208,26.000,55.29
0.210,10.576,110.001,20.292,21.210,26.000,55.29
0.220,10.576,110.001,20.296,21.214,26.000,55.31
0.230,10.576,110.001,20.303,21.222,26.000,55.34
0.240,10.575,110.001,20.313,21.233,26.000,55.38
0.250,10.575,110.001,20.325,21.246,26.000,55.43
0.260,10.574,110.001,20.340,21.263,26.000,55.49
0.270,10.574,110.001,20.357,21.283,26.000,55.56
0.280,10.573,110.001,20.377,21.305,26.000,55.64
0.290,10.572,110.000,20.400,21.331,26.000,55.74
0.300,10.571,110.000,20.425,21.359,26.000,55.84
0.310,10.570,110.000,20.452,21.389,26.000,55.95
0.320,10.569,110.000,20.482,21.423,26.000,56.08
0.330,10.568,110.000,20.514,21.459,26.000,56.21
0.340,10.567,109.999,20.548,21.498,26.000,56.36
0.350,10.566,109.999,20.585,21.539,26.000,56.51
0.360,10.564,109.999,20.623,21.583,26.000,56.67
0.370,10.563,109.999,20.664,21.629,26.000,56.85
0.380,10.561,109.998,20.707,21.677,26.000,57.03
0.390,10.559,109.998,20.752,21.728,26.000,57.22
0.400,10.557,109.998,20.799,21.781,26.000,57.42
0.410,10.556,109.997,20.847,21.836,26.000,57.63
0.420,10.554,109.997,20.897,21.893,26.000,57.85
0.430,10.552,109.996,20.949,21.952,26.000,58.08
0.440,10.549,109.996,21.003,22.013,26.000,58.32
0.450,10.547,109.996,21.058,22.076,26.000,58.56
0.460,10.545,109.995,21.115,22.140,26.000,58.82
0.470,10.543,109.995,21.173,22.207,26.000,59.08
0.480,10.540,109.994,21.233,22.274,26.000,59.35
0.490,10.538,109.994,21.293,22.344,26.000,59.63
0.500,10.535,109.993,21.355,22.415,26.000,59.91
0.510,10.532,109.993,21.418,22.487,26.000,60.21
0.520,10.529,109.992,21.482,22.561,26.000,60.51
0.530,10.527,109.992,21.547,22.635,26.000,60.81
0.540,10.524,109.991,21.613,22.711,26.000,61.13
0.550,10.521,109.991,21.680,22.788,26.000,61.45
0.560,10.517,109.990,21.747,22.866,26.000,61.78
0.570,10.514,109.989,21.815,22.945,26.000,62.11
0.580,10.511,109.989,21.884,23.025,26.000,62.46
0.590,10.508,109.988,21.953,23.105,26.000,62.80
0.600,10.504,109.988,22.022,23.186,26.000,63.16
0.610,10.501,109.987,22.092,23.267,26.000,63.52
