t,U,U,Pij,Pg,Pgt,delta
0.500,10.537,109.994,21.912,23.051,26.800,62.29
0.510,10.534,109.993,21.973,23.122,26.800,62.59
0.520,10.531,109.993,22.034,23.193,26.800,62.90
0.530,10.528,109.992,22.097,23.266,26.800,63.22
0.540,10.525,109.991,22.160,23.340,26.800,63.54
0.550,10.522,109.991,22.224,23.415,26.800,63.88
0.560,10.519,109.990,22.289,23.491,26.800,64.22
0.570,10.515,109.990,22.354,23.568,26.800,64.57
0.580,10.512,109.989,22.420,23.645,26.800,64.92
0.590,10.508,109.988,22.486,23.723,26.800,65.28
0.600,10.505,109.988,22.552,23.801,26.800,65.65
0.610,10.501,109.987,22.618,23.880,26.800,66.02
0.620,10.497,109.986,22.685,23.960,26.800,66.40
0.630,10.493,109.986,22.752,24.039,26.800,66.79
0.640,10.489,109.985,22.818,24.119,26.800,67.18
0.650,10.485,109.984,22.885,24.199,26.800,67.57
0.660,10.481,109.983,22.951,24.279,26.800,67.97
0.670,10.477,109.983,23.017,24.359,26.800,68.38
0.680,10.473,109.982,23.083,24.438,26.800,68.79
0.690,10.469,109.981,23.148,24.518,26.800,69.21
0.700,10.464,109.980,23.213,24.597,26.800,69.63
0.710,10.460,109.979,23.277,24.676,26.800,70.06
0.720,10.455,109.979,23.341,24.754,26.800,70.49
0.730,10.451,109.978,23.404,24.832,26.800,70.92
0.740,10.446,109.977,23.466,24.910,26.800,71.36
0.750,10.442,109.976,23.528,24.987,26.800,71.80
0.760,10.437,109.975,23.589,25.063,26.800,72.25
0.770,10.432,109.975,23.648,25.138,26.800,72.70
0.780,10.427,109.974,23.707,25.213,26.800,73.15
0.790,10.422,109.973,23.765,25.286,26.800,73.60
0.800,10.417,109.972,23.821,25.359,26.800,74.06
0.810,10.412,109.971,23.877,25.430,26.800,74.52
0.820,10.407,109.970,23.931,25.501,26.800,74.99
0.830,10.402,109.969,23.984,25.570,26.800,75.46
0.840,10.397,109.968,24.036,25.639,26.800,75.92
0.850,10.392,109.968,24.086,25.706,26.800,76.40
0.860,10.387,109.967,24.135,25.772,26.800,76.87
0.870,10.382,109.966,24.183,25.836,26.800,77.34
0.880,10.376,109.965,24.229,25.899,26.800,77.82
0.890,10.371,109.964,24.273,25.961,26.800,78.30
0.900,10.366,109.963,24.317,26.022,26.800,78.78
0.910,10.360,109.962,24.358,26.080,26.800,79.26
0.920,10.355,109.961,24.398,26.138,26.800,79.74
0.930,10.350,109.960,24.437,26.194,26.800,80.23
0.940,10.344,109.959,24.474,26.248,26.800,80.71
0.950,10.339,109.958,24.509,26.301,26.800,81.20
0.960,10.333,109.957,24.543,26.352,26.800,81.69
0.970,10.328,109.956,24.575,26.402,26.800,82.17
0.980,10.322,109.956,24.605,26.450,26.800,82.66
0.990,10.316,109.955,24.634,26.496,26.800,83.15
1.000,10.311,109.954,24.660,26.541,26.800,83.64
1.010,10.305,109.953,24.686,26.583,26.800,84.13
1.020,10.300,109.952,24.709,26.625,26.800,84.62
1.030,10.294,109.951,24.731,26.664,26.800,85.11
1.040,10.288,109.950,24.750,26.702,26.800,85.60
1.050,10.283,109.949,24.769,26.738,26.800,86.09
1.060,10.277,109.948,24.785,26.772,26.800,86.58
1.070,10.271,109.947,24.800,26.804,26.800,87.07
1.080,10.266,109.946,24.812,26.835,26.800,87.56
1.090,10.260,109.945,24.824,26.864,26.800,88.05
1.100,10.254,109.944,24.833,26.891,26.800,88.54
1.110,10.248,109.943,24.841,26.917,26.800,89.03
1.120,10.243,109.942,24.846,26.940,26.800,89.52
1.130,10.237,109.941,24.850,26.962,26.800,90.00
1.140,10.231,109.941,24.853,26.982,26.800,90.49
1.150,10.225,109.940,24.853,27.001,26.800,90.98
1.160,10.220,109.939,24.852,27.017,26.800,91.46
1.170,10.214,109.938,24.849,27.032,26.800,91.95
1.180,10.208,109.937,24.845,27.045,26.800,92.43
1.190,10.202,109.936,24.838,27.056,26.800,92.92
1.200,10.197,109.935,24.830,27.066,26.800,93.40
1.210,10.191,109.934,24.821,27.074,26.800,93.89
1.220,10.185,109.933,24.809,27.080,26.800,94.37
1.230,10.180,109.932,24.796,27.084,26.800,94.85
1.240,10.174,109.931,24.781,27.087,26.800,95.33
1.250,10.168,109.930,24.765,27.088,26.800,95.81
1.260,10.162,109.930,24.747,27.087,26.800,96.29
1.270,10.157,109.929,24.727,27.085,26.800,96.77
1.280,10.151,109.928,24.706,27.081,26.800,97.25
1.290,10.145,109.927,24.683,27.075,26.800,97.72
1.300,10.140,109.926,24.658,27.068,26.800,98.20
1.310,10.134,109.925,24.632,27.059,26.800,98.68
1.320,10.128,109.924,24.604,27.048,26.800,99.15
1.330,10.123,109.923,24.574,27.035,26.800,99.63
1.340,10.117,109.922,24.543,27.021,26.800,100.10
1.350,10.111,109.922,24.511,27.006,26.800,100.58
1.360,10.106,109.921,24.476,26.988,26.800,101.05
1.370,10.100,109.920,24.440,26.969,26.800,101.52
1.380,10.094,109.919,24.403,26.949,26.800,102.00
1.390,10.089,109.918,24.364,26.927,26.800,102.47
1.400,10.083,109.917,24.323,26.903,26.800,102.94
1.410,10.077,109.916,24.281,26.877,26.800,103.41
1.420,10.072,109.916,24.237,26.850,26.800,103.88
1.430,10.066,109.915,24.192,26.821,26.800,104.36
1.440,10.061,109.914,24.145,26.791,26.800,104.83
1.450,10.055,109.913,24.097,26.759,26.800,105.30
1.460,10.049,109.912,24.046,26.726,26.800,105.77
1.470,10.044,109.911,23.995,26.690,26.800,106.24
1.480,10.038,109.910,23.941,26.654,26.800,106.72
1.490,10.033,109.910,23.886,26.615,26.800,107.19
1.500,10.027,109.909,23.830,26.575,26.800,107.66
1.510,10.021,109.908,23.772,26.533,26.800,108.14
1.520,10.016,109.907,23.712,26.490,26.800,108.61
1.530,10.010,109.906,23.650,26.445,26.800,109.09
1.540,10.004,109.905,23.587,26.398,26.800,109.56
1.550,9.999,109.905,23.522,26.349,26.800,110.04
1.560,9.993,109.904,23.455,26.299,26.800,110.52
1.570,9.988,109.903,23.387,26.247,26.800,111.00
1.580,9.982,109.902,23.316,26.193,26.800,111.48
1.590,9.976,109.901,23.244,26.137,26.800,111.96
1.600,9.971,109.901,23.171,26.079,26.800,112.44
1.610,9.965,109.900,23.095,26.020,26.800,112.93
1.620,9.959,109.899,23.017,25.959,26.800,113.42
1.630,9.954,109.898,22.938,25.895,26.800,113.90
1.640,9.948,109.897,22.856,25.830,26.800,114.40
1.650,9.942,109.896,22.773,25.763,26.800,114.89
1.660,9.937,109.896,22.687,25.694,26.800,115.38
1.670,9.931,109.895,22.600,25.623,26.800,115.88
1.680,9.925,109.894,22.510,25.549,26.800,116.38
1.690,9.919,109.893,22.418,25.474,26.800,116.89
1.700,9.914,109.892,22.323,25.396,26.800,117.40
1.710,9.908,109.892,22.227,25.316,26.800,117.91
1.720,9.902,109.891,22.128,25.233,26.800,118.42
1.730,9.896,109.890,22.027,25.148,26.800,118.94
1.740,9.890,109.889,21.923,25.061,26.800,119.46
1.750,9.884,109.888,21.816,24.971,26.800,119.98
1.760,9.878,109.887,21.707,24.879,26.800,120.51
1.770,9.872,109.887,21.596,24.784,26.800,121.04
1.780,9.866,109.886,21.481,24.686,26.800,121.58
1.790,9.860,109.885,21.364,24.585,26.800,122.13
1.800,9.854,109.884,21.243,24.482,26.800,122.67
1.810,9.848,109.883,21.120,24.375,26.800,123.23
1.820,9.842,109.883,20.993,24.266,26.800,123.79
1.830,9.836,109.882,20.864,24.153,26.800,124.35
1.840,9.830,109.881,20.730,24.037,26.800,124.92
1.850,9.824,109.880,20.594,23.917,26.800,125.50
1.860,9.817,109.879,20.453,23.794,26.800,126.08
1.870,9.811,109.878,20.309,23.668,26.800,126.67
1.880,9.805,109.878,20.162,23.537,26.800,127.27
1.890,9.798,109.877,20.010,23.403,26.800,127.87
1.900,9.792,109.876,19.854,23.264,26.800,128.49
1.910,9.785,109.875,19.694,23.122,26.800,129.11
1.920,9.779,109.874,19.529,22.975,26.800,129.73
1.930,9.772,109.873,19.360,22.823,26.800,130.37
1.940,9.766,109.872,19.186,22.667,26.800,131.02
1.950,9.759,109.872,19.007,22.506,26.800,131.67
1.960,9.752,109.871,18.823,22.340,26.800,132.34
1.970,9.746,109.870,18.634,22.169,26.800,133.01
1.980,9.739,109.869,18.439,21.993,26.800,133.70
1.990,9.732,109.868,18.239,21.811,26.800,134.40
2.000,9.725,109.867,18.033,21.623,26.800,135.11


