t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,12.818,27.200,27.200,58.68
0.020,10.500,110.000,12.818,27.200,27.200,58.68
0.030,10.500,110.000,12.818,27.200,27.200,58.68
0.040,10.500,110.000,12.818,27.200,27.200,58.68
0.050,10.500,110.000,12.818,27.200,27.200,58.68
0.060,10.500,110.000,12.818,27.200,27.200,58.68
0.070,10.500,110.000,12.818,27.200,27.200,58.68
0.080,10.500,110.000,12.818,27.200,27.200,58.68
0.090,10.500,110.000,12.818,27.200,27.200,58.68
0.100,10.500,110.000,12.818,27.200,27.200,58.68
0.110,10.500,110.000,12.818,27.200,27.200,58.68
0.120,10.500,110.000,12.818,27.200,27.200,58.68
0.130,10.500,110.000,12.818,27.200,27.200,58.68
0.140,10.500,110.000,12.818,27.200,27.200,58.68
0.150,10.500,110.000,12.818,27.200,27.200,58.68
0.160,10.500,110.000,12.818,27.200,27.200,58.68
0.170,10.500,110.000,12.818,27.200,27.200,58.68
0.180,10.500,110.000,12.818,27.200,27.200,58.68
0.190,10.500,110.000,12.818,27.200,27.200,58.68
0.200,10.584,110.002,21.171,22.196,27.200,58.68
0.210,10.584,110.002,21.173,22.198,27.200,58.68
0.220,10.584,110.002,21.177,22.202,27.200,58.70
0.230,10.583,110.002,21.183,22.210,27.200,58.73
0.240,10.583,110.002,21.192,22.220,27.200,58.77
0.250,10.583,110.002,21.204,22.234,27.200,58.83
0.260,10.582,110.002,21.218,22.250,27.200,58.89
0.270,10.581,110.002,21.235,22.269,27.200,58.96
0.280,10.581,110.002,21.254,22.291,27.200,59.05
0.290,10.580,110.002,21.276,22.315,27.200,59.15
0.300,10.579,110.001,21.300,22.343,27.200,59.26
0.310,10.578,110.001,21.326,22.373,27.200,59.37
0.320,10.576,110.001,21.354,22.405,27.200,59.50
0.330,10.575,110.001,21.385,22.440,27.200,59.64
0.340,10.574,110.001,21.418,22.478,27.200,59.80
0.350,10.572,110.000,21.453,22.518,27.200,59.96
0.360,10.571,110.000,21.490,22.560,27.200,60.13
0.370,10.569,110.000,21.529,22.605,27.200,60.31
0.380,10.567,109.999,21.570,22.652,27.200,60.50
0.390,10.565,109.999,21.612,22.701,27.200,60.70
0.400,10.563,109.999,21.657,22.752,27.200,60.91
0.410,10.561,109.998,21.703,22.806,27.200,61.13
0.420,10.559,109.998,21.751,22.861,27.200,61.36
0.430,10.557,109.997,21.800,22.918,27.200,61.60
0.440,10.555,109.997,21.851,22.977,27.200,61.85
0.450,10.552,109.996,21.904,23.038,27.200,62.11
0.460,10.550,109.996,21.958,23.100,27.200,62.37
0.470,10.547,109.995,22.013,23.164,27.200,62.65
0.480,10.544,109.995,22.069,23.229,27.200,62.93
0.490,10.541,109.994,22.126,23.296,27.200,63.23
0.500,10.538,109.994,22.185,23.365,27.200,63.53
0.510,10.535,109.993,22.244,23.434,27.200,63.83
0.520,10.532,109.993,22.304,23.505,27.200,64.15
0.530,10.529,109.992,22.365,23.576,27.200,64.47
0.540,10.526,109.992,22.427,23.649,27.200,64.81
0.550,10.523,109.991,22.490,23.723,27.200,65.15
0.560,10.519,109.990,22.553,23.797,27.200,65.49
0.570,10.516,109.990,22.616,23.873,27.200,65.85
0.580,10.512,109.989,22.680,23.949,27.200,66.21
0.590,10.508,109.988,22.744,24.025,27.200,66.57
0.600,10.505,109.988,22.808,24.102,27.200,66.95
0.610,10.501,109.987,22.873,24.179,27.200,67.33
0.620,10.497,109.986,22.938,24.257,27.200,67.72
0.630,10.493,109.986,23.002,24.335,27.200,68.11
0.640,10.489,109.985,23.067,24.413,27.200,68.51
0.650,10.485,109.984,23.131,24.491,27.200,68.91
0.660,10.481,109.983,23.195,24.569,27.200,69.32
0.670,10.476,109.983,23.259,24.647,27.200,69.74
0.680,10.472,109.982,23.322,24.725,27.200,70.16
0.690,10.467,109.981,23.385,24.802,27.200,70.58
0.700,10.463,109.980,23.447,24.879,27.200,71.02
0.710,10.458,109.979,23.509,24.956,27.200,71.45
0.720,10.454,109.978,23.570,25.032,27.200,71.89
0.730,10.449,109.978,23.630,25.108,27.200,72.34
0.740,10.444,109.977,23.690,25.183,27.200,72.78
0.750,10.439,109.976,23.748,25.258,27.200,73.24
0.760,10.435,109.975,23.806,25.331,27.200,73.69
0.770,10.430,109.974,23.862,25.404,27.200,74.15
0.780,10.425,109.973,23.918,25.476,27.200,74.62
0.790,10.420,109.972,23.972,25.547,27.200,75.09
0.800,10.414,109.972,24.025,25.616,27.200,75.56
0.810,10.409,109.971,24.077,25.685,27.200,76.03
0.820,10.404,109.970,24.128,25.753,27.200,76.51
0.830,10.399,109.969,24.177,25.819,27.200,76.99
0.840,10.393,109.968,24.225,25.884,27.200,77.47
0.850,10.388,109.967,24.272,25.948,27.200,77.95
0.860,10.383,109.966,24.317,26.011,27.200,78.44
0.870,10.377,109.965,24.361,26.072,27.200,78.93
0.880,10.372,109.964,24.403,26.132,27.200,79.42
0.890,10.366,109.963,24.443,26.190,27.200,79.92
0.900,10.361,109.962,24.482,26.247,27.200,80.41
0.910,10.355,109.961,24.519,26.302,27.200,80.91
0.920,10.349,109.960,24.555,26.355,27.200,81.41
0.930,10.344,109.959,24.589,26.407,27.200,81.91
0.940,10.338,109.958,24.621,26.458,27.200,82.41
0.950,10.332,109.957,24.651,26.506,27.200,82.92
0.960,10.326,109.957,24.680,26.553,27.200,83.42
0.970,10.321,109.956,24.707,26.598,27.200,83.93
0.980,10.315,109.955,24.732,26.642,27.200,84.43
0.990,10.309,109.954,24.755,26.683,27.200,84.94
1.000,10.303,109.953,24.776,26.723,27.200,85.45
1.010,10.297,109.952,24.796,26.761,27.200,85.96
1.020,10.291,109.951,24.813,26.797,27.200,86.47
1.030,10.285,109.950,24.829,26.831,27.200,86.98
1.040,10.279,109.949,24.842,26.864,27.200,87.50
1.050,10.273,109.948,24.854,26.894,27.200,88.01
1.060,10.267,109.947,24.864,26.923,27.200,88.52
1.070,10.261,109.946,24.872,26.950,27.200,89.04
1.080,10.255,109.945,24.878,26.975,27.200,89.55
1.090,10.249,109.944,24.882,26.997,27.200,90.06
1.100,10.243,109.943,24.885,27.018,27.200,90.58
1.110,10.237,109.942,24.885,27.037,27.200,91.09
1.120,10.231,109.941,24.883,27.055,27.200,91.61
1.130,10.225,109.940,24.880,27.070,27.200,92.12
1.140,10.219,109.939,24.874,27.083,27.200,92.64
1.150,10.213,109.938,24.866,27.094,27.200,93.15
1.160,10.207,109.937,24.857,27.103,27.200,93.67
1.170,10.201,109.936,24.845,27.111,27.200,94.18
1.180,10.195,109.935,24.832,27.116,27.200,94.70
1.190,10.188,109.934,24.817,27.119,27.200,95.21
1.200,10.182,109.933,24.799,27.121,27.200,95.73
1.210,10.176,109.932,24.780,27.120,27.200,96.25
1.220,10.170,109.931,24.759,27.118,27.200,96.76
1.230,10.164,109.930,24.736,27.113,27.200,97.28
1.240,10.158,109.929,24.711,27.107,27.200,97.79
1.250,10.151,109.928,24.684,27.098,27.200,98.31
1.260,10.145,109.927,24.655,27.088,27.200,98.83
1.270,10.139,109.926,24.624,27.076,27.200,99.34
1.280,10.133,109.925,24.591,27.061,27.200,99.86
1.290,10.127,109.924,24.556,27.045,27.200,100.38
1.300,10.121,109.923,24.519,27.027,27.200,100.90
1.310,10.114,109.922,24.480,27.006,27.200,101.41
1.320,10.108,109.921,24.439,26.984,27.200,101.93
1.330,10.102,109.921,24.397,26.960,27.200,102.45
1.340,10.096,109.920,24.352,26.934,27.200,102.97
1.350,10.090,109.919,24.305,26.905,27.200,103.49
1.360,10.083,109.918,24.257,26.875,27.200,104.01
1.370,10.077,109.917,24.206,26.843,27.200,104.53
1.380,10.071,109.916,24.153,26.809,27.200,105.05
1.390,10.065,109.915,24.098,26.772,27.200,105.58
1.400,10.059,109.914,24.042,26.734,27.200,106.10
1.410,10.052,109.913,23.983,26.693,27.200,106.62
1.420,10.046,109.912,23.922,26.651,27.200,107.15
1.430,10.040,109.911,23.859,26.606,27.200,107.68
1.440,10.034,109.910,23.793,26.559,27.200,108.21
1.450,10.027,109.909,23.726,26.510,27.200,108.74
1.460,10.021,109.908,23.657,26.459,27.200,109.27
1.470,10.015,109.907,23.585,26.405,27.200,109.80
1.480,10.009,109.907,23.511,26.350,27.200,110.34
1.490,10.002,109.906,23.435,26.292,27.200,110.87
1.500,9.996,109.905,23.356,26.232,27.200,111.41
1.510,9.990,109.904,23.275,26.169,27.200,111.95
1.520,9.983,109.903,23.192,26.104,27.200,112.50
1.530,9.977,109.902,23.106,26.037,27.200,113.04
1.540,9.970,109.901,23.018,25.967,27.200,113.59
1.550,9.964,109.900,22.928,25.895,27.200,114.14
1.560,9.958,109.899,22.835,25.820,27.200,114.70
1.570,9.951,109.898,22.739,25.743,27.200,115.26
1.580,9.945,109.897,22.640,25.663,27.200,115.82
1.590,9.938,109.896,22.539,25.580,27.200,116.38
1.600,9.932,109.895,22.435,25.495,27.200,116.95
1.610,9.925,109.895,22.328,25.406,27.200,117.52
1.620,9.919,109.894,22.218,25.315,27.200,118.10
1.630,9.912,109.893,22.106,25.221,27.200,118.68
1.640,9.906,109.892,21.990,25.124,27.200,119.27
1.650,9.899,109.891,21.871,25.023,27.200,119.86
1.660,9.892,109.890,21.748,24.920,27.200,120.45
1.670,9.886,109.889,21.623,24.813,27.200,121.05
1.680,9.879,109.888,21.494,24.702,27.200,121.66
1.690,9.872,109.887,21.361,24.589,27.200,122.27
1.700,9.865,109.886,21.225,24.471,27.200,122.88
