t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.935,21.600,21.600,68.18
0.020,6.300,110.000,9.935,21.600,21.600,68.18
0.030,6.300,110.000,9.935,21.600,21.600,68.18
0.040,6.300,110.000,9.935,21.600,21.600,68.18
0.050,6.300,110.000,9.935,21.600,21.600,68.18
0.060,6.300,110.000,9.935,21.600,21.600,68.18
0.070,6.300,110.000,9.935,21.600,21.600,68.18
0.080,6.300,110.000,9.935,21.600,21.600,68.18
0.090,6.300,110.000,9.935,21.600,21.600,68.18
0.100,6.300,110.000,9.935,21.600,21.600,68.18
0.110,6.300,110.000,9.935,21.600,21.600,68.18
0.120,6.300,110.000,9.935,21.600,21.600,68.18
0.130,6.300,110.000,9.935,21.600,21.600,68.18
0.140,6.300,110.000,9.935,21.600,21.600,68.18
0.150,6.300,110.000,9.935,21.600,21.600,68.18
0.160,6.300,110.000,9.935,21.600,21.600,68.18
0.170,6.300,110.000,9.935,21.600,21.600,68.18
0.180,6.300,110.000,9.935,21.600,21.600,68.18
0.190,6.300,110.000,9.935,21.600,21.600,68.18
0.200,6.300,110.000,9.935,21.600,21.600,68.18
0.200,6.376,109.999,17.435,18.714,21.600,68.18
0.210,6.376,109.999,17.435,18.715,21.600,68.19
0.220,6.376,109.999,17.438,18.718,21.600,68.21
0.230,6.376,109.999,17.442,18.723,21.600,68.24
0.240,6.375,109.999,17.447,18.730,21.600,68.29
0.250,6.374,109.999,17.454,18.739,21.600,68.35
0.260,6.374,109.999,17.462,18.749,21.600,68.42
0.270,6.373,109.999,17.472,18.762,21.600,68.50
0.280,6.372,109.999,17.483,18.776,21.600,68.60
0.290,6.371,109.998,17.496,18.792,21.600,68.71
0.300,6.369,109.998,17.509,18.810,21.600,68.83
0.310,6.368,109.998,17.525,18.830,21.600,68.97
0.320,6.367,109.998,17.541,18.851,21.600,69.11
0.330,6.365,109.998,17.559,18.874,21.600,69.27
0.340,6.363,109.997,17.578,18.898,21.600,69.44
0.350,6.361,109.997,17.598,18.924,21.600,69.62
0.360,6.359,109.997,17.619,18.952,21.600,69.82
0.370,6.357,109.997,17.641,18.981,21.600,70.02
0.380,6.355,109.996,17.664,19.011,21.600,70.24
0.390,6.352,109.996,17.688,19.043,21.600,70.47
0.400,6.350,109.996,17.713,19.075,21.600,70.71
0.410,6.347,109.995,17.739,19.109,21.600,70.96
0.420,6.345,109.995,17.766,19.144,21.600,71.22
0.430,6.342,109.994,17.793,19.180,21.600,71.49
0.440,6.339,109.994,17.821,19.218,21.600,71.78
0.450,6.336,109.994,17.849,19.256,21.600,72.07
0.460,6.332,109.993,17.878,19.295,21.600,72.37
0.470,6.329,109.993,17.907,19.334,21.600,72.68
0.480,6.326,109.992,17.937,19.374,21.600,73.01
0.490,6.322,109.992,17.967,19.415,21.600,73.34
0.500,6.318,109.991,17.997,19.457,21.600,73.68
0.510,6.315,109.991,18.027,19.499,21.600,74.03
0.520,6.311,109.990,18.058,19.541,21.600,74.39
0.530,6.307,109.990,18.088,19.584,21.600,74.76
0.540,6.303,109.989,18.119,19.627,21.600,75.13
0.550,6.298,109.989,18.149,19.670,21.600,75.52
0.560,6.294,109.988,18.179,19.713,21.600,75.91
0.570,6.290,109.987,18.209,19.757,21.600,76.31
0.580,6.285,109.987,18.238,19.800,21.600,76.72
0.590,6.281,109.986,18.267,19.843,21.600,77.14
0.600,6.276,109.986,18.296,19.886,21.600,77.56
0.610,6.271,109.985,18.324,19.929,21.600,77.99
0.620,6.266,109.984,18.351,19.971,21.600,78.43
0.630,6.261,109.984,18.378,20.013,21.600,78.87
0.640,6.256,109.983,18.404,20.054,21.600,79.33
0.650,6.251,109.982,18.429,20.095,21.600,79.78
0.660,6.246,109.982,18.454,20.136,21.600,80.25
0.670,6.240,109.981,18.477,20.175,21.600,80.72
0.680,6.235,109.980,18.500,20.214,21.600,81.20
0.690,6.229,109.980,18.521,20.252,21.600,81.68
0.700,6.224,109.979,18.542,20.289,21.600,82.17
0.710,6.218,109.978,18.561,20.326,21.600,82.66
0.720,6.212,109.977,18.579,20.361,21.600,83.16
0.730,6.207,109.977,18.596,20.395,21.600,83.66
0.740,6.201,109.976,18.612,20.429,21.600,84.17
0.750,6.195,109.975,18.626,20.461,21.600,84.68
0.760,6.189,109.974,18.639,20.492,21.600,85.20
0.770,6.182,109.974,18.651,20.521,21.600,85.73
0.780,6.176,109.973,18.661,20.549,21.600,86.25
0.790,6.170,109.972,18.670,20.576,21.600,86.79
0.800,6.164,109.971,18.677,20.602,21.600,87.32
0.810,6.157,109.970,18.682,20.626,21.600,87.86
0.820,6.151,109.970,18.686,20.649,21.600,88.41
0.830,6.144,109.969,18.688,20.670,21.600,88.95
0.840,6.138,109.968,18.688,20.690,21.600,89.51
0.850,6.131,109.967,18.687,20.708,21.600,90.06
0.860,6.124,109.966,18.684,20.724,21.600,90.62
0.870,6.118,109.966,18.679,20.739,21.600,91.18
0.880,6.111,109.965,18.673,20.752,21.600,91.75
0.890,6.104,109.964,18.664,20.763,21.600,92.32
0.900,6.097,109.963,18.654,20.772,21.600,92.90
0.910,6.090,109.962,18.641,20.780,21.600,93.47
0.920,6.083,109.961,18.627,20.786,21.600,94.05
0.930,6.076,109.960,18.611,20.789,21.600,94.64
0.940,6.069,109.960,18.592,20.791,21.600,95.22
0.950,6.062,109.959,18.572,20.791,21.600,95.81
0.960,6.054,109.958,18.549,20.789,21.600,96.41
0.970,6.047,109.957,18.525,20.785,21.600,97.01
0.980,6.040,109.956,18.498,20.779,21.600,97.61
0.990,6.032,109.955,18.469,20.771,21.600,98.21
1.000,6.025,109.954,18.438,20.760,21.600,98.82
1.010,6.018,109.954,18.404,20.748,21.600,99.43
1.020,6.010,109.953,18.368,20.733,21.600,100.05
1.030,6.002,109.952,18.330,20.716,21.600,100.67
1.040,5.995,109.951,18.290,20.697,21.600,101.29
1.050,5.987,109.950,18.247,20.675,21.600,101.91
1.060,5.979,109.949,18.201,20.651,21.600,102.54
1.070,5.972,109.948,18.154,20.625,21.600,103.18
1.080,5.964,109.947,18.103,20.596,21.600,103.82
1.090,5.956,109.946,18.050,20.564,21.600,104.46
1.100,5.948,109.946,17.995,20.530,21.600,105.11
1.110,5.940,109.945,17.936,20.494,21.600,105.76
1.120,5.932,109.944,17.875,20.455,21.600,106.42
1.130,5.924,109.943,17.811,20.413,21.600,107.08
1.140,5.916,109.942,17.744,20.368,21.600,107.75
1.150,5.907,109.941,17.675,20.320,21.600,108.42
