t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.334,20.100,20.100,61.72
0.020,6.300,110.000,9.334,20.100,20.100,61.72
0.030,6.300,110.000,9.334,20.100,20.100,61.72
0.040,6.300,110.000,9.334,20.100,20.100,61.72
0.050,6.300,110.000,9.334,20.100,20.100,61.72
0.060,6.300,110.000,9.334,20.100,20.100,61.72
0.070,6.300,110.000,9.334,20.100,20.100,61.72
0.080,6.300,110.000,9.334,20.100,20.100,61.72
0.090,6.300,110.000,9.334,20.100,20.100,61.72
0.100,6.300,110.000,9.334,20.100,20.100,61.72
0.110,6.300,110.000,9.334,20.100,20.100,61.72
0.120,6.300,110.000,9.334,20.100,20.100,61.72
0.130,6.300,110.000,9.334,20.100,20.100,61.72
0.140,6.300,110.000,9.334,20.100,20.100,61.72
0.150,6.300,110.000,9.334,20.100,20.100,61.72
0.160,6.300,110.000,9.334,20.100,20.100,61.72
0.170,6.300,110.000,9.334,20.100,20.100,61.72
0.180,6.300,110.000,9.334,20.100,20.100,61.72
0.190,6.300,110.000,9.334,20.100,20.100,61.72
0.200,6.364,109.998,16.342,17.402,20.100,61.72
0.210,6.364,109.998,16.343,17.403,20.100,61.73
0.220,6.364,109.998,16.346,17.406,20.100,61.75
0.230,6.364,109.998,16.350,17.412,20.100,61.78
0.240,6.364,109.998,16.357,17.419,20.100,61.82
0.250,6.363,109.998,16.365,17.429,20.100,61.88
0.260,6.362,109.997,16.375,17.441,20.100,61.95
0.270,6.362,109.997,16.386,17.455,20.100,62.02
0.280,6.361,109.997,16.400,17.471,20.100,62.12
0.290,6.360,109.997,16.415,17.489,20.100,62.22
0.300,6.359,109.997,16.431,17.509,20.100,62.33
0.310,6.358,109.997,16.449,17.531,20.100,62.46
0.320,6.356,109.997,16.469,17.555,20.100,62.59
0.330,6.355,109.996,16.490,17.581,20.100,62.74
0.340,6.353,109.996,16.513,17.608,20.100,62.90
0.350,6.352,109.996,16.537,17.638,20.100,63.07
0.360,6.350,109.996,16.563,17.669,20.100,63.25
0.370,6.348,109.995,16.589,17.701,20.100,63.44
0.380,6.346,109.995,16.618,17.736,20.100,63.64
0.390,6.344,109.995,16.647,17.771,20.100,63.86
0.400,6.342,109.995,16.677,17.809,20.100,64.08
0.410,6.340,109.994,16.709,17.847,20.100,64.31
0.420,6.337,109.994,16.741,17.887,20.100,64.55
0.430,6.335,109.994,16.775,17.929,20.100,64.80
0.440,6.332,109.993,16.809,17.971,20.100,65.06
0.450,6.330,109.993,16.844,18.015,20.100,65.33
0.460,6.327,109.992,16.881,18.060,20.100,65.61
0.470,6.324,109.992,16.917,18.105,20.100,65.90
0.480,6.321,109.992,16.955,18.152,20.100,66.19
0.490,6.318,109.991,16.993,18.199,20.100,66.50
0.500,6.315,109.991,17.031,18.248,20.100,66.81
0.510,6.312,109.990,17.070,18.297,20.100,67.13
0.520,6.308,109.990,17.109,18.347,20.100,67.46
0.530,6.305,109.989,17.149,18.397,20.100,67.79
0.540,6.302,109.989,17.189,18.448,20.100,68.14
0.550,6.298,109.988,17.229,18.499,20.100,68.48
0.560,6.294,109.988,17.269,18.550,20.100,68.84
0.570,6.291,109.987,17.310,18.602,20.100,69.20
0.580,6.287,109.987,17.350,18.654,20.100,69.57
0.590,6.283,109.986,17.390,18.707,20.100,69.95
0.600,6.279,109.986,17.430,18.759,20.100,70.33
0.610,6.275,109.985,17.470,18.811,20.100,70.71
0.620,6.271,109.985,17.510,18.864,20.100,71.10
