t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.537,20.600,20.600,63.78
0.020,6.300,110.000,9.537,20.600,20.600,63.78
0.030,6.300,110.000,9.537,20.600,20.600,63.78
0.040,6.300,110.000,9.537,20.600,20.600,63.78
0.050,6.300,110.000,9.537,20.600,20.600,63.78
0.060,6.300,110.000,9.537,20.600,20.600,63.78
0.070,6.300,110.000,9.537,20.600,20.600,63.78
0.080,6.300,110.000,9.537,20.600,20.600,63.78
0.090,6.300,110.000,9.537,20.600,20.600,63.78
0.100,6.300,110.000,9.537,20.600,20.600,63.78
0.110,6.300,110.000,9.537,20.600,20.600,63.78
0.120,6.300,110.000,9.537,20.600,20.600,63.78
0.130,6.300,110.000,9.537,20.600,20.600,63.78
0.140,6.300,110.000,9.537,20.600,20.600,63.78
0.150,6.300,110.000,9.537,20.600,20.600,63.78
0.160,6.300,110.000,9.537,20.600,20.600,63.78
0.170,6.300,110.000,9.537,20.600,20.600,63.78
0.180,6.300,110.000,9.537,20.600,20.600,63.78
0.190,6.300,110.000,9.537,20.600,20.600,63.78
0.200,6.300,110.000,9.537,20.600,20.600,63.78
0.200,6.368,109.998,16.711,17.839,20.600,63.78
0.210,6.368,109.998,16.712,17.840,20.600,63.79
0.220,6.368,109.998,16.715,17.843,20.600,63.81
0.230,6.368,109.998,16.719,17.849,20.600,63.84
0.240,6.367,109.998,16.725,17.856,20.600,63.88
0.250,6.367,109.998,16.733,17.866,20.600,63.94
0.260,6.366,109.998,16.742,17.877,20.600,64.01
0.270,6.365,109.998,16.753,17.891,20.600,64.09
0.280,6.364,109.998,16.766,17.906,20.600,64.18
0.290,6.363,109.998,16.780,17.924,20.600,64.29
0.300,6.362,109.997,16.796,17.943,20.600,64.40
0.310,6.361,109.997,16.813,17.965,20.600,64.53
0.320,6.359,109.997,16.832,17.988,20.600,64.67
0.330,6.358,109.997,16.853,18.013,20.600,64.82
0.340,6.356,109.997,16.874,18.040,20.600,64.99
0.350,6.355,109.996,16.897,18.068,20.600,65.16
0.360,6.353,109.996,16.921,18.098,20.600,65.35
0.370,6.351,109.996,16.947,18.130,20.600,65.54
0.380,6.349,109.995,16.974,18.163,20.600,65.75
0.390,6.347,109.995,17.001,18.198,20.600,65.97
0.400,6.344,109.995,17.030,18.234,20.600,66.19
0.410,6.342,109.995,17.060,18.271,20.600,66.43
0.420,6.340,109.994,17.091,18.310,20.600,66.68
0.430,6.337,109.994,17.123,18.350,20.600,66.94
0.440,6.334,109.993,17.155,18.391,20.600,67.20
0.450,6.331,109.993,17.189,18.433,20.600,67.48
0.460,6.329,109.993,17.223,18.476,20.600,67.77
0.470,6.326,109.992,17.257,18.520,20.600,68.06
0.480,6.322,109.992,17.293,18.565,20.600,68.37
0.490,6.319,109.991,17.328,18.611,20.600,68.68
0.500,6.316,109.991,17.365,18.657,20.600,69.00
0.510,6.313,109.990,17.401,18.704,20.600,69.33
0.520,6.309,109.990,17.438,18.752,20.600,69.67
0.530,6.305,109.990,17.475,18.800,20.600,70.02
0.540,6.302,109.989,17.512,18.849,20.600,70.37
0.550,6.298,109.988,17.549,18.898,20.600,70.73
0.560,6.294,109.988,17.587,18.947,20.600,71.10
0.570,6.290,109.987,17.624,18.997,20.600,71.47
0.580,6.286,109.987,17.661,19.047,20.600,71.85
0.590,6.282,109.986,17.698,19.096,20.600,72.24
0.600,6.278,109.986,17.735,19.146,20.600,72.64
0.610,6.274,109.985,17.772,19.196,20.600,73.04
0.620,6.269,109.985,17.808,19.245,20.600,73.44
0.630,6.265,109.984,17.844,19.295,20.600,73.85
0.640,6.260,109.983,17.879,19.344,20.600,74.27
0.650,6.256,109.983,17.914,19.393,20.600,74.69
0.660,6.251,109.982,17.948,19.441,20.600,75.12
0.670,6.246,109.982,17.982,19.489,20.600,75.55
0.680,6.242,109.981,18.015,19.537,20.600,75.99
0.690,6.237,109.980,18.047,19.584,20.600,76.43
0.700,6.232,109.980,18.079,19.630,20.600,76.88
0.710,6.227,109.979,18.109,19.676,20.600,77.33
0.720,6.222,109.978,18.139,19.721,20.600,77.78
0.730,6.217,109.978,18.168,19.765,20.600,78.24
0.740,6.211,109.977,18.196,19.809,20.600,78.70
0.750,6.206,109.976,18.223,19.851,20.600,79.16
0.760,6.201,109.976,18.249,19.893,20.600,79.63
0.770,6.196,109.975,18.274,19.934,20.600,80.10
0.780,6.190,109.974,18.297,19.973,20.600,80.57
0.790,6.185,109.974,18.320,20.012,20.600,81.04
0.800,6.179,109.973,18.341,20.050,20.600,81.52
0.810,6.174,109.972,18.362,20.087,20.600,82.00
0.820,6.168,109.971,18.381,20.122,20.600,82.48
0.830,6.163,109.971,18.399,20.156,20.600,82.96
0.840,6.157,109.970,18.416,20.190,20.600,83.44
0.850,6.152,109.969,18.431,20.222,20.600,83.93
0.860,6.146,109.969,18.445,20.253,20.600,84.42
0.870,6.140,109.968,18.458,20.282,20.600,84.91
0.880,6.135,109.967,18.470,20.311,20.600,85.40
0.890,6.129,109.966,18.480,20.338,20.600,85.89
0.900,6.123,109.966,18.489,20.363,20.600,86.38
0.910,6.117,109.965,18.496,20.388,20.600,86.87
0.920,6.111,109.964,18.503,20.411,20.600,87.36
0.930,6.106,109.964,18.508,20.433,20.600,87.86
