t,U,U,Pij,Pg,Pgt,delta
0.640,6.257,109.983,18.355,19.986,21.500,78.80
0.650,6.251,109.982,18.381,20.028,21.500,79.26
0.660,6.246,109.982,18.407,20.069,21.500,79.72
0.670,6.241,109.981,18.432,20.110,21.500,80.18
0.680,6.236,109.980,18.455,20.149,21.500,80.66
0.690,6.230,109.980,18.478,20.189,21.500,81.14
0.700,6.225,109.979,18.500,20.227,21.500,81.62
0.710,6.219,109.978,18.521,20.264,21.500,82.11
0.720,6.213,109.977,18.540,20.301,21.500,82.60
0.730,6.208,109.977,18.559,20.336,21.500,83.10
0.740,6.202,109.976,18.576,20.371,21.500,83.60
0.750,6.196,109.975,18.591,20.404,21.500,84.11
0.760,6.190,109.974,18.606,20.436,21.500,84.63
0.770,6.184,109.974,18.619,20.467,21.500,85.14
0.780,6.178,109.973,18.631,20.497,21.500,85.66
0.790,6.172,109.972,18.641,20.525,21.500,86.19
0.800,6.165,109.971,18.650,20.552,21.500,86.72
0.810,6.159,109.971,18.657,20.578,21.500,87.25
0.820,6.153,109.970,18.662,20.602,21.500,87.79
0.830,6.146,109.969,18.666,20.625,21.500,88.33
0.840,6.140,109.968,18.669,20.646,21.500,88.88
0.850,6.133,109.967,18.670,20.666,21.500,89.43
0.860,6.127,109.967,18.669,20.684,21.500,89.98
0.870,6.120,109.966,18.666,20.700,21.500,90.53
0.880,6.113,109.965,18.661,20.715,21.500,91.09
0.890,6.107,109.964,18.655,20.728,21.500,91.65
0.900,6.100,109.963,18.647,20.740,21.500,92.22
0.910,6.093,109.962,18.637,20.749,21.500,92.78
0.920,6.086,109.962,18.625,20.757,21.500,93.36
0.930,6.079,109.961,18.611,20.763,21.500,93.93
0.940,6.072,109.960,18.595,20.768,21.500,94.51
0.950,6.065,109.959,18.578,20.770,21.500,95.09
0.960,6.058,109.958,18.558,20.770,21.500,95.67
0.970,6.051,109.957,18.536,20.769,21.500,96.26
0.980,6.044,109.957,18.513,20.765,21.500,96.85
0.990,6.036,109.956,18.487,20.760,21.500,97.44
1.000,6.029,109.955,18.459,20.752,21.500,98.03
1.010,6.022,109.954,18.429,20.743,21.500,98.63
1.020,6.014,109.953,18.396,20.731,21.500,99.23
1.030,6.007,109.952,18.362,20.717,21.500,99.84
1.040,6.000,109.951,18.325,20.701,21.500,100.45
1.050,5.992,109.951,18.286,20.683,21.500,101.06
1.060,5.985,109.950,18.245,20.662,21.500,101.68
1.070,5.977,109.949,18.201,20.640,21.500,102.29
1.080,5.969,109.948,18.155,20.615,21.500,102.92
1.090,5.962,109.947,18.107,20.587,21.500,103.54
1.100,5.954,109.946,18.056,20.558,21.500,104.17
1.110,5.946,109.945,18.002,20.525,21.500,104.81
1.120,5.938,109.944,17.946,20.491,21.500,105.45
1.130,5.930,109.944,17.888,20.453,21.500,106.09
1.140,5.923,109.943,17.826,20.414,21.500,106.74
1.150,5.915,109.942,17.762,20.371,21.500,107.39
1.160,5.907,109.941,17.695,20.326,21.500,108.05
1.170,5.898,109.940,17.626,20.278,21.500,108.71
1.180,5.890,109.939,17.553,20.227,21.500,109.38
1.190,5.882,109.938,17.477,20.173,21.500,110.05
1.200,5.874,109.937,17.399,20.117,21.500,110.73
1.210,5.866,109.936,17.317,20.057,21.500,111.42
1.220,5.857,109.935,17.232,19.994,21.500,112.11
1.230,5.849,109.935,17.143,19.928,21.500,112.81
1.240,5.840,109.934,17.051,19.858,21.500,113.51
1.250,5.832,109.933,16.956,19.786,21.500,114.23
1.260,5.823,109.932,16.857,19.709,21.500,114.95
1.270,5.814,109.931,16.754,19.629,21.500,115.67
1.280,5.805,109.930,16.647,19.545,21.500,116.41
1.290,5.797,109.929,16.536,19.457,21.500,117.16
1.300,5.788,109.928,16.421,19.365,21.500,117.91
1.310,5.779,109.927,16.302,19.269,21.500,118.67
1.320,5.770,109.926,16.178,19.169,21.500,119.45
1.330,5.760,109.925,16.050,19.064,21.500,120.23
1.340,5.751,109.924,15.916,18.954,21.500,121.03
1.350,5.742,109.923,15.778,18.840,21.500,121.83
1.360,5.732,109.922,15.635,18.720,21.500,122.65
1.370,5.723,109.921,15.486,18.595,21.500,123.48
1.380,5.713,109.921,15.331,18.465,21.500,124.33
1.390,5.703,109.920,15.171,18.329,21.500,125.18
1.400,5.694,109.919,15.004,18.187,21.500,126.05
1.410,5.684,109.918,14.832,18.039,21.500,126.94
1.420,5.674,109.917,14.652,17.884,21.500,127.84
1.430,5.664,109.916,14.466,17.723,21.500,128.76
1.440,5.653,109.915,14.273,17.554,21.500,129.69
1.450,5.643,109.914,14.072,17.379,21.500,130.65
1.460,5.633,109.913,13.863,17.195,21.500,131.62
1.470,5.622,109.912,13.646,17.003,21.500,132.61
1.480,5.611,109.911,13.420,16.803,21.500,133.62
1.490,5.601,109.910,13.186,16.594,21.500,134.65
1.500,5.590,109.909,12.942,16.376,21.500,135.70
1.510,5.579,109.908,12.688,16.148,21.500,136.77
1.520,5.568,109.907,12.425,15.910,21.500,137.87
1.530,5.557,109.906,12.150,15.661,21.500,139.00
1.540,5.546,109.905,11.864,15.401,21.500,140.15
1.550,5.535,109.904,11.567,15.130,21.500,141.33
1.560,5.524,109.903,11.258,14.846,21.500,142.53
1.570,5.512,109.902,10.935,14.549,21.500,143.77
1.580,5.501,109.901,10.600,14.239,21.500,145.04
1.590,5.490,109.900,10.250,13.915,21.500,146.34
1.600,5.478,109.899,9.886,13.576,21.500,147.67
1.610,5.467,109.898,9.507,13.222,21.500,149.04
1.620,5.456,109.898,9.112,12.851,21.500,150.45
1.630,5.444,109.897,8.701,12.464,21.500,151.89
1.640,5.433,109.896,8.272,12.058,21.500,153.38
1.650,5.422,109.895,7.826,11.635,21.500,154.91
1.660,5.411,109.894,7.360,11.192,21.500,156.48
1.670,5.401,109.894,6.876,10.729,21.500,158.10
1.680,5.390,109.893,6.371,10.245,21.500,159.76
1.690,5.380,109.892,5.846,9.739,21.500,161.48
1.700,5.370,109.892,5.299,9.211,21.500,163.25
1.710,5.361,109.891,4.730,8.659,21.500,165.07
1.720,5.352,109.891,4.139,8.083,21.500,166.96
1.730,5.343,109.891,3.523,7.481,21.500,168.90
1.740,5.336,109.890,2.884,6.854,21.500,170.90
1.750,5.329,109.890,2.221,6.200,21.500,172.97
1.760,5.322,109.890,1.532,5.519,21.500,175.11
1.770,5.317,109.890,0.819,4.811,21.500,177.33
1.780,5.313,109.891,0.080,4.074,21.500,179.61
1.790,5.309,109.891,-0.683,3.309,21.500,181.98
1.800,5.308,109.892,-1.472,2.515,21.500,184.42
1.810,5.307,109.892,-2.285,1.693,21.500,186.95
1.820,5.309,109.893,-3.121,0.844,21.500,189.57
1.830,5.312,109.894,-3.980,-0.033,21.500,192.29
1.840,5.317,109.896,-4.859,-0.936,21.500,195.10
1.850,5.324,109.897,-5.758,-1.863,21.500,198.01
1.860,5.333,109.899,-6.672,-2.813,21.500,201.02
1.870,5.345,109.901,-7.600,-3.782,21.500,204.14
1.880,5.360,109.904,-8.537,-4.768,21.500,207.38
1.890,5.378,109.907,-9.479,-5.767,21.500,210.74
1.900,5.399,109.910,-10.420,-6.773,21.500,214.21
1.910,5.423,109.913,-11.354,-7.781,21.500,217.82
1.920,5.451,109.917,-12.274,-8.784,21.500,221.55
1.930,5.483,109.922,-13.172,-9.774,21.500,225.42
1.940,5.518,109.926,-14.038,-10.743,21.500,229.43
1.950,5.557,109.931,-14.862,-11.679,21.500,233.59
1.960,5.601,109.937,-15.632,-12.573,21.500,237.89
1.970,5.648,109.943,-16.335,-13.410,21.500,242.34
1.980,5.699,109.949,-16.958,-14.178,21.500,246.95
1.990,5.753,109.956,-17.486,-14.860,21.500,251.72
2.000,5.811,109.963,-17.903,-15.442,21.500,256.65


