t,Ug,Us,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.375,20.200,20.200,62.13
0.020,6.300,110.000,9.375,20.200,20.200,62.13
0.030,6.300,110.000,9.375,20.200,20.200,62.13
0.040,6.300,110.000,9.375,20.200,20.200,62.13
0.050,6.300,110.000,9.375,20.200,20.200,62.13
0.060,6.300,110.000,9.375,20.200,20.200,62.13
0.070,6.300,110.000,9.375,20.200,20.200,62.13
0.080,6.300,110.000,9.375,20.200,20.200,62.13
0.090,6.300,110.000,9.375,20.200,20.200,62.13
0.100,6.300,110.000,9.375,20.200,20.200,62.13
0.110,6.300,110.000,9.375,20.200,20.200,62.13
0.120,6.300,110.000,9.375,20.200,20.200,62.13
0.130,6.300,110.000,9.375,20.200,20.200,62.13
0.140,6.300,110.000,9.375,20.200,20.200,62.13
0.150,6.300,110.000,9.375,20.200,20.200,62.13
0.160,6.300,110.000,9.375,20.200,20.200,62.13
0.170,6.300,110.000,9.375,20.200,20.200,62.13
0.180,6.300,110.000,9.375,20.200,20.200,62.13
0.190,6.300,110.000,9.375,20.200,20.200,62.13
0.200,6.300,110.000,9.375,20.200,20.200,62.13
0.200,6.365,109.998,16.416,17.489,20.200,62.13
0.210,6.365,109.998,16.417,17.490,20.200,62.14
0.220,6.365,109.998,16.420,17.493,20.200,62.16
0.230,6.365,109.998,16.424,17.499,20.200,62.19
0.240,6.364,109.998,16.431,17.507,20.200,62.23
0.250,6.364,109.998,16.439,17.516,20.200,62.28
0.260,6.363,109.998,16.448,17.528,20.200,62.35
0.270,6.362,109.997,16.460,17.542,20.200,62.43
0.280,6.361,109.997,16.473,17.558,20.200,62.52
0.290,6.360,109.997,16.488,17.576,20.200,62.63
0.300,6.359,109.997,16.504,17.596,20.200,62.74
0.310,6.358,109.997,16.523,17.618,20.200,62.87
0.320,6.357,109.997,16.542,17.642,20.200,63.00
0.330,6.355,109.996,16.563,17.667,20.200,63.15
0.340,6.354,109.996,16.586,17.695,20.200,63.31
0.350,6.352,109.996,16.610,17.724,20.200,63.48
0.360,6.350,109.996,16.635,17.755,20.200,63.66
0.370,6.349,109.996,16.661,17.787,20.200,63.86
0.380,6.347,109.995,16.689,17.821,20.200,64.06
0.390,6.345,109.995,16.718,17.857,20.200,64.27
0.400,6.342,109.995,16.748,17.894,20.200,64.50
0.410,6.340,109.994,16.780,17.932,20.200,64.73
0.420,6.338,109.994,16.812,17.972,20.200,64.97
0.430,6.335,109.994,16.845,18.013,20.200,65.22
0.440,6.333,109.993,16.879,18.055,20.200,65.49
0.450,6.330,109.993,16.914,18.099,20.200,65.76
0.460,6.327,109.993,16.950,18.143,20.200,66.04
0.470,6.324,109.992,16.986,18.189,20.200,66.33
0.480,6.321,109.992,17.023,18.235,20.200,66.62
0.490,6.318,109.991,17.061,18.282,20.200,66.93
0.500,6.315,109.991,17.099,18.330,20.200,67.24
0.510,6.312,109.990,17.137,18.379,20.200,67.57
0.520,6.309,109.990,17.176,18.428,20.200,67.89
0.530,6.305,109.989,17.215,18.478,20.200,68.23
0.540,6.302,109.989,17.255,18.528,20.200,68.58
0.550,6.298,109.988,17.294,18.579,20.200,68.93
0.560,6.294,109.988,17.334,18.630,20.200,69.29
0.570,6.291,109.987,17.374,18.682,20.200,69.65
0.580,6.287,109.987,17.413,18.733,20.200,70.02
0.590,6.283,109.986,17.453,18.785,20.200,70.40
0.600,6.279,109.986,17.492,18.837,20.200,70.78
0.610,6.275,109.985,17.532,18.889,20.200,71.17
0.620,6.270,109.985,17.571,18.941,20.200,71.57
0.630,6.266,109.984,17.609,18.992,20.200,71.97
0.640,6.262,109.984,17.647,19.044,20.200,72.37
0.650,6.258,109.983,17.685,19.095,20.200,72.78
0.660,6.253,109.982,17.723,19.146,20.200,73.19
0.670,6.249,109.982,17.759,19.197,20.200,73.61
0.680,6.244,109.981,17.796,19.247,20.200,74.03
0.690,6.240,109.981,17.831,19.296,20.200,74.46
0.700,6.235,109.980,17.866,19.345,20.200,74.89
0.710,6.230,109.979,17.900,19.394,20.200,75.32
0.720,6.225,109.979,17.934,19.442,20.200,75.76
0.730,6.221,109.978,17.966,19.489,20.200,76.20
0.740,6.216,109.977,17.998,19.536,20.200,76.64
0.750,6.211,109.977,18.029,19.581,20.200,77.09
0.760,6.206,109.976,18.059,19.626,20.200,77.54
0.770,6.201,109.976,18.088,19.670,20.200,77.98
0.780,6.196,109.975,18.115,19.713,20.200,78.44
0.790,6.191,109.974,18.142,19.755,20.200,78.89
0.800,6.185,109.974,18.168,19.797,20.200,79.35
0.810,6.180,109.973,18.193,19.837,20.200,79.80
0.820,6.175,109.972,18.217,19.876,20.200,80.26
0.830,6.170,109.972,18.240,19.914,20.200,80.72
0.840,6.165,109.971,18.261,19.952,20.200,81.18
0.850,6.159,109.970,18.282,19.988,20.200,81.64
0.860,6.154,109.970,18.301,20.023,20.200,82.10
0.870,6.149,109.969,18.319,20.056,20.200,82.57
0.880,6.143,109.968,18.336,20.089,20.200,83.03
0.890,6.138,109.968,18.352,20.121,20.200,83.49
0.900,6.133,109.967,18.366,20.151,20.200,83.95
0.910,6.127,109.966,18.380,20.180,20.200,84.42
0.920,6.122,109.965,18.392,20.208,20.200,84.88
0.930,6.117,109.965,18.403,20.235,20.200,85.34
0.940,6.111,109.964,18.413,20.261,20.200,85.81
0.950,6.106,109.963,18.421,20.285,20.200,86.27
0.960,6.100,109.963,18.429,20.308,20.200,86.73
0.970,6.095,109.962,18.435,20.330,20.200,87.19
0.980,6.089,109.961,18.440,20.351,20.200,87.65
0.990,6.084,109.961,18.444,20.371,20.200,88.11
1.000,6.079,109.960,18.447,20.389,20.200,88.57
1.010,6.073,109.959,18.448,20.406,20.200,89.02
1.020,6.068,109.959,18.448,20.422,20.200,89.48
1.030,6.062,109.958,18.448,20.437,20.200,89.94
1.040,6.057,109.957,18.446,20.450,20.200,90.39
1.050,6.051,109.957,18.443,20.463,20.200,90.84
1.060,6.046,109.956,18.438,20.474,20.200,91.29
1.070,6.041,109.956,18.433,20.484,20.200,91.74
1.080,6.035,109.955,18.426,20.493,20.200,92.19
1.090,6.030,109.954,18.419,20.501,20.200,92.64
1.100,6.024,109.954,18.410,20.507,20.200,93.08
1.110,6.019,109.953,18.401,20.513,20.200,93.53
1.120,6.014,109.952,18.390,20.517,20.200,93.97
1.130,6.008,109.952,18.378,20.520,20.200,94.41
1.140,6.003,109.951,18.365,20.523,20.200,94.85
1.150,5.998,109.950,18.351,20.524,20.200,95.29
1.160,5.992,109.950,18.336,20.524,20.200,95.73
1.170,5.987,109.949,18.320,20.522,20.200,96.16
1.180,5.982,109.949,18.303,20.520,20.200,96.60
1.190,5.976,109.948,18.285,20.517,20.200,97.03
1.200,5.971,109.947,18.267,20.513,20.200,97.46
1.210,5.966,109.947,18.247,20.508,20.200,97.89
1.220,5.961,109.946,18.226,20.501,20.200,98.32
1.230,5.956,109.945,18.204,20.494,20.200,98.75
1.240,5.950,109.945,18.182,20.486,20.200,99.17
1.250,5.945,109.944,18.158,20.477,20.200,99.60
1.260,5.940,109.944,18.134,20.467,20.200,100.02
1.270,5.935,109.943,18.108,20.455,20.200,100.44
1.280,5.930,109.942,18.082,20.443,20.200,100.86
1.290,5.925,109.942,18.055,20.430,20.200,101.28
1.300,5.919,109.941,18.027,20.416,20.200,101.70
1.310,5.914,109.941,17.998,20.401,20.200,102.12
1.320,5.909,109.940,17.968,20.385,20.200,102.53
1.330,5.904,109.940,17.937,20.369,20.200,102.95
1.340,5.899,109.939,17.906,20.351,20.200,103.37
1.350,5.894,109.938,17.873,20.332,20.200,103.78
1.360,5.889,109.938,17.840,20.312,20.200,104.19
1.370,5.884,109.937,17.806,20.292,20.200,104.61
1.380,5.879,109.937,17.770,20.270,20.200,105.02
1.390,5.874,109.936,17.734,20.248,20.200,105.43
1.400,5.869,109.936,17.697,20.225,20.200,105.85
1.410,5.864,109.935,17.660,20.200,20.200,106.26
1.420,5.858,109.934,17.621,20.175,20.200,106.67
1.430,5.853,109.934,17.581,20.149,20.200,107.08
1.440,5.848,109.933,17.541,20.122,20.200,107.50
1.450,5.843,109.933,17.499,20.094,20.200,107.91
1.460,5.838,109.932,17.457,20.065,20.200,108.32
1.470,5.833,109.932,17.413,20.035,20.200,108.74
1.480,5.828,109.931,17.369,20.004,20.200,109.15
1.490,5.823,109.931,17.323,19.972,20.200,109.57
1.500,5.818,109.930,17.277,19.939,20.200,109.99
1.510,5.813,109.930,17.229,19.905,20.200,110.41
1.520,5.808,109.929,17.180,19.870,20.200,110.83
1.530,5.803,109.928,17.131,19.833,20.200,111.25
1.540,5.798,109.928,17.080,19.796,20.200,111.67
1.550,5.792,109.927,17.028,19.757,20.200,112.10
1.560,5.787,109.927,16.975,19.718,20.200,112.52
1.570,5.782,109.926,16.920,19.677,20.200,112.95
1.580,5.777,109.926,16.865,19.635,20.200,113.38
1.590,5.772,109.925,16.808,19.592,20.200,113.82
1.600,5.766,109.925,16.749,19.547,20.200,114.26
1.610,5.761,109.924,16.690,19.501,20.200,114.70
1.620,5.756,109.923,16.629,19.454,20.200,115.14
1.630,5.750,109.923,16.566,19.405,20.200,115.59
1.640,5.745,109.922,16.502,19.355,20.200,116.04
1.650,5.740,109.922,16.437,19.303,20.200,116.49
1.660,5.734,109.921,16.369,19.250,20.200,116.95
1.670,5.729,109.921,16.301,19.195,20.200,117.41
1.680,5.723,109.920,16.230,19.139,20.200,117.88
1.690,5.718,109.919,16.157,19.080,20.200,118.35
1.700,5.712,109.919,16.083,19.020,20.200,118.82
1.710,5.706,109.918,16.007,18.959,20.200,119.31
1.720,5.701,109.918,15.929,18.895,20.200,119.79
1.730,5.695,109.917,15.848,18.829,20.200,120.29
1.740,5.689,109.917,15.766,18.761,20.200,120.79
1.750,5.683,109.916,15.681,18.691,20.200,121.29
1.760,5.677,109.915,15.594,18.619,20.200,121.80
1.770,5.671,109.915,15.504,18.544,20.200,122.32
1.780,5.665,109.914,15.412,18.467,20.200,122.85
1.790,5.659,109.914,15.317,18.387,20.200,123.39
1.800,5.653,109.913,15.219,18.305,20.200,123.93
1.810,5.646,109.912,15.118,18.220,20.200,124.48
1.820,5.640,109.912,15.015,18.132,20.200,125.04
1.830,5.634,109.911,14.908,18.041,20.200,125.61
1.840,5.627,109.910,14.797,17.947,20.200,126.19
1.850,5.620,109.910,14.684,17.850,20.200,126.78
