t,U,U,Pij,Pg,Pgt,delta
0.010,6.300,110.000,9.658,20.900,20.900,65.05
0.020,6.300,110.000,9.658,20.900,20.900,65.05
0.030,6.300,110.000,9.658,20.900,20.900,65.05
0.040,6.300,110.000,9.658,20.900,20.900,65.05
0.050,6.300,110.000,9.658,20.900,20.900,65.05
0.060,6.300,110.000,9.658,20.900,20.900,65.05
0.070,6.300,110.000,9.658,20.900,20.900,65.05
0.080,6.300,110.000,9.658,20.900,20.900,65.05
0.090,6.300,110.000,9.658,20.900,20.900,65.05
0.100,6.300,110.000,9.658,20.900,20.900,65.05
0.110,6.300,110.000,9.658,20.900,20.900,65.05
0.120,6.300,110.000,9.658,20.900,20.900,65.05
0.130,6.300,110.000,9.658,20.900,20.900,65.05
0.140,6.300,110.000,9.658,20.900,20.900,65.05
0.150,6.300,110.000,9.658,20.900,20.900,65.05
0.160,6.300,110.000,9.658,20.900,20.900,65.05
0.170,6.300,110.000,9.658,20.900,20.900,65.05
0.180,6.300,110.000,9.658,20.900,20.900,65.05
0.190,6.300,110.000,9.658,20.900,20.900,65.05
0.200,6.300,110.000,9.658,20.900,20.900,65.05
0.200,6.370,109.998,16.931,18.102,20.900,65.05
0.210,6.370,109.998,16.931,18.103,20.900,65.06
0.220,6.370,109.998,16.934,18.106,20.900,65.08
0.230,6.370,109.998,16.938,18.111,20.900,65.11
0.240,6.369,109.998,16.944,18.119,20.900,65.15
0.250,6.369,109.998,16.952,18.128,20.900,65.21
0.260,6.368,109.998,16.961,18.139,20.900,65.28
0.270,6.367,109.998,16.971,18.153,20.900,65.36
0.280,6.366,109.998,16.984,18.168,20.900,65.46
0.290,6.365,109.998,16.998,18.185,20.900,65.56
0.300,6.364,109.998,17.013,18.204,20.900,65.68
0.310,6.363,109.997,17.030,18.225,20.900,65.81
0.320,6.361,109.997,17.048,18.248,20.900,65.95
0.330,6.360,109.997,17.068,18.272,20.900,66.11
0.340,6.358,109.997,17.088,18.298,20.900,66.27
0.350,6.357,109.997,17.111,18.326,20.900,66.45
0.360,6.355,109.996,17.134,18.355,20.900,66.64
0.370,6.353,109.996,17.159,18.386,20.900,66.84
0.380,6.351,109.996,17.184,18.419,20.900,67.05
0.390,6.348,109.995,17.211,18.453,20.900,67.27
0.400,6.346,109.995,17.239,18.488,20.900,67.50
0.410,6.344,109.995,17.268,18.524,20.900,67.74
0.420,6.341,109.994,17.298,18.562,20.900,67.99
0.430,6.338,109.994,17.328,18.601,20.900,68.25
0.440,6.336,109.994,17.359,18.641,20.900,68.53
0.450,6.333,109.993,17.391,18.682,20.900,68.81
0.460,6.330,109.993,17.424,18.724,20.900,69.10
0.470,6.327,109.992,17.457,18.767,20.900,69.40
0.480,6.323,109.992,17.491,18.811,20.900,69.71
0.490,6.320,109.991,17.525,18.855,20.900,70.03
0.500,6.317,109.991,17.560,18.900,20.900,70.35
0.510,6.313,109.991,17.595,18.946,20.900,70.69
0.520,6.309,109.990,17.630,18.993,20.900,71.03
0.530,6.306,109.990,17.665,19.039,20.900,71.39
0.540,6.302,109.989,17.701,19.087,20.900,71.75
0.550,6.298,109.989,17.736,19.134,20.900,72.11
0.560,6.294,109.988,17.771,19.182,20.900,72.49
0.570,6.290,109.987,17.807,19.230,20.900,72.87
0.580,6.286,109.987,17.842,19.278,20.900,73.26
0.590,6.282,109.986,17.877,19.326,20.900,73.66
0.600,6.277,109.986,17.911,19.374,20.900,74.06
0.610,6.273,109.985,17.946,19.422,20.900,74.47
0.620,6.268,109.985,17.980,19.469,20.900,74.88
0.630,6.264,109.984,18.013,19.517,20.900,75.31
0.640,6.259,109.983,18.046,19.564,20.900,75.73
0.650,6.254,109.983,18.078,19.611,20.900,76.17
0.660,6.249,109.982,18.110,19.657,20.900,76.60
0.670,6.245,109.981,18.141,19.703,20.900,77.05
0.680,6.240,109.981,18.171,19.748,20.900,77.50
0.690,6.235,109.980,18.200,19.793,20.900,77.95
0.700,6.229,109.979,18.229,19.837,20.900,78.41
0.710,6.224,109.979,18.257,19.880,20.900,78.87
0.720,6.219,109.978,18.283,19.923,20.900,79.33
0.730,6.214,109.977,18.309,19.964,20.900,79.80
0.740,6.208,109.977,18.334,20.005,20.900,80.28
0.750,6.203,109.976,18.358,20.045,20.900,80.76
0.760,6.197,109.975,18.380,20.084,20.900,81.24
0.770,6.192,109.975,18.401,20.122,20.900,81.72
0.780,6.186,109.974,18.422,20.159,20.900,82.21
0.790,6.181,109.973,18.441,20.195,20.900,82.70
0.800,6.175,109.972,18.458,20.229,20.900,83.19
0.810,6.169,109.972,18.475,20.263,20.900,83.69
0.820,6.163,109.971,18.490,20.295,20.900,84.19
0.830,6.158,109.970,18.504,20.326,20.900,84.69
0.840,6.152,109.969,18.517,20.356,20.900,85.19
0.850,6.146,109.969,18.528,20.384,20.900,85.70
0.860,6.140,109.968,18.537,20.412,20.900,86.20
0.870,6.134,109.967,18.546,20.437,20.900,86.71
0.880,6.128,109.966,18.553,20.462,20.900,87.22
0.890,6.122,109.966,18.558,20.485,20.900,87.74
0.900,6.116,109.965,18.562,20.507,20.900,88.25
0.910,6.110,109.964,18.565,20.527,20.900,88.77
0.920,6.103,109.963,18.566,20.546,20.900,89.28
0.930,6.097,109.963,18.565,20.563,20.900,89.80
0.940,6.091,109.962,18.563,20.579,20.900,90.32
0.950,6.085,109.961,18.560,20.594,20.900,90.84
0.960,6.078,109.960,18.555,20.607,20.900,91.36
0.970,6.072,109.960,18.548,20.618,20.900,91.89
0.980,6.066,109.959,18.540,20.628,20.900,92.41
0.990,6.059,109.958,18.530,20.636,20.900,92.94
1.000,6.053,109.957,18.519,20.643,20.900,93.46
1.010,6.047,109.957,18.506,20.648,20.900,93.99
1.020,6.040,109.956,18.492,20.652,20.900,94.52
1.030,6.034,109.955,18.476,20.654,20.900,95.05
1.040,6.027,109.954,18.458,20.655,20.900,95.58
1.050,6.021,109.954,18.439,20.654,20.900,96.11
1.060,6.015,109.953,18.418,20.651,20.900,96.64
1.070,6.008,109.952,18.395,20.647,20.900,97.18
1.080,6.002,109.951,18.371,20.641,20.900,97.71
1.090,5.995,109.950,18.345,20.634,20.900,98.25
1.100,5.988,109.950,18.318,20.625,20.900,98.78
1.110,5.982,109.949,18.289,20.614,20.900,99.32
1.120,5.975,109.948,18.258,20.601,20.900,99.86
1.130,5.969,109.947,18.226,20.587,20.900,100.40
1.140,5.962,109.947,18.192,20.572,20.900,100.94
1.150,5.955,109.946,18.156,20.554,20.900,101.48
1.160,5.949,109.945,18.119,20.535,20.900,102.03
1.170,5.942,109.944,18.079,20.514,20.900,102.57
1.180,5.935,109.944,18.038,20.492,20.900,103.12
1.190,5.929,109.943,17.996,20.467,20.900,103.67
1.200,5.922,109.942,17.951,20.441,20.900,104.22
1.210,5.915,109.941,17.905,20.413,20.900,104.77
1.220,5.908,109.941,17.857,20.383,20.900,105.33
1.230,5.901,109.940,17.807,20.352,20.900,105.89
1.240,5.895,109.939,17.755,20.318,20.900,106.45
1.250,5.888,109.938,17.701,20.283,20.900,107.01
1.260,5.881,109.938,17.645,20.246,20.900,107.57
1.270,5.874,109.937,17.587,20.207,20.900,108.14
1.280,5.867,109.936,17.527,20.165,20.900,108.71
1.290,5.860,109.935,17.465,20.122,20.900,109.29
1.300,5.853,109.934,17.401,20.077,20.900,109.86
1.310,5.846,109.934,17.335,20.029,20.900,110.44
1.320,5.839,109.933,17.266,19.980,20.900,111.03
1.330,5.832,109.932,17.195,19.928,20.900,111.62
1.340,5.824,109.931,17.122,19.873,20.900,112.21
1.350,5.817,109.931,17.047,19.817,20.900,112.81
1.360,5.810,109.930,16.969,19.758,20.900,113.41
1.370,5.802,109.929,16.888,19.697,20.900,114.02
1.380,5.795,109.928,16.805,19.633,20.900,114.64
1.390,5.788,109.927,16.719,19.566,20.900,115.25
1.400,5.780,109.927,16.630,19.497,20.900,115.88
1.410,5.773,109.926,16.539,19.425,20.900,116.51
1.420,5.765,109.925,16.444,19.350,20.900,117.15
1.430,5.757,109.924,16.347,19.272,20.900,117.79
1.440,5.750,109.924,16.246,19.191,20.900,118.45
1.450,5.742,109.923,16.142,19.107,20.900,119.11
1.460,5.734,109.922,16.034,19.019,20.900,119.77
1.470,5.726,109.921,15.923,18.928,20.900,120.45
1.480,5.718,109.920,15.808,18.834,20.900,121.13
1.490,5.710,109.919,15.690,18.735,20.900,121.83
1.500,5.702,109.919,15.567,18.633,20.900,122.53
1.510,5.694,109.918,15.440,18.527,20.900,123.25
1.520,5.686,109.917,15.309,18.417,20.900,123.97
1.530,5.677,109.916,15.174,18.302,20.900,124.71
1.540,5.669,109.915,15.034,18.183,20.900,125.45
1.550,5.660,109.915,14.889,18.059,20.900,126.21
1.560,5.652,109.914,14.739,17.931,20.900,126.99
1.570,5.643,109.913,14.583,17.797,20.900,127.77
1.580,5.634,109.912,14.422,17.657,20.900,128.57
1.590,5.625,109.911,14.255,17.512,20.900,129.38
1.600,5.616,109.910,14.083,17.361,20.900,130.21
1.610,5.607,109.909,13.903,17.204,20.900,131.06
1.620,5.598,109.909,13.718,17.041,20.900,131.92
1.630,5.588,109.908,13.525,16.871,20.900,132.80
1.640,5.579,109.907,13.326,16.693,20.900,133.69
1.650,5.570,109.906,13.118,16.509,20.900,134.61
1.660,5.560,109.905,12.903,16.316,20.900,135.55
1.670,5.550,109.904,12.680,16.116,20.900,136.50
1.680,5.540,109.903,12.448,15.907,20.900,137.48
1.690,5.531,109.902,12.207,15.689,20.900,138.48
1.700,5.521,109.902,11.957,15.461,20.900,139.50
1.710,5.511,109.901,11.696,15.224,20.900,140.55
1.720,5.500,109.900,11.426,14.977,20.900,141.62
1.730,5.490,109.899,11.144,14.719,20.900,142.72
1.740,5.480,109.898,10.852,14.449,20.900,143.84
1.750,5.470,109.897,10.547,14.168,20.900,145.00
1.760,5.459,109.896,10.231,13.874,20.900,146.19
1.770,5.449,109.896,9.901,13.567,20.900,147.40
1.780,5.438,109.895,9.558,13.247,20.900,148.65
1.790,5.428,109.894,9.201,12.912,20.900,149.94
1.800,5.418,109.893,8.829,12.563,20.900,151.26
1.810,5.407,109.892,8.442,12.197,20.900,152.61
1.820,5.397,109.892,8.039,11.816,20.900,154.01
1.830,5.387,109.891,7.619,11.417,20.900,155.45
1.840,5.377,109.890,7.182,11.000,20.900,156.93
1.850,5.367,109.890,6.727,10.565,20.900,158.45
1.860,5.357,109.889,6.253,10.110,20.900,160.02
1.870,5.347,109.889,5.760,9.635,20.900,161.64
1.880,5.338,109.888,5.247,9.139,20.900,163.31
1.890,5.329,109.888,4.713,8.621,20.900,165.03
1.900,5.321,109.887,4.157,8.081,20.900,166.80
1.910,5.313,109.887,3.580,7.516,20.900,168.64
1.920,5.305,109.887,2.980,6.928,20.900,170.53
1.930,5.298,109.887,2.357,6.315,20.900,172.49
1.940,5.292,109.886,1.710,5.676,20.900,174.51
1.950,5.287,109.887,1.040,5.011,20.900,176.60
1.960,5.282,109.887,0.345,4.319,20.900,178.76
1.970,5.279,109.887,-0.373,3.600,20.900,181.00
1.980,5.276,109.887,-1.116,2.854,20.900,183.31
1.990,5.275,109.888,-1.883,2.081,20.900,185.71
2.000,5.276,109.889,-2.672,1.281,20.900,188.19


