t,Ug,Us,Pij,Pg,Pgt,delta
0.010,10.500,110.000,15.004,32.400,32.400,54.55
0.020,10.500,110.000,15.004,32.400,32.400,54.55
0.030,10.500,110.000,15.004,32.400,32.400,54.55
0.040,10.500,110.000,15.004,32.400,32.400,54.55
0.050,10.500,110.000,15.004,32.400,32.400,54.55
0.060,10.500,110.000,15.004,32.400,32.400,54.55
0.070,10.500,110.000,15.004,32.400,32.400,54.55
0.080,10.500,110.000,15.004,32.400,32.400,54.55
0.090,10.500,110.000,15.004,32.400,32.400,54.55
0.100,10.567,110.000,26.228,27.997,32.400,54.55
0.110,10.566,110.000,26.230,27.999,32.400,54.56
0.120,10.566,110.000,26.235,28.005,32.400,54.57
0.130,10.566,110.000,26.243,28.014,32.400,54.60
0.140,10.566,110.000,26.254,28.028,32.400,54.64
0.150,10.565,110.000,26.268,28.045,32.400,54.68
0.160,10.564,110.000,26.286,28.065,32.400,54.74
0.170,10.564,110.000,26.307,28.090,32.400,54.80
0.180,10.563,110.000,26.330,28.118,32.400,54.88
0.190,10.562,109.999,26.356,28.149,32.400,54.97
0.200,10.561,109.999,26.386,28.184,32.400,55.06
0.210,10.560,109.999,26.418,28.222,32.400,55.16
0.220,10.559,109.999,26.453,28.264,32.400,55.28
0.230,10.557,109.998,26.490,28.309,32.400,55.40
0.240,10.556,109.998,26.531,28.357,32.400,55.53
0.250,10.554,109.998,26.573,28.408,32.400,55.67
0.260,10.552,109.997,26.619,28.462,32.400,55.82
0.270,10.551,109.997,26.666,28.519,32.400,55.98
0.280,10.549,109.997,26.716,28.579,32.400,56.14
0.290,10.547,109.996,26.768,28.641,32.400,56.32
0.300,10.545,109.996,26.823,28.707,32.400,56.50
0.310,10.543,109.995,26.879,28.775,32.400,56.69
0.320,10.540,109.995,26.938,28.845,32.400,56.89
0.330,10.538,109.995,26.998,28.918,32.400,57.09
0.340,10.536,109.994,27.060,28.992,32.400,57.31
0.350,10.533,109.994,27.124,29.070,32.400,57.53
0.360,10.531,109.993,27.189,29.149,32.400,57.75
0.370,10.528,109.992,27.256,29.230,32.400,57.99
0.380,10.525,109.992,27.325,29.313,32.400,58.23
0.390,10.522,109.991,27.394,29.398,32.400,58.48
0.400,10.519,109.991,27.465,29.484,32.400,58.73
0.410,10.516,109.990,27.538,29.573,32.400,58.99
0.420,10.513,109.990,27.611,29.662,32.400,59.25
0.430,10.510,109.989,27.685,29.753,32.400,59.52
0.440,10.507,109.988,27.760,29.845,32.400,59.80
0.450,10.503,109.988,27.835,29.938,32.400,60.08
0.460,10.500,109.987,27.912,30.032,32.400,60.37
0.470,10.496,109.986,27.989,30.128,32.400,60.66
0.480,10.493,109.986,28.066,30.224,32.400,60.96
0.490,10.489,109.985,28.144,30.320,32.400,61.26
0.500,10.485,109.984,28.222,30.418,32.400,61.56
0.510,10.482,109.983,28.300,30.516,32.400,61.87
0.520,10.478,109.983,28.379,30.614,32.400,62.18
0.530,10.474,109.982,28.457,30.712,32.400,62.50
0.540,10.470,109.981,28.536,30.811,32.400,62.82
0.550,10.466,109.980,28.614,30.910,32.400,63.14
0.560,10.462,109.980,28.692,31.009,32.400,63.47
0.570,10.458,109.979,28.770,31.108,32.400,63.79
0.580,10.454,109.978,28.847,31.206,32.400,64.12
0.590,10.449,109.977,28.924,31.305,32.400,64.46
0.600,10.445,109.977,29.000,31.403,32.400,64.79
0.610,10.441,109.976,29.076,31.500,32.400,65.13
0.620,10.437,109.975,29.151,31.598,32.400,65.47
0.630,10.432,109.974,29.225,31.694,32.400,65.81
0.640,10.428,109.973,29.299,31.790,32.400,66.15
0.650,10.424,109.972,29.372,31.885,32.400,66.49
0.660,10.419,109.972,29.444,31.980,32.400,66.83
0.670,10.415,109.971,29.515,32.073,32.400,67.17
0.680,10.410,109.970,29.585,32.166,32.400,67.52
0.690,10.406,109.969,29.654,32.258,32.400,67.86
0.700,10.401,109.968,29.721,32.349,32.400,68.20
0.710,10.397,109.967,29.788,32.438,32.400,68.55
0.720,10.392,109.967,29.854,32.527,32.400,68.89
0.730,10.387,109.966,29.918,32.614,32.400,69.23
0.740,10.383,109.965,29.981,32.700,32.400,69.57
0.750,10.378,109.964,30.043,32.785,32.400,69.91
