t,U,U,Pij,Pg,Pgt,delta
1.280,10.378,109.967,18.093,19.655,18.500,73.44
1.290,10.376,109.967,18.113,19.683,18.500,73.66
1.300,10.374,109.967,18.132,19.710,18.500,73.88
1.310,10.372,109.966,18.151,19.737,18.500,74.09
1.320,10.370,109.966,18.169,19.762,18.500,74.30
1.330,10.368,109.966,18.187,19.788,18.500,74.51
1.340,10.367,109.965,18.204,19.812,18.500,74.72
1.350,10.365,109.965,18.221,19.837,18.500,74.92
1.360,10.363,109.965,18.237,19.860,18.500,75.12
1.370,10.361,109.964,18.253,19.883,18.500,75.32
1.380,10.360,109.964,18.268,19.905,18.500,75.52
1.390,10.358,109.964,18.283,19.927,18.500,75.71
1.400,10.357,109.964,18.297,19.949,18.500,75.89
1.410,10.355,109.963,18.311,19.969,18.500,76.08
1.420,10.353,109.963,18.325,19.990,18.500,76.26
1.430,10.352,109.963,18.338,20.009,18.500,76.44
1.440,10.350,109.963,18.351,20.028,18.500,76.61
1.450,10.349,109.962,18.363,20.047,18.500,76.79
1.460,10.347,109.962,18.375,20.065,18.500,76.95
1.470,10.346,109.962,18.386,20.083,18.500,77.12
1.480,10.344,109.962,18.397,20.100,18.500,77.28
1.490,10.343,109.961,18.408,20.116,18.500,77.44
1.500,10.342,109.961,18.419,20.132,18.500,77.59
1.510,10.340,109.961,18.428,20.148,18.500,77.74
1.520,10.339,109.961,18.438,20.163,18.500,77.89
1.530,10.338,109.960,18.447,20.177,18.500,78.03
1.540,10.337,109.960,18.456,20.192,18.500,78.17
1.550,10.335,109.960,18.465,20.205,18.500,78.31
1.560,10.334,109.960,18.473,20.218,18.500,78.44
1.570,10.333,109.960,18.481,20.231,18.500,78.57
1.580,10.332,109.959,18.489,20.243,18.500,78.69
1.590,10.331,109.959,18.496,20.255,18.500,78.81
1.600,10.330,109.959,18.503,20.266,18.500,78.93
1.610,10.329,109.959,18.509,20.277,18.500,79.04
1.620,10.328,109.959,18.516,20.287,18.500,79.15
1.630,10.327,109.959,18.522,20.297,18.500,79.26
1.640,10.326,109.958,18.528,20.307,18.500,79.36
1.650,10.325,109.958,18.533,20.316,18.500,79.46
1.660,10.324,109.958,18.538,20.325,18.500,79.55
1.670,10.324,109.958,18.543,20.333,18.500,79.64
1.680,10.323,109.958,18.548,20.341,18.500,79.73
1.690,10.322,109.958,18.553,20.348,18.500,79.81
1.700,10.321,109.958,18.557,20.355,18.500,79.88
1.710,10.321,109.958,18.561,20.362,18.500,79.96
1.720,10.320,109.957,18.564,20.368,18.500,80.03
1.730,10.320,109.957,18.568,20.374,18.500,80.09
1.740,10.319,109.957,18.571,20.380,18.500,80.15
1.750,10.319,109.957,18.574,20.385,18.500,80.21
1.760,10.318,109.957,18.577,20.389,18.500,80.26
1.770,10.318,109.957,18.579,20.394,18.500,80.31
1.780,10.317,109.957,18.582,20.398,18.500,80.36
1.790,10.317,109.957,18.584,20.401,18.500,80.40
1.800,10.317,109.957,18.585,20.405,18.500,80.43
1.810,10.316,109.957,18.587,20.407,18.500,80.47
1.820,10.316,109.957,18.589,20.410,18.500,80.50
1.830,10.316,109.957,18.590,20.412,18.500,80.52
1.840,10.316,109.957,18.591,20.414,18.500,80.54
1.850,10.315,109.957,18.592,20.415,18.500,80.56
1.860,10.315,109.957,18.592,20.416,18.500,80.57
1.870,10.315,109.957,18.593,20.417,18.500,80.57
1.880,10.315,109.957,18.593,20.417,18.500,80.58
1.890,10.315,109.957,18.593,20.417,18.500,80.58
1.900,10.315,109.957,18.592,20.417,18.500,80.57
1.910,10.315,109.957,18.592,20.416,18.500,80.56
1.920,10.315,109.957,18.591,20.415,18.500,80.55
1.930,10.316,109.957,18.590,20.413,18.500,80.53
1.940,10.316,109.957,18.589,20.411,18.500,80.51
1.950,10.316,109.957,18.588,20.409,18.500,80.49
1.960,10.316,109.957,18.587,20.406,18.500,80.46
1.970,10.317,109.957,18.585,20.403,18.500,80.42
1.980,10.317,109.957,18.583,20.400,18.500,80.38
1.990,10.317,109.957,18.581,20.396,18.500,80.34
2.000,10.318,109.957,18.578,20.392,18.500,80.30


