t,U,U,Pij,Pg,Pgt,delta
0.010,10.500,110.000,9.251,19.900,19.900,57.08
0.020,10.500,110.000,9.251,19.900,19.900,57.08
0.030,10.500,110.000,9.251,19.900,19.900,57.08
0.040,10.500,110.000,9.251,19.900,19.900,57.08
0.050,10.500,110.000,9.251,19.900,19.900,57.08
0.060,10.500,110.000,9.251,19.900,19.900,57.08
0.070,10.500,110.000,9.251,19.900,19.900,57.08
0.080,10.500,110.000,9.251,19.900,19.900,57.08
0.090,10.500,110.000,9.251,19.900,19.900,57.08
0.100,10.500,110.000,9.251,19.900,19.900,57.08
0.110,10.500,110.000,9.251,19.900,19.900,57.08
0.120,10.500,110.000,9.251,19.900,19.900,57.08
0.130,10.500,110.000,9.251,19.900,19.900,57.08
0.140,10.500,110.000,9.251,19.900,19.900,57.08
0.150,10.500,110.000,9.251,19.900,19.900,57.08
0.160,10.500,110.000,9.251,19.900,19.900,57.08
0.170,10.500,110.000,9.251,19.900,19.900,57.08
0.180,10.500,110.000,9.251,19.900,19.900,57.08
0.190,10.500,110.000,9.251,19.900,19.900,57.08
0.200,10.500,110.000,9.251,19.900,19.900,57.08
0.200,10.548,109.998,15.991,17.000,19.900,57.08
0.210,10.547,109.998,15.992,17.000,19.900,57.08
0.220,10.547,109.998,15.993,17.002,19.900,57.09
0.230,10.547,109.998,15.996,17.006,19.900,57.11
0.240,10.547,109.998,16.001,17.011,19.900,57.13
0.250,10.547,109.998,16.006,17.017,19.900,57.16
0.260,10.547,109.998,16.012,17.025,19.900,57.20
0.270,10.546,109.998,16.020,17.034,19.900,57.24
0.280,10.546,109.998,16.029,17.044,19.900,57.29
0.290,10.546,109.998,16.039,17.056,19.900,57.35
0.300,10.545,109.998,16.050,17.069,19.900,57.41
0.310,10.545,109.998,16.062,17.083,19.900,57.48
0.320,10.544,109.997,16.075,17.098,19.900,57.56
0.330,10.544,109.997,16.089,17.115,19.900,57.64
0.340,10.543,109.997,16.104,17.133,19.900,57.73
0.350,10.542,109.997,16.120,17.152,19.900,57.82
0.360,10.542,109.997,16.137,17.173,19.900,57.92
0.370,10.541,109.997,16.155,17.194,19.900,58.03
0.380,10.540,109.997,16.174,17.217,19.900,58.14
0.390,10.539,109.997,16.194,17.240,19.900,58.25
0.400,10.538,109.996,16.215,17.265,19.900,58.38
0.410,10.537,109.996,16.237,17.291,19.900,58.51
0.420,10.536,109.996,16.259,17.318,19.900,58.64
0.430,10.535,109.996,16.283,17.346,19.900,58.78
0.440,10.534,109.996,16.307,17.375,19.900,58.93
0.450,10.533,109.995,16.332,17.405,19.900,59.08
0.460,10.532,109.995,16.358,17.436,19.900,59.23
0.470,10.531,109.995,16.385,17.468,19.900,59.39
0.480,10.530,109.995,16.412,17.501,19.900,59.56
0.490,10.528,109.995,16.440,17.534,19.900,59.73
0.500,10.527,109.994,16.469,17.569,19.900,59.91
0.510,10.526,109.994,16.498,17.604,19.900,60.09
0.520,10.524,109.994,16.528,17.640,19.900,60.28
0.530,10.523,109.994,16.558,17.677,19.900,60.47
0.540,10.521,109.993,16.589,17.714,19.900,60.67
0.550,10.520,109.993,16.621,17.753,19.900,60.87
0.560,10.518,109.993,16.653,17.791,19.900,61.07
0.570,10.517,109.992,16.686,17.831,19.900,61.28
0.580,10.515,109.992,16.719,17.871,19.900,61.50
0.590,10.514,109.992,16.752,17.912,19.900,61.71
0.600,10.512,109.991,16.786,17.953,19.900,61.94
0.610,10.510,109.991,16.820,17.995,19.900,62.16
0.620,10.508,109.991,16.854,18.037,19.900,62.39
0.630,10.507,109.991,16.889,18.080,19.900,62.63
0.640,10.505,109.990,16.924,18.123,19.900,62.87
0.650,10.503,109.990,16.960,18.166,19.900,63.11
0.660,10.501,109.989,16.995,18.210,19.900,63.35
0.670,10.499,109.989,17.031,18.254,19.900,63.60
0.680,10.497,109.989,17.067,18.299,19.900,63.86
0.690,10.495,109.988,17.103,18.344,19.900,64.11
0.700,10.493,109.988,17.139,18.389,19.900,64.37
0.710,10.491,109.988,17.175,18.434,19.900,64.63
0.720,10.489,109.987,17.211,18.479,19.900,64.90
0.730,10.487,109.987,17.248,18.525,19.900,65.17
0.740,10.485,109.987,17.284,18.570,19.900,65.44
0.750,10.483,109.986,17.320,18.616,19.900,65.71
0.760,10.481,109.986,17.356,18.662,19.900,65.99
0.770,10.478,109.985,17.393,18.707,19.900,66.27
0.780,10.476,109.985,17.429,18.753,19.900,66.55
0.790,10.474,109.985,17.464,18.799,19.900,66.83
0.800,10.472,109.984,17.500,18.845,19.900,67.12
0.810,10.469,109.984,17.536,18.890,19.900,67.40
0.820,10.467,109.983,17.571,18.936,19.900,67.69
0.830,10.465,109.983,17.606,18.981,19.900,67.99
0.840,10.462,109.982,17.641,19.027,19.900,68.28
0.850,10.460,109.982,17.676,19.072,19.900,68.57
0.860,10.457,109.982,17.710,19.116,19.900,68.87
0.870,10.455,109.981,17.744,19.161,19.900,69.17
0.880,10.452,109.981,17.778,19.205,19.900,69.47
0.890,10.450,109.980,17.812,19.250,19.900,69.77
0.900,10.448,109.980,17.845,19.293,19.900,70.07
0.910,10.445,109.979,17.877,19.337,19.900,70.38
0.920,10.442,109.979,17.910,19.380,19.900,70.68
0.930,10.440,109.979,17.941,19.423,19.900,70.99
0.940,10.437,109.978,17.973,19.465,19.900,71.29
0.950,10.435,109.978,18.004,19.507,19.900,71.60
0.960,10.432,109.977,18.035,19.549,19.900,71.91
0.970,10.430,109.977,18.065,19.590,19.900,72.22
0.980,10.427,109.976,18.094,19.631,19.900,72.52
0.990,10.424,109.976,18.124,19.672,19.900,72.83
