t,U,U,Pij,Pg,Pgt,delta
1.000,10.422,109.975,18.152,19.711,19.900,73.14
1.010,10.419,109.975,18.180,19.751,19.900,73.45
1.020,10.417,109.974,18.208,19.790,19.900,73.76
1.030,10.414,109.974,18.235,19.828,19.900,74.07
1.040,10.411,109.974,18.262,19.866,19.900,74.38
1.050,10.409,109.973,18.288,19.904,19.900,74.69
1.060,10.406,109.973,18.313,19.940,19.900,75.00
1.070,10.403,109.972,18.338,19.977,19.900,75.31
1.080,10.401,109.972,18.363,20.012,19.900,75.62
1.090,10.398,109.971,18.386,20.048,19.900,75.93
1.100,10.395,109.971,18.410,20.082,19.900,76.24
1.110,10.392,109.970,18.432,20.116,19.900,76.55
1.120,10.390,109.970,18.455,20.150,19.900,76.86
1.130,10.387,109.969,18.476,20.183,19.900,77.16
1.140,10.384,109.969,18.497,20.215,19.900,77.47
1.150,10.382,109.968,18.517,20.247,19.900,77.77
1.160,10.379,109.968,18.537,20.278,19.900,78.08
1.170,10.376,109.968,18.557,20.308,19.900,78.38
1.180,10.374,109.967,18.575,20.338,19.900,78.68
1.190,10.371,109.967,18.593,20.367,19.900,78.99
1.200,10.368,109.966,18.611,20.396,19.900,79.29
1.210,10.366,109.966,18.628,20.424,19.900,79.58
1.220,10.363,109.965,18.644,20.451,19.900,79.88
1.230,10.360,109.965,18.660,20.478,19.900,80.18
1.240,10.358,109.964,18.675,20.504,19.900,80.47
1.250,10.355,109.964,18.690,20.530,19.900,80.77
1.260,10.353,109.964,18.704,20.555,19.900,81.06
1.270,10.350,109.963,18.717,20.579,19.900,81.35
1.280,10.347,109.963,18.730,20.603,19.900,81.64
1.290,10.345,109.962,18.743,20.626,19.900,81.93
1.300,10.342,109.962,18.755,20.649,19.900,82.21
1.310,10.340,109.961,18.766,20.671,19.900,82.49
1.320,10.337,109.961,18.777,20.693,19.900,82.78
1.330,10.335,109.961,18.787,20.713,19.900,83.06
1.340,10.332,109.960,18.797,20.734,19.900,83.34
1.350,10.330,109.960,18.806,20.753,19.900,83.61
1.360,10.327,109.959,18.815,20.773,19.900,83.89
1.370,10.325,109.959,18.823,20.791,19.900,84.16
1.380,10.322,109.959,18.831,20.809,19.900,84.43
1.390,10.320,109.958,18.839,20.827,19.900,84.70
1.400,10.317,109.958,18.845,20.844,19.900,84.97
1.410,10.315,109.957,18.852,20.860,19.900,85.23
1.420,10.312,109.957,18.858,20.876,19.900,85.49
1.430,10.310,109.957,18.863,20.891,19.900,85.75
1.440,10.308,109.956,18.869,20.906,19.900,86.01
1.450,10.305,109.956,18.873,20.921,19.900,86.27
1.460,10.303,109.955,18.878,20.934,19.900,86.52
1.470,10.301,109.955,18.881,20.948,19.900,86.77
1.480,10.298,109.955,18.885,20.961,19.900,87.02
1.490,10.296,109.954,18.888,20.973,19.900,87.27
1.500,10.294,109.954,18.891,20.985,19.900,87.51
1.510,10.292,109.954,18.893,20.997,19.900,87.75
1.520,10.289,109.953,18.895,21.008,19.900,87.99
1.530,10.287,109.953,18.897,21.018,19.900,88.23
1.540,10.285,109.952,18.898,21.029,19.900,88.46
1.550,10.283,109.952,18.899,21.038,19.900,88.69
1.560,10.281,109.952,18.900,21.048,19.900,88.92
1.570,10.279,109.951,18.900,21.057,19.900,89.15
1.580,10.277,109.951,18.900,21.065,19.900,89.37
1.590,10.274,109.951,18.900,21.074,19.900,89.59
1.600,10.272,109.950,18.900,21.081,19.900,89.81
1.610,10.270,109.950,18.899,21.089,19.900,90.03
1.620,10.268,109.950,18.898,21.096,19.900,90.24
1.630,10.266,109.949,18.897,21.103,19.900,90.46
1.640,10.265,109.949,18.896,21.109,19.900,90.66
1.650,10.263,109.949,18.894,21.115,19.900,90.87
1.660,10.261,109.949,18.892,21.121,19.900,91.07
1.670,10.259,109.948,18.890,21.127,19.900,91.27
1.680,10.257,109.948,18.888,21.132,19.900,91.47
1.690,10.255,109.948,18.885,21.137,19.900,91.67
1.700,10.253,109.947,18.882,21.141,19.900,91.86
1.710,10.252,109.947,18.880,21.146,19.900,92.05
1.720,10.250,109.947,18.877,21.150,19.900,92.24
1.730,10.248,109.947,18.873,21.154,19.900,92.42
1.740,10.246,109.946,18.870,21.157,19.900,92.60
1.750,10.245,109.946,18.867,21.161,19.900,92.78
1.760,10.243,109.946,18.863,21.164,19.900,92.96
1.770,10.241,109.945,18.859,21.167,19.900,93.13
1.780,10.240,109.945,18.856,21.169,19.900,93.30
1.790,10.238,109.945,18.852,21.172,19.900,93.47
1.800,10.237,109.945,18.848,21.174,19.900,93.63
1.810,10.235,109.945,18.844,21.176,19.900,93.80
1.820,10.234,109.944,18.840,21.178,19.900,93.96
1.830,10.232,109.944,18.835,21.180,19.900,94.11
1.840,10.231,109.944,18.831,21.181,19.900,94.27
1.850,10.229,109.944,18.827,21.183,19.900,94.42
1.860,10.228,109.943,18.822,21.184,19.900,94.57
1.870,10.227,109.943,18.818,21.185,19.900,94.71
1.880,10.225,109.943,18.814,21.186,19.900,94.85
1.890,10.224,109.943,18.809,21.187,19.900,94.99
1.900,10.223,109.943,18.805,21.187,19.900,95.13
1.910,10.221,109.942,18.800,21.188,19.900,95.27
1.920,10.220,109.942,18.796,21.188,19.900,95.40
1.930,10.219,109.942,18.791,21.189,19.900,95.53
1.940,10.218,109.942,18.787,21.189,19.900,95.65
1.950,10.217,109.942,18.782,21.189,19.900,95.78
1.960,10.215,109.941,18.778,21.189,19.900,95.90
1.970,10.214,109.941,18.773,21.189,19.900,96.02
1.980,10.213,109.941,18.769,21.189,19.900,96.13
1.990,10.212,109.941,18.764,21.189,19.900,96.24
2.000,10.211,109.941,18.760,21.189,19.900,96.35


